Eid,Abstract
2-s2.0-85018346645,"Wax deposition from water-in-oil emulsion/dispersion can entrap water droplets in the resulting paraffin deposits. This entrapment of water droplets can lead to a significant decrease in the yield stress of the deposits, which can cause the deposit to slough-off during wax deposition. This investigation presents the most comprehensive characterization of the entrapment of water droplets by deposit formation with cold finger and flow loop wax deposition experiments. NMR techniques were implemented to characterize the droplet size of the bulk and deposit in order to reveal the relationship between the droplet size of the bulk and the water content of the deposit. Furthermore, it is demonstrated that incorporation of droplets in the deposit lowers the yield stress of the deposit and causes the deposit to slough-off during pipe flow. Knowledge of such effects of the water phase on wax deposition is beyond conventional analysis based on heat and mass transfers and is expected to provide additional insights to the design of water-oil two phase transport pipelines. © 2016 American Chemical Society."
2-s2.0-85003035997,"This paper presents the results of an experimental study on the punching shear behavior of high performance steel fiber reinforced concrete (HPFRC) slabs without shear reinforcement, particularly considering the effect of fiber orientation. In recent decades, high performance steel fiber reinforced concrete (HPFRC) has been a new achievement in concrete technology. Due to its superior mechanical properties, civil engineers can address the problem of punching shear of thin slabs that are currently widely used in buildings. By processing some studies, researchers have found that the strength capacity of the material before cracking and the post-cracking resistance strongly depend on the orientation of the fibers, which heavily rely on the casting direction and casting method. While most previous studies focused on the effect on the behavior of beams, this research particularly considers how the casting procedures as well as the volume content of the fiber affect the punching shear behavior of flat slabs. © 2016 Elsevier Ltd"
2-s2.0-85006992960,"Clinical manifestations of malaria infection in vertebrate hosts arise from the multiplication of the asexual stage parasites in the blood, while the gametocytes are responsible for the transmission of the disease. Antimalarial drugs that target the blood stage parasites and transmissible gametocytes are rare, but are essentially needed for the effective control of malaria and for limiting the spread of resistance. Artemisinin and its derivatives are the current first-line antimalarials that are effective against the blood stage parasites and gametocytes, but resistance to artemisinin has now emerged and spread in various malaria endemic areas. Therefore, a novel antimalarial drug, or a new drug combination, is critically needed to overcome this problem. The objectives of this study were to evaluate the efficacy of a relatively new antimalarial compound, tafenoquine (TQ), and a combination of TQ and a low dose of artesunate (ATN) on the in vivo blood stage multiplication, gametocyte development and transmission of the avian malaria parasite Plasmodium gallinaceum to the vector Aedes aegypti. The results showed that a 5-d treatment with TQ alone was unable to clear the blood stage parasites, but was capable of reducing the mortality rate, while TQ monotherapy at a high dose of 30 mg/kg was highly effective against the gametocytes and completely blocked the transmission of P. gallinaceum. In addition, the combination therapy of TQ + ATN completely cleared P. gallinaceum blood stages and sped up the gametocyte clearance from chickens, suggesting the synergistic effect of the two drugs. In conclusion, TQ is demonstrated to be effective for limiting avian malaria transmission and may be used in combination with a low dose of ATN for safe and effective treatment. © 2016 Elsevier B.V."
2-s2.0-85011044706,"AIM: To determine the prevalence of ocular demodicosis by both microscopic examination and molecular detection among patients at King Chulalongkorn Memorial Hospital, Thai Red Cross Society, Bangkok. ● METHODS: One hundred individuals were enrolled in the study and were divided into five age groups. The meibomian gland dysfunction (MGD) score and qualities of cylindrical dandruff (CD) were also determined. Demodex mite infest-ations of eyelash samples were screened by both micros-copic examination and semi-nested polymerase chain reaction (PCR). ● RESULTS: The prevalence of ocular demodicosis as det-ermined by microscopic examination was 42% [Demodex folliculorum (D. folliculorum) 41% and Demodex brevis (D. brevis) 1%]. Among patients who had ocular Demodex infestation, 69% have CD and had an average MGD score of 4; in patients without demodicosis, 15.5% had CD and had an average MGD score of 4.12. Prevalence of ocular demodicosis as determined by semi-nested PCR was 79% (D. folliculorum 78% and D. brevis 1%). ● CONCLUSION: This is the first report on the prevalence of ocular demodicosis in Thailand. Patients with CD also had Demodex mites present. Semi-nested PCR is better than microscopy for Demodex infestation detection. An extensive survey with more representative samples is required to determine the prevalence in the country. © 2017, International Journal of Ophthalmology (c/o Editorial Office). All rights reserved."
2-s2.0-85000450726,Ni-W/diamond composite coatings were prepared by electrodeposition from a Ni-W plating bath with diamond particles suspended into the bath. The effect of the plating parameters on microstructure and mechanical properties was investigated. The deposits reported a maximum hardness of 1207 ± 32 Hv. The film hardness is depended on the concentration of diamond particles in the plating bath and also on the size of the co-deposited diamond particles. The sample with diamond concentration of 10 g/L in the bath and co-deposited at current density of 0.15 A/cm2 reported the optimized wear resistance and diamond content in the deposit. In this paper the effect of the incorporation of diamond particles into the Ni-W matrix has been discussed in terms of the aforesaid operating conditions and particle size. © 2016 Elsevier B.V.
2-s2.0-84988728305,"Poly vinyl chloride (PVC) is functionalized using L-cysteine to get a zwitterionic effect. The obtained zwitterionic effect of L-cysteine induced PVC facilitated its utilization as separation membrane for complete As (V) removal. The functionalization was evidenced by ATR-IR, NMR spectroscopy and blended with polysulfone (PSf) in optimum composition to get a mechanically stable membrane. With a view to further enhance the charges of the blend; it was further made into a composite membrane by using TiO2 nano fillers. The prepared membranes were characterized by XRD, EDX, SEM and ion exchange capacity (IEC). Water uptake (WU), contact angle (CA) and pure water flux (PWF) were analyzed to study the changed hydrophilicity and productivity of the membranes. Further these membranes were evaluated for removal of As (V) ions in various experimental conditions. The dual effect of zwitterion and TiO2 NPs was profoundly deliberated. The membrane was found to work efficiently throughout the complete range of pH. Molecular weight cut-off study indicated that all the membranes belong to ultrafiltration range. The rejection efficiency was observed to be majorly governed by the charge on the membrane and a maximum of 85% arsenic rejection was achieved thus, signifying the development of zwitterionic membranes for potential removal of high concentration of arsenic in surface and ground waters unlike the existing membranes that are presently applied for ppb concentrations. © 2016 Elsevier B.V."
2-s2.0-85009518071,"In cancer therapy today, carbon ion radiotherapy is used mainly as monotherapy, whereas cisplatin is used concomitantly with X-ray radiotherapy. The effectiveness of concomitant carbon ions and cisplatin is unclear. To obtain the information on the mechanisms potentially shared between carbon ions or X-rays and cisplatin, we assessed the correlation of sensitivity to the single treatments. In 20 human cancer cell lines, sensitivity to X-rays strongly correlated with sensitivity to cisplatin, indicating the presence of potentially shared target mechanisms. Interestingly, the correlation of sensitivity to carbon ions and cisplatin was much weaker than that of sensitivity to X-rays and cisplatin, indicating the presence of potentially different target mechanisms between carbon ions and cisplatin. Assessment of clonogenic cell death by 4′,6-diamidino-2-phenylindole dihydrochloride staining showed that mitotic catastrophe was more efficiently induced by carbon ions than by the same physical dose of X-rays, while apoptosis and senescence were not. These data indicate that the correlation of sensitivity to carbon ions and cisplatin is weaker than that of sensitivity to X-rays and cisplatin, which are helpful as biological basis to understand the potentially shared mechanism among these treatments. Further investigation is mandatory to elucidate the clinical efficacy of carbon ions and cisplatin combination. © The Author(s) 2017."
2-s2.0-84988419028,"In this work, ZnO microspheres-reduced graphene oxide (rGO) nanocomposites were synthesized via a simple solution method and used for the photodegradation of methylene blue (MB) dye from water under UV light. The SEM and TEM observations demonstrate that the microsphere morphologies of the ZnO microspheres-rGO nanocomposite is composed of ZnO microspheres anchored on rGO sheets, confirming the formation of ZnO microspheres-rGO composites. Raman spectra and X-ray photoelectron spectroscopy reveal that both of the reduction of GO tight contact between ZnO and rGO are achieved during the high temperature calcination process. During the photocatalytic test, in comparison with ZnO microspheres and P25 TiO2, the ZnO microspheres-rGO nanocomposite shows improved photodegradation of MB dye, because the rGO sheets could reduce the charge recombination in electron-transfer processes. According to the scavenger experiments, the possible MB degradation mechanism is contributed mainly to the generation of active species induced by the photogenerated holes (h + ) and superoxide radicals ([rad]O 2 − ). © 2016 Elsevier B.V."
2-s2.0-84983740530,"A novel label-free electrochemical immunosensor for neutrophil gelatinase-associated lipocalin (NGAL) detection has been developed. The immunosensor has been constructed by immobilization of NGAL capture antibodies to electropolymerized aniline deposited on top of an electrosprayed graphene/polyaniline (G/PANI) modified screen printed carbon electrode. Electrospraying of G/PANI increases the electrode surface area while electropolymerization of aniline increases the number of amino groups (-NH2) for antibody immobilization. The factors affecting the sensor sensitivity (i.e. aniline concentration, scan number and scan rate of electropolymerization) have been optimized. In a prior report, Kannan et al. reported a broad oxidation peak in cyclic voltammetry upon the binding between NGAL with its antibody. In this study, a dramatic increase (58-fold) in the oxidation current upon the binding between NGAL and its antibody is obtained when compared to an unmodified electrode, verifying a substantial improvement in the electrochemical sensitivity of this system. Under optimal conditions, this system exhibits high sensitivity with a limit of detection (LOD) of 21.1 ng mL−1, wide linearity (50–500 ng mL−1) and high specificity toward NGAL detection from small samples (10 μL). As an example application, the sensor is tested for the detection of NGAL in human urine, and the results correspond well with the values obtained from a standard ELISA. Compared to the ELISA method, our system requires less analysis time (≤30 min/sample), less sample and less operating cost. © 2016 Elsevier B.V."
2-s2.0-85009511178,"Background: KDOQI guideline suggests that nutritional vitamin D should be supplemented in chronic kidney disease (CKD) patients who have vitamin D insufficiency/deficiency. However, there are scarce data regarding the additional benefit of active vitamin D supplement in CKD patients who were receiving nutritional vitamin D supplement. This study was conducted to explore the effect of adding active vitamin D to nutritional vitamin D supplement on proteinuria and kidney function in CKD with vitamin D insufficiency/deficiency. Methods: This double-blind, randomized placebo-controlled trial was performed to answer the above question. Sixty-eight patients with CKD stage 3-4, urine protein to creatinine ratio (UPCR) > 1 g/g, and serum 25OH-D level < 30 ng/mL were enrolled. Patients were randomly assigned to receive 12-week treatment with oral ergocalciferol plus placebo (n = 36) or oral ergocalciferol plus calcitriol (n = 32). Results: The mean baseline values of UPCR of both groups were comparable (3.6 ± 3.8 g/g in combined group and 3.5 ± 3.0 g/g in ergocalciferol group). Following 12-week treatment, there were significant reductions in UPCR from baseline in both groups (2.3 ± 2.1 g/g in combined group and 2.4 ± 2.0 g/g in ergocalciferol group). The percentage reductions in UPCR of both groups were not significantly different. The mean eGFR and blood pressure did not differ between baseline and 12-week follow-up and between both groups. No severe hypercalcemia or serious side effects were noted in both groups. Conclusions: The proteinuria lowering effect of ergocalciferol in CKD patients with vitamin D deficiency was demonstrated. Additional calcitriol supplement did not have more effects on proteinuria. Trial registration: (Thai Clinical Trials Registry (TCTR) 20140929002). Date of registration: September 27, 2014. © 2017 The Author(s)."
2-s2.0-85010297712,"Background: The AGE-RAGE-oxidative stress (AROS) axis is involved in the onset and progression of metabolic syndrome induced by a high-fructose diet (HFD). PPARγ activation is known to modulate metabolic syndrome; however a systems-level investigation looking at the protective effects of PPARγ activation as related to the AROS axis has not been performed. The aim of this work is to simultaneously characterize multiple molecular parameters within the AROS axis, using samples taken from different body fluids and tissues of a rat model of HFD-induced metabolic syndrome, in the presence or absence of a PPARγ agonist, Rosiglitazone (RGZ). Methods: Rats were fed with 60% HFD for the first half of the treatment duration (21 days) then continued with either HFD alone or HFD plus RGZ for the second half. Results: Rats receiving HFD alone showed metabolic syndrome manifestations including hypertension, dyslipidemia, increased glucose levels and insulin resistance, as well as abnormal kidney and inflammatory parameters. Systolic blood pressure, plasma triglyceride and glucose levels, plasma creatinine, and albuminuria were significantly improved in the presence of RGZ. The following molecular parameters of the AROS axis were significantly upregulated in our rat model: carboxymethyl lysine (CML) in urine and liver; carboxyethyl lysine (CEL) in urine; advanced glycation end products (AGEs) in plasma; receptor for advanced glycation end products (RAGE) in liver and kidney; advanced oxidation protein products (AOPP) in plasma; and 4-hydroxynonenal (HNE) in plasma, liver, and kidney. Conversely, with RGZ administration, the upregulation of AOPP and AGEs in plasma, CML and CEL in urine, RAGE in liver as well as HNE in plasma and liver was significantly counteracted/prevented. Conclusions: Our data demonstrate (i) the systems-level regulatory landscape of HFD-induced metabolic syndrome involving multiple molecular parameters, including HNE, AGEs and their receptor RAGE, and (ii) attenuation of metabolic syndrome by PPARγ modulation. © 2017 The Author(s)."
2-s2.0-85010441099,"Objective: This open-label prospective study investigated the effects of paliperidone extended release (ER) on hostility in Thai patients with schizophrenia. Background: Patients diagnosed with schizophrenia may be hostile or exhibit aggressive behavior, which can occasion their admission to psychiatric hospital. Antipsychotic medications are often used to treat hostility and aggression in such patients. Paliperidone ER is effective and well tolerated in the treatment of schizophrenia. However, there are no data available for paliperidone ER with regard to its efficacy on hostility and aggression among Thai patients. This study was a part of the PERFEcT study, a 6-month, open-label, multicenter, multicountry, prospective trial to explore the safety, efficacy, and functionality of paliperidone ER tablets. The current study included only the data obtained from Thai participants. Materials and methods: Flexible dosing of paliperidone ER in a range of 3–12 mg/day was used, allowing investigators to adjust the dosage of each subject individually. The 199 Thai patients had a stable Clinical Global Impression – severity score before enrollment. Demographic data were collected at enrollment, and assessments took place at 1, 2, 3, and 6 months postbaseline. The Positive and Negative Syndrome Scale (PANSS) and Personal and Social Performance (PSP) scale were used to evaluate efficacy. In this analysis, we report the findings for the specific PANSS factor P7 (hostility) and the PSP subscale disturbing and aggressive behavior. Data were analyzed using paired t-test method to investigate changes in mean PANSS and PSP total and subscale scores. The significance level was set at P˂ 0.05. Results: From a total of 199 Thai patients, 148 patients (74.4%) participated in all visits. There was a significant reduction in mean scores for all total PANSS measures from 1 month onward compared with baseline, as well as ongoing significant reductions in scores from visit to visit. There was a significant reduction in mean hostility score at 2 months (P˂ 0.05), 3 months (P˂ 0.05), and 6 months (P˂ 0.01) (n=148). For the PSP scale, there was a significant across-the-board reduction of mean scores from 3 months onward, including in the disturbing and aggressive behavior subscale (P˂ 0.001) (n=148). Conclusion: Switching from previously unsuccessful antipsychotic treatments to paliperidone ER may be a useful option to reduce hostility and disturbing behavior in patients with schizophrenia. This study in Thai patients is in line with findings in other countries and cultures concerning the management of hostility in patients with schizophrenia. © 2017 Jariyavilas et al."
2-s2.0-85006341916,"Controllable morphology of polypyrrole wrapped graphene hydrogel composites in nano scale has been successfully developed via in-situ electrochemical co-deposition in an aqueous solution containing pyrrole monomers (Py), graphene hydrogel (GH) and surfactant. The presence of different surfactants (sodium dodecylbenzenesulfonate (SDBS) or poly (sodium 4-styrenesulfonate) (PSS)) in electrolyte plays an important role in structural, morphological and supercapacitive properties of polypyrrole/graphene hydrogel (PPy/GH) composite films. Scanning electron microscope analysis demonstrated that the unique design of PPy/GH-PSS morphology is not only to control micro/nanostructure of PPy wrapped GH, but also to develop the nanostructure morphology of PPy matrix. A large surface area of GH-PSS with the preserving decent electronic conductivity of PPy/GH-PSS composite expected to support the facile ionic transport is investigated. The results revealed that these features endow PPy/GH-PSS composite film electrode with the excellent electrochemical properties such as the high specific capacitance of 640.8 F g−1 at 1 A g−1 and energy density of 68.2 W h kg−1 at a power density of 438.5 W kg−1, suggesting of its extensive potential application for the flexible thin film supercapacitors. © 2016 Elsevier Ltd"
2-s2.0-85011064155,"Background: Dating apps play a major role in connecting men who are interested in meeting other men for sex. Besides finding a partner, these tools are also exploited for other activities such as encouraging people to get involved in the habit of illicit drug consumption (substance use). Methods: This study evaluated the overall usage of dating apps among Thai men who have sex with men (MSMs), with an emphasis on abusing these apps to convey messages encouraging substance use. A well-structured Survey Monkey questionnaire posted on specialized websites and social sites used by MSMs was used to collect the data. Data were analyzed using regression and correlation analysis in order to establish the relationship between variables. Results: A substantial proportion (73%) of the Thai MSM community is using dating apps to find their partners as well as for inviting others into illicit drug practice. Unfortunately, persuasion through dating significantly influenced people toward accepting a substance use invitation, with a 77% invitation success rate. Substance use was also linked with unprotected sex, potentially enhancing the transmission of sexually transmitted infections. Conclusion: Dating apps significantly increased motivational substance use through messaging from their counterparts. One of the major concerns revealed in this study is that Thai MSMs who reported being involved in substance use also reported avoiding use of condoms during intercourse. © 2017 Boonchutima and Kongchan."
2-s2.0-85008711948,"Background: An early sepsis-induced acute kidney injury (sepsis-AKI) biomarker is currently in needed. Urinary neutrophil gelatinase-associated lipocalin (uNGAL) is a candidate of sepsis-AKI biomarker but with different cut-point values. Urinary exosomal activating transcriptional factor 3 (uATF3) has been mentioned as an interesting biomarker. Methods: We conducted experiments in mice and a prospective, multicenter study in patients as a proof of concept that urine exosome is an interesting biomarker. An early expression of ATF3 in kidney of CD-1 mice at 6 h after cecal ligation and puncture implied the possibility of uATF3 as an early sepsis-AKI biomarker. Increase serum creatinine (Scr) ≥0.3 mg/dL from the baseline was used as an AKI diagnosis and urine was analyzed for uATF3 and uNGAL. Patients with baseline Scr at admission ≥1.5 mg/dL were excluded. Results: The analysis showed higher Scr, uNGAL and uATF3 in patients with sepsis-AKI in comparison with patients with sepsis-non-AKI and healthy volunteers. A fair correlation, r2 = 0.47, between uATF3 and uNGAL was showed in sepsis-AKI group with Scr ≥2 mg/dL. To see if uATF3 could be an early sepsis-AKI biomarker, urine sample was collected daily during the first week of the admission. In sepsis-AKI and sepsis-non-AKI groups, uNGAL were 367 ± 43 ng/mL and 183 ± 23 ng/mL, respectively; and uATF3 were 19 ± 4 ng/mL and 1.4 ± 0.8 ng/mL, respectively. With the mean value of uNGAL and uATF3 in sepsis AKI as a cut-off level, AUROC of uNGAL and uATF3 were 64% (95% CI 0.54 to 0.74) and 84% (95% CI 0.77 to 0.91), respectively. Conclusions: Urine exosome is an interesting source of urine biomarker and uATF3 is an interesting sepsis-AKI biomarker. © 2017 The Author(s)."
2-s2.0-85010878240,"A first search for pair production of dark matter candidates through vector boson fusion in proton-proton collisions at s=8 TeV is performed with the CMS detector. The vector boson fusion topology enhances missing transverse momentum, providing a way to probe supersymmetry, even in the case of a compressed mass spectrum. The data sample corresponds to an integrated luminosity of 18.5 fb-1, recorded by the CMS experiment. The observed dijet mass spectrum is consistent with the standard model expectation. In an effective field theory, dark matter masses are explored as a function of contact interaction strength. The most stringent limit on bottom squark production with mass below 315 GeV is also reported, assuming a 5 GeV mass difference with respect to the lightest neutralino. © 2017 CERN, for the CMS Collaboration. Published by the American Physical Society under the terms of the «https://creativecommons.org/licenses/by/4.0/» Creative Commons Attribution 4.0 International license. Further distribution of this work must maintain attribution to the author(s) and the published article's title, journal citation, and DOI."
2-s2.0-85009193566,"Dysfunctional polymorphisms of FcγRIIb, an inhibitory receptor, are associated with Systemic Lupus Erythaematosus (SLE). Cryptococcosis is an invasive fungal infection in SLE, perhaps due to the de novo immune defect. We investigated cryptococcosis in the FcγRIIb-/- mouse-lupus-model. Mortality, after intravenous C. neoformans-induced cryptococcosis, in young (8-week-old) and older (24-week-old) FcγRIIb-/- mice, was higher than in age-matched wild-types. Severe cryptococcosis in the FcγRIIb-/- mice was demonstrated by high fungal burdens in the internal organs with histological cryptococcoma-like lesions and high levels of TNF-α and IL-6, but not IL-10. Interestingly, FcγRIIb-/- macrophages demonstrated more prominent phagocytosis but did not differ in killing activity in vitro and the striking TNF-α, IL-6 and IL-10 levels, compared to wild-type cells. Indeed, in vivo macrophage depletion with liposomal clodronate attenuated the fungal burdens in FcγRIIb-/- mice, but not wild-type mice. When administered to wild-type mice, FcγRIIb-/- macrophages with phagocytosed Cryptococcus resulted in higher fungal burdens than FcγRIIb+/+ macrophages with phagocytosed Cryptococcus. These results support, at least in part, a model whereby, in FcγRIIb-/- mice, enhanced C. neoformans transmigration occurs through infected macrophages. In summary, prominent phagocytosis, with limited effective killing activity, and high pro-inflammatory cytokine production by FcγRIIb-/- macrophages were correlated with more severe cryptococcosis in FcγRIIb-/- mice. © The Author(s) 2017."
2-s2.0-85008226749,"Background: We aimed to examine the burden of intrahepatic cholangiocarcinoma (ICC) in Thailand and identify the prognostic factors for all-causes of death. Methods: We conducted a population-based study of ICC patients admitted during 2009-2013 using the Nationwide Hospital Admission Database, the National Health Security Office (NHSO). There was an average of 1,051,146 patients/year with diagnosis of gastrointestinal diseases (GI). All patients with a diagnosis of ICC (ICD10- C221) were included from a total of 72,479 admissions from 858 hospitals. The surgical resection procedures such as the radical pancreaticoduodenectomy, subtotal and partial hepatectomy were analyzed. Data for all patients were censored 1 year post-study or death, whichever came first. Results: A total of 34,325 patients with ICC during a 5-year study period (on average, 6865 patients/year, with the incidence rate of 14.6 per 100,000 population, per year. The ICC patients had a mean age of 63.8+/-11.6 years and 63% were males. The mean length of hospital stay was 6.4+/-7.3 days with a mean+/-SD cost of hospitalization of $595+/-$1160 USD per admission. There were 659 patients (1.9%) underwent surgical resection. The overall survival of ICC patients with surgery was significantly better than those patients without surgery. Hazard ratio of death for patients without surgery was 2.5 (95% CI of 2.3-2.7). Approximately 14% of the ICC patients died during hospitalization. The median overall survival of all patients after the first admission was 53 +/-0.6 days. From the multivariate analysis, factors related to all-causes of death were: patients' age >60 years (OR = 1.2, 95% CI; 1.1-1.3), length of hospital stay of >7 days (OR = 1.1, 95% CI; 1.02-1.2), male (OR = 1.3, 95% CI; 1.2-1.4), living in the northern part of Thailand (OR = 1.5, 95% CI; 1.3-1.8) and presence of complications during admission (OR = 1.3, 95% CI; 1.1-1.5). Conclusion: The disease burden of patients with ICC in Thailand is significant with the incidence rate of 14.6 per 100,000 population, per year during 2009-2013 and showed high mortality rate of 14%. © 2017 The Author(s)."
2-s2.0-84996607137,"The decay B+→ψ(2S)ϕ(1020)K+ is observed for the first time using data collected from pp collisions at s=8TeV by the CMS experiment at the LHC, corresponding to an integrated luminosity of 19.6fb−1. The branching fraction of this decay is measured, using the mode B+→ψ(2S)K+ as normalization, to be (4.0±0.4(stat)±0.6(syst)±0.2(B))×10−6, where the third uncertainty is from the measured branching fraction of the normalization channel. © 2016 The Author(s)"
2-s2.0-85009412369,"The design and analysis of an integrated biomass gasification and PEMFC system to generate heat and power demand for residential applications are presented in this study. Two biomass gasification configurations using sawdust as a feedstock are considered: air–steam biomass gasification (AS-BG-PEMFC) and steam-only biomass gasification (SO-BG-PEMFC). The biomass processing consists of a biomass gasification which is used to produce H2-rich gas (syngas), followed by high- and low-temperature shift reactors and a preferential oxidation reactor. Pinch analysis is performed to evaluate and design a heat-exchanger network in the two biomass gasification systems. The remaining useful heat is recovered and employed for a reactant preparation step and for a heating utility system in a household. The simulation results indicate that the SO-BG-PEMFC generates syngas with a greater H2content than the AS-BG-PEMFC, resulting in higher fuel processor and electric efficiencies. However, the AS-BG-PEMFC provides a higher thermal efficiency because a high-temperature gaseous product is obtained, and more energy is thereby recovered to the system. The total heat and power efficiencies of the AS-BG-PEMFC and the SO-BG-PEMFC are 83% and 70%, respectively. The Sankey diagram of energy flows reveals that the performance improvement depends entirely on the utilization of useful energy in the exhaust gas. © 2016 Hydrogen Energy Publications LLC"
2-s2.0-85003591348,"We give a solution to the long-standing problem of constructing the generators of hidden symmetries of the quantum Higgs oscillator, a particle on a d-sphere moving in a central potential varying as the inverse cosine-squared of the polar angle. This superintegrable system is known to possess a rich algebraic structure, including a hidden SU(d) symmetry that can be deduced from classical conserved quantities and degeneracies of the quantum spectrum. The quantum generators of this SU(d) have not been constructed thus far, except at d = 2, and naive quantization of classical conserved quantities leads to deformed Lie algebras with quadratic terms in the commutation relations. The nonlocal generators we obtain here satisfy the standard su(d) Lie algebra, and their construction relies on a recently discovered realization of the conformal algebra, which contains a complete set of raising and lowering operators for the Higgs oscillator. This operator structure has emerged from a relation between the Higgs oscillator Schrödinger equation and the Klein-Gordon equation in Anti-de Sitter spacetime. From such a point-of-view, constructing the hidden symmetry generators reduces to manipulations within the abstract conformal algebra so(d, 2). © 2016 IOP Publishing Ltd."
2-s2.0-85006966243,"Background Japanese encephalitis is a mosquito-borne viral disease endemic in most countries in Asia. A recombinant live, attenuated Japanese encephalitis virus vaccine, JE-CV, is licensed in 14 countries, including Thailand, for the prevention of Japanese encephalitis in adults and children. Methods This was a prospective, phase IV, open-label, multicentre, safety study of JE-CV conducted from November 2013 to April 2015, to evaluate rare serious adverse events (AEs). JE-CV was administered to 10,000 healthy children aged 9 months to <5 years in Thailand as a primary (Group 1) or booster (Group 2) vaccination. Serious AEs (SAEs), including AEs of special interest, up to 60 days after administration were evaluated. Immediate Grade 3 systemic AEs up to 30 min after JE-CV administration were also described. Results The median age of participants was 1.1 years in Group 1 and 3.8 years in Group 2. SAEs were reported in 204 (3.0%) participants in Group 1 and 59 (1.9%) participants in Group 2. Among a total of 294 SAEs in 263 participants, only three events occurring in two participants were considered related to vaccination. All three cases were moderate urticaria, none of which met the definition of AEs of special interest for hypersensitivity. AEs of special interest were reported in 28 (0.4%) participants in Group 1 and 4 (0.1%) participants in Group 2; none were considered related to vaccination. Febrile convulsion was the most frequently reported AE of special interest: 25 (0.4%) participants in Group 1; and 2 (<0.1%) in Group 2. There were no cases of Japanese encephalitis reported. No Grade 3 immediate systemic AEs were reported after any JE-CV vaccination. Conclusions Our study did not identify any new safety concerns with JE-CV and confirms its good safety profile. This study was registered on www.clinicaltrials.gov (NCT01981967; Universal Trial Number: U1111-1127-7052). © 2016 The Authors"
2-s2.0-85019942987,"An inclusive search for supersymmetry using razor variables is performed in events with four or more jets and no more than one lepton. The results are based on a sample of proton-proton collisions corresponding to an integrated luminosity of 2.3 fb-1 collected with the CMS experiment at a center-of-mass energy of s=13 TeV. No significant excess over the background prediction is observed in data, and 95% confidence level exclusion limits are placed on the masses of new heavy particles in a variety of simplified models. Assuming that pair-produced gluinos decay only via three-body processes involving third-generation quarks plus a neutralino, and that the neutralino is the lightest supersymmetric particle with a mass of 200 GeV, gluino masses below 1.6 TeV are excluded for any branching fractions for the individual gluino decay modes. For some specific decay mode scenarios, gluino masses up to 1.65 TeV are excluded. For decays to first- and second-generation quarks and a neutralino with a mass of 200 GeV, gluinos with masses up to 1.4 TeV are excluded. Pair production of top squarks decaying to a top quark and a neutralino with a mass of 100 GeV is excluded for top squark masses up to 750 GeV. © 2017 CERN."
2-s2.0-85015842856,"Microwave irradiation (2.45 GHz) was used to synthesize nano-structured ZnO. The main precursors used were Zn(NO3)2.6H2O and NaOH with molar ratio of Zn2+:OH− = 1:15. The powers for microwave heating were selected at 320 and 480 watts with 10 min synthesis time and 5s/15s on/off step. The charged particles vibrating in the electric field formed nuclei and grew in the temperature gradient in the solution leading to crystal growth in different directions. This study investigated the formation of nanostructured ZnO by microwave heating method using polyethylene glycols (MW = 1500 and MW = 4000), sugar and cassava starch as structure-directing agents. All the synthesized microwave conditions gave single phase of ZnO with wurtzite structure. The size of ZnO nanocrystals increased with increasing microwave power and the optical band gap energy values varied between 3.10 and 3.24 eV. Photocatalytic behavior of ZnO was studied through photodegradation of methylene blue. The highest photodegradation rate in this investigation was from PEG1500 modified nanostructured ZnO where they developed into fine rod-like particles. © 2017 Taylor & Francis Group, LLC."
2-s2.0-84983527168,"Loss of platelet quality during ex vivo storage is a major concern in the transfusion medicine field and it has been known that platelet mitochondrial dysfunction is associated with storage time. In the last decade, small noncoding RNAs also known as microRNAs (miRNAs) have been reported to regulate key cellular processes through their target sequence interactions with selected mRNAs. In this study, we focused on understanding the mechanisms of platelet mitochondrial dysfunction during storage through miRNA regulation of mRNAs. RNA was isolated from day 0, day 5, and day 9 of stored human leukocyte-depleted platelets and subjected to differential miRNA and mRNA profiling. The miRNA profiling identified several miRNAs at low levels including a set of 12 different miR-548 family members (miR-548a-3p, miR-548aa, miR-548x, miR-548ac, miR-548c-3p, miR-603, miR-548aj, miR-548ae, miR-548z, miR-548u, miR-548al, and miR-570-3p). The mRNA profiling identified, among many, the mitochondrial ATP synthase subunit g (ATP5L) mRNA at high levels during storage. Target Scan algorithm for potential targets of miR-570-3p also identified ATP5L as one of its targets. We further identified two target sites for miR-570-3p in the 3′ untranslated region (3′UTR) of ATP5L mRNA. While ATP5L is a subunit of F0ATPase complex, its function is not established yet. Overexpression of miR-570-3p in platelets resulted in reduced levels of ATP5L mRNA and concomitant ATP loss. These experimental results provide first-time insights into the miRNA–mRNA interactions underlying mitochondrial dysfunction in ex vivo stored platelets and warrants further investigation. © 2016 Taylor & Francis."
