,Eid,Cite-By_Count,Title
22751,2-s2.0-85179049741,1,Synthesis of Cyclodextrin-Grafted Chitosan: From Laboratory Scale to Pilot Scale
22752,2-s2.0-85174833663,11,Nonalcoholic Fatty Liver Disease and Nonalcoholic Steatohepatitis With Liver Fibrosis as Predictors of New-Onset Diabetes Mellitus in People With HIV: A Longitudinal Cohort Study
22753,2-s2.0-85173901144,1,Multifunctional electrode materials based on brochantite for the fabrication of high-stability supercapacitors and dual-mode uric acid/17β-estradiol electrochemical sensors
22754,2-s2.0-85173586332,8,Ratiometric electrochemical lateral flow immunoassay for the detection of Streptococcus suis serotype 2
22755,2-s2.0-85173581937,3,Synthesis of bioactive TiO<inf>2</inf> nanotubular thin films: Exploring biocompatibility and biocorrosion behavior in simulated body environments
22756,2-s2.0-85169978316,3,"Rare coordination behavior of triethanolamine ligand in [Cu(H<inf>3</inf>tea)<inf>2</inf>](3,4-dimethoxycinnamate)<inf>2</inf>·2H<inf>2</inf>O: Synthesis, characterization, single crystal X-ray structure determination, Hirshfeld calculation and molecular docking studies"
22757,2-s2.0-85165929707,3,Total ammonia nitrogen removal and microbial community dynamics in an outdoor HDPE-lined shrimp pond with no water discharge
22758,2-s2.0-85181573205,0,Extraction and Isolation of Cricket Protein Isolate with Ammonium Sulfate Addition Method and Its Effect on The Functional Properties of The Proteins
22759,2-s2.0-85179614429,1,Hydrogen Production from Glycerol and Plastics by Sorption-Enhanced Steam Reforming
22760,2-s2.0-85175614343,0,"Syntheses, Structures, Structural Transformation, and Properties of Neodymium Sulfate Based Inorganic Networks"
22761,2-s2.0-85161193874,5,3D Printing of Ionic Liquid Polymer Networks for Stretchable Conductive Sensors
22762,2-s2.0-85153932951,20,"Adverse childhood experiences and reoccurrence of illness impact the gut microbiome, which affects suicidal behaviours and the phenome of major depression: Towards enterotypic phenotypes"
22763,2-s2.0-85180013331,0,Mol-Zero-GAN: zero-shot adaptation of molecular generative adversarial network for specific protein targets
22764,2-s2.0-85179795372,1,Elucidation of the Catalytic Pathway for the Direct Conversion of Furfuryl Alcohol into γ-Valerolactone over Al<inf>2</inf>O<inf>3</inf>-SiO<inf>2</inf> Catalysts
22765,2-s2.0-85179609439,1,The long-term efficacy and safety of nilotinib in pediatric patients with CML: a 5-year update of the DIALOG study
22766,2-s2.0-85179350815,3,Evaluation of Psychometric Properties of Thai Version Telehealth Usability Questionnaire (T-TUQ)
22767,2-s2.0-85179326890,1,"Development of Carbon Dots Synthesized from Green Tea and Alpha-hydroxyl Acids with Enhanced Antioxidant Activity, Photostability and UV Protection Properties"
22768,2-s2.0-85179613319,6,Sustainability Assessment of Dihydroxyacetone (DHA) Production from Glycerol: A Comparative Study between Biological and Catalytic Oxidation Routes
22769,2-s2.0-85178103120,6,Zwitterionic Polymer-Decorated Lipid Nanoparticles for mRNA Delivery in Mammalian Cells
22770,2-s2.0-85182843712,28,Observation of four top quark production in proton-proton collisions at s=13TeV
22771,2-s2.0-85171194433,0,"Retraction notice to “Probabilistic scheduling of power-to-gas storage system in renewable energy hub integrated with demand response program” [J. Energy Storage 29 (2020) 101393] (Journal of Energy Storage (2020) 29, (S2352152X19318560), (10.1016/j.est.2020.101393))"
22772,2-s2.0-85167831666,3,"Effects of microaeration and sludge recirculation on VFA and nitrogen removal, membrane fouling reduction and microbial community of the anaerobic baffled biofilm-membrane bioreactor in treating building wastewater"
22773,2-s2.0-85165076456,14,"Bioaccumulation of heavy metals in commercially important marine species from Puducherry coast, Southeast India"
22774,2-s2.0-85189856946,1,"Mortality Rates and a Clinical Predictive Model for the Elderly on Maintenance Hemodialysis: A Large Observational Cohort Study of 17,354 Asian Patients"
22775,2-s2.0-85179644008,1,"The dos, don'ts, and nuances of thrombophilia testing"
22776,2-s2.0-85170234352,35,"Kraft Lignin: A Valuable, Sustainable Resource, Opportunities and Challenges"
22777,2-s2.0-85180811919,0,Automated Stock Trading System using Technical Analysis and Deep Learning Models
22778,2-s2.0-85180791275,0,Impact of External Factors on Air Passenger Demand Prediction Using Machine Learning
22779,2-s2.0-85180784600,0,Article Feed Recommendation System for Thai Social Media Application Using Article Context Based on Deep Learning
22780,2-s2.0-85180782200,0,Detecting New Points of Interest Using Taxi GPS Data
22781,2-s2.0-85180752532,1,Spam Article Detection on Social Media Platform Using Deep Learning: Enhancing Content Integrity and User Experience
22782,2-s2.0-85179782286,1,Pebax/Modified Cellulose Nanofiber Composite Membranes for Highly Enhanced CO<inf>2</inf>/CH<inf>4</inf> Separation
22783,2-s2.0-85179582386,1,Bio-guided isolation of alpha-glucosidase inhibitory compounds from Vietnamese liverwort Marchantia polymorpha: in vitro and in silico studies
22784,2-s2.0-85178645748,0,"Response by Nademanee et al to Letter Regarding Article, ""Long-Term Outcomes of Brugada Substrate Ablation: A Report From BRAVO (Brugada Ablation of VF Substrate Ongoing Multicenter Registry)"""
22785,2-s2.0-85178175072,0,Identification of the Chemical Components Derived from the Two-Phase Electrocoagulation of Diesel Fuel
22786,2-s2.0-85177780778,1,An acoustic-optic comparison of fish assemblages at a Rigs-to-Reefs habitat and coral reef in the Gulf of Thailand
22787,2-s2.0-85163980976,4,"A comprehensive review on Saraca asoca (Fabaceae) - Historical perspective, traditional uses, biological activities, and conservation"
22788,2-s2.0-85163518601,3,Potential natural antimicrobial and antibiofilm properties of Piper betle L. against Staphylococcus pseudintermedius and methicillin-resistant strains
22789,2-s2.0-85207307244,5,Search for physics beyond the standard model in top quark production with additional leptons in the context of effective field theory
22790,2-s2.0-85205407069,1,Reversible median nerve neuropathy and local muscle irritation resulting from blind removal attempts of etonogestrel contraceptive implant: a case report
22791,2-s2.0-85200635409,0,"Fish prey of the Great-billed Heron Ardea sumatrana in Mu Ko Surin National Park, Thailand"
22792,2-s2.0-85193767733,0,Search for resonances in events with photon and jet final states in proton-proton collisions at s = 13 TeV
22793,2-s2.0-85190513564,4,Search for direct production of GeV-scale resonances decaying to a pair of muons in proton-proton collisions at s = 13 TeV
22794,2-s2.0-85190418128,0,Alteration of interspersed repetitive sequence methylation in T lymphocytes of people living with HIV: A preliminary study
22795,2-s2.0-85186413719,0,Effect of Tempuyung (Sonchus arvensis L.) Leaf Extract on Kidney Histology of Mice Exposed to Plasmodium berghei
22796,2-s2.0-85183884153,22,Influence of Pyrolysis Temperature and Time on Biochar Properties and Its Potential for Climate Change Mitigation
22797,2-s2.0-85183838920,1,Deciphering Emotional Sensitivity in Social Media: A Paradigm for Brand Equity Enhancement
22798,2-s2.0-85183435956,1,Disrupting the Grip: Political Dynasties and Thailand’s 2023 General Elections
22799,2-s2.0-85183429419,0,A New Tale of Two Democracies? The Changing Urban-Rural Dynamics at Thailand’s 2023 General Elections
22800,2-s2.0-85183396070,1,Assembling Electoral Intimacy: Political Affects and Affection in Thailand’s 2023 General Elections
22801,2-s2.0-85183393650,0,Introduction: Making Sense of Thailand’s Seismic Elections
22802,2-s2.0-85183393525,0,Breaking Bonds: Voter-Party Linkages in Thailand’s 2023 General Elections
22803,2-s2.0-85183367150,1,Relationships between Brand Value and Country's GDP
22804,2-s2.0-85183173115,0,Application of residual basalt for the cultivation of jasmine rice from northeastern Thailand; an example of the reduction of methane emissions
22805,2-s2.0-85182750680,0,The Monarchy-led Urban Development: Lessons from Bangkok's Planning Regime
22806,2-s2.0-85182393215,1,The cardinality of the partitions of a set in the absence of the Axiom of Choice
22807,2-s2.0-85182251121,1,Outcomes of COVID-19 in kidney transplant recipients in the vaccination Era: A national multicenter cohort from Thailand
22808,2-s2.0-85182162652,0,Outcomes of Transcatheter Aortic Valve Implantation under Transfemoral Approach Versus Alternative Approach in King Chulalongkorn Memorial Hospital
22809,2-s2.0-85181842077,1,Persistence of dengue genome in a remotely infected patient
22810,2-s2.0-85181797972,0,The dose of the normal saline pre-infusion and other risk factors for amphotericin B deoxycholate-associated acute kidney injury
22811,2-s2.0-85181678182,0,Assessment of the gradient diffusion method for fosfomycin susceptibility testing in Staphylococcus spp. and Enterococcus spp. isolated from the urine of companion dogs in Thailand
22812,2-s2.0-85181514719,0,Indicators for pulmonary hypertension in dogs with degenerative mitral valve disease
22813,2-s2.0-85181513670,1,High dietary cation and anion difference formulation increased heat dissipation in non-lactating goats fed at high ambient temperature
22814,2-s2.0-85181395338,1,Non-human primate malaria in travellers
22815,2-s2.0-85181177219,0,"Influence of stocking density and environmental factors on the expression of insulin-like growth factors in cage-reared butter catfish (Ompok bimaculatus, Bloch 1794) within a large reservoir ecosystem"
22816,2-s2.0-85181167356,1,Developing a Sustainability Measurement for Innovation Performance for the Food Industry
22817,2-s2.0-85180854070,4,"The Endoscopic Lumbar Interbody Fusion: A Narrative Review, and Future Perspective"
22818,2-s2.0-85180846192,1,An Expanded Surgical Corridor of Oblique Lateral Interbody Fusion at L4–5: A Magnetic Resonance Imaging Study
22819,2-s2.0-85180722659,0,PM2.5 Collection Enhancement in a Smart Hybrid Wet Scrubber Tower
22820,2-s2.0-85180720906,4,Hyaluronic Acid Nanogels: A Promising Platform for Therapeutic and Theranostic Applications
22821,2-s2.0-85180719275,3,Performance of a Differentiation of Infected from Vaccinated Animals (DIVA) Classical Swine Fever Virus (CSFV) Serum and Oral Fluid Erns Antibody AlphaLISA Assay
22822,2-s2.0-85180709571,2,Polymeric Particle BAM15 Targeting Macrophages Attenuates the Severity of LPS-Induced Sepsis: A Proof of Concept for Specific Immune Cell-Targeted Therapy
22823,2-s2.0-85180701413,0,Decreased circulating transforming growth factor-beta (TGF-β) and kidney TGF-β immunoreactivity predict renal disease in cats with naturally occurring chronic kidney disease
22824,2-s2.0-85180691896,2,Celecoxib/Cyclodextrin Eye Drop Microsuspensions: Evaluation of In Vitro Cytotoxicity and Anti-VEGF Efficacy for Retinal Diseases
22825,2-s2.0-85180691777,0,Effect of renin angiotensin system inhibitors on long-term major cardiovascular outcomes in patients with high atherosclerotic cardiovascular risk
22826,2-s2.0-85180691625,7,"Personalized Care in Eye Health: Exploring Opportunities, Challenges, and the Road Ahead for Chatbots"
22827,2-s2.0-85180683451,1,Modification of Physiochemical and Techno-Functional Properties of Stink Bean (Parkia speciosa) by Germination and Hydrothermal Cooking Treatment
22828,2-s2.0-85180666013,1,Mapping Potential Regions of Human Interaction with Acuminate Horseshoe Bats (Rhinolophus acuminatus) in Thailand
22829,2-s2.0-85180656474,1,Prevalent Variants in the LDLR Gene Impair Responsiveness to Rosuvastatin among Family Members of Patients with Premature Myocardial Infarction
22830,2-s2.0-85180644641,1,Simplified Synthesis of Renieramycin T Derivatives to Target Cancer Stem Cells via β-Catenin Proteasomal Degradation in Human Lung Cancer
22831,2-s2.0-85180522218,1,"Kazachstania pintolopesii in Blood and Intestinal Wall of Macrophage-Depleted Mice with Cecal Ligation and Puncture, the Control of Fungi by Macrophages during Sepsis"
22832,2-s2.0-85180510493,2,Development of Effervescent Cleansing Tablets Containing Asiatic-Acid-Loaded Solid Lipid Microparticles
22833,2-s2.0-85180502336,3,Whole-Genome Investigation of Zoonotic Transmission of Livestock-Associated Methicillin-Resistant Staphylococcus aureus Clonal Complex 398 Isolated from Pigs and Humans in Thailand
22834,2-s2.0-85180491419,1,Determining the Most Suitable Ultrasound-Guided Injection Technique in Treating Lumbar Facet Joint Syndrome
22835,2-s2.0-85180476894,4,Dynamic Changes in Physicochemical and Microbiological Qualities of Coconut Water during Postharvest Storage under Different Conditions
22836,2-s2.0-85180446801,1,Numerical computation of Gerber-Shiu function for insurance surplus process with additional investment
22837,2-s2.0-85180416775,0,Composition and diversity of meibum microbiota in meibomian gland dysfunction and the correlation with tear cytokine levels
22838,2-s2.0-85180376031,0,"ICON-GEMs: integration of co-expression network in genome-scale metabolic models, shedding light through systems biology"
22839,2-s2.0-85180346614,2,Minimally Invasive Harvesting of Triple-Fold Superficial Layer Quadriceps Autograft for Knee Ligament Reconstruction
22840,2-s2.0-85180306270,1,Factors related to sleep in family caregivers of people with dementia: A systematic review
22841,2-s2.0-85180267442,1,Incidence of Respiratory Syncytial Virus–Associated Lower Respiratory Tract Illness in Infants in Low- and Middle-Income Regions During the Coronavirus Disease 2019 Pandemic
22842,2-s2.0-85180251906,0,Development of four-bar polycentric knee joint with stance-phase knee flexion
22843,2-s2.0-85180251075,0,Thrombopoietin-independent generation of platelet-like particles from megakaryoblastic cells
22844,2-s2.0-85180242811,3,Boar Seminal Microbiota in Relation to Sperm Quality under Tropical Environments
22845,2-s2.0-85180211063,1,Machine learning models to predict end-stage kidney disease in chronic kidney disease stage 4
22846,2-s2.0-85180198870,0,Estimating Ground Heat Flux from Net Radiation
22847,2-s2.0-85180196636,0,HLA-B*46:01:01:01 and HLA-DRB1*09:01:02:01 are associated with anti-rHuEPO-induced pure red cell aplasia
22848,2-s2.0-85180187691,2,Prevalence of hepatitis D virus infection among patients with chronic hepatitis B infection in a tertiary care centre in Thailand
22849,2-s2.0-85180180925,1,Highly efficient ZnO/WO<inf>3</inf> nanocomposites towards photocatalytic gold recovery from industrial cyanide-based gold plating wastewater
22850,2-s2.0-85180180675,1,"Upregulated LAMA3 modulates proliferation, adhesion, migration and epithelial‑to‑mesenchymal transition of cholangiocarcinoma cells"
22851,2-s2.0-85180180346,2,CFD modeling and simulation of benzyl alcohol oxidation coupled with hydrogen production in a continuous-flow photoelectrochemical reactor
22852,2-s2.0-85180011719,4,"Efficacy of combined COVID-19 convalescent plasma with oral RNA-dependent RNA polymerase inhibitor treatment versus neutralizing monoclonal antibody therapy in COVID-19 outpatients: a multi-center, non-inferiority, open-label randomized controlled trial (PlasMab)"
22853,2-s2.0-85179949340,0,"Author Correction: Longitudinal study of disease severity and external factors in cognitive failure after COVID-19 among Indonesian population (Scientific Reports, (2023), 13, 1, (19405), 10.1038/s41598-023-46334-2)"
22854,2-s2.0-85179945865,2,Serum proinsulin levels as peripheral blood biomarkers in patients with cognitive impairment
22855,2-s2.0-85179902650,1,The Persistence of Specific Immunoglobulin A Against SARS-CoV-2 in Human Milk After Maternal COVID-19 Vaccination
22856,2-s2.0-85179774856,6,Attitudes towards LGBTQ+ individuals among Thai medical students
22857,2-s2.0-85179751126,3,Systematic Review of Clinical Outcomes After Proximal Tibia Anterior Closing-Wedge Osteotomy With ACL Reconstruction
22858,2-s2.0-85179743328,7,Neuropsychiatric disturbances in mild cognitive impairment: A scientometric analysis
22859,2-s2.0-85179711204,2,Effects of prone positioning on ARDS outcomes of trauma and surgical patients: a systematic review and meta-analysis
22860,2-s2.0-85179681581,0,The route to immersion: a conceptual framework for cross-disciplinary immersive theatre and experiences
22861,2-s2.0-85179679245,2,Factors influencing treatment outcomes assessed by the American Board of Orthodontics Objective Grading System (ABO-OGS)
22862,2-s2.0-85179621478,3,Circular Nanoplate on Elastic Nanolayer under Axisymmetric Loading and Surface Effects
22863,2-s2.0-85179373014,1,Synergistic impact of arbutin and kaempferol-7-O-α-l-rhamnopyranoside from Nephelium lappaceum L. on whitening efficacy and stability of cosmetic formulations
22864,2-s2.0-85179369553,1,Mechanism of Synergistic Photoinactivation Utilizing Curcumin and Lauric Arginate Ethyl Ester against Escherichia coli and Listeria innocua
22865,2-s2.0-85179354298,3,Calf circumference as a screening tool for low skeletal muscle mass: Cut-off values in independent Thai older adults
22866,2-s2.0-85179339391,1,"Genetic, metabolic and clinical delineation of an MRPS23-associated mitochondrial disorder"
22867,2-s2.0-85179313140,0,Lipopolysaccharide Impedes Bone Repair in FcγRIIB-Deficient Mice
22868,2-s2.0-85179139769,3,Explainable Depression Detection Based on Facial Expression Using LSTM on Attentional Intermediate Feature Fusion with Label Smoothing
22869,2-s2.0-85179136907,1,Machine learning models for predicting customer churn: a case study in a software-as-a-service inventory management company
22870,2-s2.0-85179134040,0,Progressive disseminated histoplasmosis: The experience in one non-endemic medical center
22871,2-s2.0-85179124062,2,Improvements in Mechanical and Shape-Memory Properties of Bio-Based Composite: Effects of Adding Carbon Fiber and Graphene Nanoparticles
22872,2-s2.0-85179061783,1,Hybrid immunity from SARS-CoV-2 infection and mRNA BNT162b2 vaccine among Thai school-aged children
22873,2-s2.0-85179047079,5,H4K20me3 upregulated by reactive oxygen species is associated with tumor progression and poor prognosis in patients with hepatocellular carcinoma
22874,2-s2.0-85178957932,0,Unveiling professional and personal preferences of early career dentists during first year of employment at the Thai dental public sector: a one-year cross-sectional study
22875,2-s2.0-85178925657,1,Mechanical and chemical surface treatment enhances bond strength between zirconia and orthodontic brackets: an in vitro study
22876,2-s2.0-85178913066,1,"Enhancing Phytochemical Compounds, Functional Properties, and Volatile Flavor Profiles of Pomelo (Citrus grandis (L.) Osbeck) Juices from Different Cultivars through Fermentation with Lacticaseibacillus paracasei"
22877,2-s2.0-85178657787,3,"Global COVID-19 vaccination in infants and children: Effectiveness, safety, and challenges"
22878,2-s2.0-85178470552,0,Semisynthesis of 5-O-ester derivatives of renieramycin T and their cytotoxicity against non-small-cell lung cancer cell lines
22879,2-s2.0-85178463067,0,The knee kinematic patterns and associated factors in healthy Thai adults
22880,2-s2.0-85178411145,1,Wetting state and mechanical property alteration for the Fe<inf>3</inf>Si films using rapid thermal annealing under various temperatures
22881,2-s2.0-85178381429,2,Barriers experienced by community midwives to provide basic emergency obstetric and newborn care in rural Pakistan
22882,2-s2.0-85178275190,1,Reproducibility of Computerized Cephalometric Analysis Software Compared with Conventional Manual Tracing for Analyzing Skeletal Stability After Orthognathic Surgery
22883,2-s2.0-85178232111,0,Laos’ Social Health Insurance (SHI) program’s impact on older people’s accessibility and financial security against catastrophic health expense
22884,2-s2.0-85178221441,3,"Molecular epidemiology, clinical analysis, and genetic characterization of Zika virus infections in Thailand (2020–2023)"
22885,2-s2.0-85178192335,5,Synthesis of MWCNTs by chemical vapor deposition of methane using FeMo/MgO catalyst: role of hydrogen and kinetic study
22886,2-s2.0-85178158014,3,"Synergistic effect of arsenic removal from petroleum condensate via liquid-liquid extraction: Thermodynamics, kinetics, DFT and McCabe-Thiele method"
22887,2-s2.0-85178015314,0,Clinical characteristics and outcomes of an exogenous thyrotoxicosis epidemic in prison
22888,2-s2.0-85178012452,3,Fabrication and biological properties of artificial tendon composite from medium chain length polyhydroxyalkanoate
22889,2-s2.0-85177889861,7,Predictive Power of XGBoost_BiLSTM Model: A Machine-Learning Approach for Accurate Sleep Apnea Detection Using Electronic Health Data
22890,2-s2.0-85177830630,0,"Corrigendum to “PmKuSPI is regulated by pmo-miR-bantam and contributes to hemocyte homeostasis and viral propagation in shrimp” [Fish Shellfish Immunol. 137 (2023) 108738] (Fish and Shellfish Immunology (2023) 137, (S1050464823002243), (10.1016/j.fsi.2023.108738))"
22891,2-s2.0-85177801532,38,Biofuels an alternative to traditional fossil fuels: A comprehensive review
22892,2-s2.0-85177799755,1,"Risk-stratification machine learning model using demographic factors, gynaecological symptoms and β-catenin for endometrial hyperplasia and carcinoma: a cross-sectional study"
22893,2-s2.0-85177784740,2,Effects of ZnO/trimethylsilyl cellulose nano-composite coating on anti-UV and anti-fungal properties of papers
22894,2-s2.0-85177775059,0,Geomorphic interpretation on the formation of strike-slip basins along the Northern Sumatran fault
22895,2-s2.0-85177757326,3,Recent advances on nanomaterial-modified film-electrode-based sensors: Approach to clinical purpose
22896,2-s2.0-85177742863,1,Epidemiology of Chlamydia sp. infection in farmed Siamese crocodiles (Crocodylus siamensis) in Thailand
22897,2-s2.0-85177737121,3,Sustainable agriculture
22898,2-s2.0-85177692507,1,Unraveling the mitochondrial phylogenetic landscape of Thailand reveals complex admixture and demographic dynamics
22899,2-s2.0-85177685087,1,"Clinical Outcomes, Union Rates, and Complications of Screw Versus Button Fixation in the Bristow-Latarjet Procedure for Anterior Shoulder Instability: A Systematic Review and Meta-Analysis"
22900,2-s2.0-85177676560,1,3D-printed TCP-HA scaffolds delivering MicroRNA-302a-3p improve bone regeneration in a mouse calvarial model
22901,2-s2.0-85177673635,3,"Methamphetamine (MA) use and MA-induced psychosis are associated with increasing aberrations in the compensatory immunoregulatory system, interleukin-1α, and CCL5 levels"
22902,2-s2.0-85177664490,2,Functional genome analysis and anti-Helicobacter pylori activity of a novel bacteriocinogenic Lactococcus sp. NH2-7C from Thai fermented pork (Nham)
22903,2-s2.0-85177603901,1,Treatments of Epistaxis in Hereditary Hemorrhagic Telangiectasia: Systematic Review and Network Meta-Analysis
22904,2-s2.0-85177596406,0,Impact of acute kidney injury and renal recovery status in deceased donor to kidney transplant outcome: results from the Thai national transplant registry
22905,2-s2.0-85177587701,1,House dust mite allergy in Malaysia: review of research gaps in the current scenario and the way forward
22906,2-s2.0-85177584522,2,Fabrication of different nanocrystal (CNC)-based coatings for the enhancement of shelf life and quality of minimally processed fruits
22907,2-s2.0-85177477672,1,"The speed-gene study: methods, study design and preliminary results"
22908,2-s2.0-85177472402,7,Untargeted metabolomics reveal pathways associated with neuroprotective effect of oxyresveratrol in SH-SY5Y cells
22909,2-s2.0-85177440798,1,Phonon-mediated superconductivity in Mg <inf>1</inf><inf>-</inf><inf>x</inf>Mo <inf>x</inf>B <inf>2</inf> compounds: a crystal prediction via cluster expansion and particle-swarm optimization
22910,2-s2.0-85177420505,1,Changes in the Oral-Health-Related Quality of Life of Thai patients with oral lichen planus after topical corticosteroid treatment: a 1-month longitudinal study
22911,2-s2.0-85177218976,4,Enhanced particle incorporation for co-electrodeposited Ni–P/diamond coatings with a pulse-stirring technique
22912,2-s2.0-85177203173,4,Mental Health of Transmasculine Adults Receiving Gender-Affirming Hormone Therapy in Thailand
22913,2-s2.0-85177169521,1,Complete mitochondrial genome analyses confirm that bat Polychromophilus and ungulate Plasmodium constitute a distinct clade independent of other Plasmodium species
22914,2-s2.0-85177071501,2,A sulfonamide chalcone inhibited dengue virus with a potential target at the SAM-binding site of viral methyltransferase.
22915,2-s2.0-85177063498,0,"Efficiency and complications in root canal retreatment using nickel titanium rotary file with continuous rotation, reciprocating, or adaptive motion in curved root canals: a laboratory investigation"
22916,2-s2.0-85177061812,0,Impact of steatotic liver disease and non-alcoholic steatohepatitis on cognitive impairment in people living with HIV: A cross-sectional study
22917,2-s2.0-85177025192,6,MANet: a multi-attention network for automatic liver tumor segmentation in computed tomography (CT) imaging
22918,2-s2.0-85176960655,6,Revisiting the Transit Timing and Atmosphere Characterization of the Neptune-mass Planet HAT-P-26 b
22919,2-s2.0-85176945827,0,Two novel MBTPS2 missense mutations impairing S2P proteolytic activity lead to IFAP syndrome with new phenotypic anomalies
22920,2-s2.0-85176942815,3,Molecular and cellular characterization of four putative nucleotide transporters from the shrimp microsporidian Enterocytozoon hepatopenaei (EHP)
22921,2-s2.0-85176937269,8,Modeling vaccination strategies with limited early COVID-19 vaccine access in low- and middle-income countries: A case study of Thailand
22922,2-s2.0-85176618807,0,Internet analytics of an innovative digital educational resource of type 1 diabetes HelloType1 in local languages for people living with diabetes families and healthcare professionals in Southeast Asia
22923,2-s2.0-85176605419,1,Update on Central Nervous System Effects of the Intersection of HIV-1 and SARS-CoV-2
22924,2-s2.0-85176508412,2,Identification and Management of a Novel PRDM5 Gene Pathologic Variant in a Family with Brittle Cornea Syndrome
22925,2-s2.0-85176457974,0,Data-driven prediction of the shear capacity of ETS-FRP-strengthened beams in the hybrid 2PKT–ML approach
22926,2-s2.0-85176457535,10,Health financing policies during the COVID-19 pandemic and implications for universal health care: a case study of 15 countries
22927,2-s2.0-85176427994,0,Molecular-based classification of endometrial carcinoma in Northern Thailand: impact on prognosis and potential for implementation in resource-limited settings
22928,2-s2.0-85176406104,0,A single-center cross-sectional study comparison between quality of life after penile inversion and sigmoid colon vaginoplasty in Thailand: a 20-year experience
22929,2-s2.0-85176337480,4,Preparation of cellulose fiber derived from sugarcane bagasse and polyvinyl alcohol (PVA)-based hydrogel composite by gamma irradiation as a platform for colorimetric sensor
22930,2-s2.0-85176331558,5,Comparative genomics and genome-wide SNPs of endangered Eld’s deer provide breeder selection for inbreeding avoidance
22931,2-s2.0-85176298146,1,Inhibitory efficiency of Andrographis paniculata extract on viral multiplication and nitric oxide production
22932,2-s2.0-85176289949,2,"Motivational climate predicts effort and achievement in a large computer science course: examining differences across sexes, races/ethnicities, and academic majors"
22933,2-s2.0-85176265818,9,Cell-free DNA as diagnostic and prognostic biomarkers for adult sepsis: a systematic review and meta-analysis
22934,2-s2.0-85176257394,3,Deep transcriptome profiling reveals limited conservation of A-to-I RNA editing in Xenopus
22935,2-s2.0-85176233326,0,Estimating the impact of improved management of haemophilia a on clinical outcomes and healthcare utilisation and costs
22936,2-s2.0-85176222002,3,Integrated lateral flow immunoassays using trimethylsilyl cellulose barriers for the enhanced sensitivity of COVID-19 diagnosis
22937,2-s2.0-85176218028,12,Electrochemical paper-based analytical devices for environmental analysis: Current trends and perspectives
22938,2-s2.0-85176140177,0,Lacosamide dosing in patients receiving continuous renal replacement therapy
22939,2-s2.0-85176098118,1,Improved lipid production and component of mycosporine-like amino acids by co-overexpression of amt1 and aroB genes in Synechocystis sp. PCC6803
22940,2-s2.0-85175967866,0,Longitudinal study of disease severity and external factors in cognitive failure after COVID-19 among Indonesian population
22941,2-s2.0-85175730777,2,Structure—yeast α-glucosidase inhibitory activity relationship of 9-O-berberrubine carboxylates
22942,2-s2.0-85175727885,1,Generation of human induced pluripotent stem cell lines derived from four patients with a pathogenic ALPK3 variant associated with adult-onset hypertrophic cardiomyopathy (HCM)
22943,2-s2.0-85175707752,2,The inverse association between DNA gaps and HbA1c levels in type 2 diabetes mellitus
22944,2-s2.0-85175609680,2,Assessment of in vitro anti-skin aging activities of Phyllanthus indofischeri Bennet extracts for dermatological and aesthetic applications
22945,2-s2.0-85175594036,4,Copper and chromium removal from industrial sludge by a biosurfactant-based washing agent and subsequent recovery by iron oxide nanoparticles
22946,2-s2.0-85175584496,0,Proteomic profile of naturally released extracellular vesicles secreted from Leptospira interrogans serovar Pomona in response to temperature and osmotic stresses
22947,2-s2.0-85175565077,5,The tryptophan catabolite or kynurenine pathway in autism spectrum disorder; a systematic review and meta-analysis
22948,2-s2.0-85175354450,8,Development of lung tissue models and their applications
22949,2-s2.0-85175346482,3,Does DeFi remove the need for trust? Evidence from a natural experiment in stablecoin lending
22950,2-s2.0-85175208021,1,Genetic diversity and phylogenetic analyses of Asian lineage Zika virus whole genome sequences derived from Culex quinquefasciatus mosquitoes and urine of patients during the 2020 epidemic in Thailand
22951,2-s2.0-85175203605,0,Knowledge and attitude toward oral health behavior of overseas students during the COVID-19 pandemic
22952,2-s2.0-85175194240,0,"Corporate governance, financial indicators and asset impairments during the COVID-19 pandemic period"
22953,2-s2.0-85175193487,3,"Effects of hyperoxia during oxygen nanobubble treatment on innate immunity, growth performance, gill histology, and gut microbiome in Nile tilapia, Oreochromis niloticus"
22954,2-s2.0-85175168132,5,XMAP: Cross-population fine-mapping by leveraging genetic diversity and accounting for confounding bias
22955,2-s2.0-85175030390,5,Novel intranasal phage-CaEDTA-ceftazidime/avibactam triple combination therapy demonstrates remarkable efficacy in treating Pseudomonas aeruginosa lung infection
22956,2-s2.0-85175021419,1,The impact of rotavirus vaccination on acute diarrhea in Thai children under 5 years of age in the first year of universal implementation of rotavirus vaccines in the National Immunization Program (NIP) in Thailand: a 6-year analysis
22957,2-s2.0-85175019941,0,Supersaturable Solid Self-microemulsifying Delivery Systems of Astaxanthin via Spray Drying: Effects of Polymers and Solid Carriers
22958,2-s2.0-85175005435,4,"Chemical compositions, antioxidant, antimicrobial, and mosquito larvicidal activity of Ocimum americanum L. and Ocimum basilicum L. leaf essential oils"
22959,2-s2.0-85174939752,2,Identification of bacteria associated with canine otitis externa based on 16S rDNA high-throughput sequencing
22960,2-s2.0-85174816728,3,Detachable-dissolvable-microneedle as a potent subunit vaccine delivery device that requires no cold-chain
22961,2-s2.0-85174737632,4,Attentive pairwise interaction network for AI-assisted clock drawing test assessment of early visuospatial deficits
