Eid,Subtype,Publish_year,Publish_month
2-s2.0-85165506502,Article,2023,07
2-s2.0-85165364730,Article,2023,10
2-s2.0-85141465477,Article,2023,01
2-s2.0-85166597237,Article,2023,12
2-s2.0-85165668888,Book Chapter,2023,01
2-s2.0-85168943480,Article,2023,08
2-s2.0-85152803571,Book Chapter,2023,01
2-s2.0-85149269631,Article,2023,02
2-s2.0-85152690425,Conference Paper,2023,06
2-s2.0-85153034253,Article,2023,04
2-s2.0-85147921952,Article,2023,02
2-s2.0-85159714579,Article,2023,06
2-s2.0-85147379888,Article,2023,04
2-s2.0-85159847736,Article,2023,12
2-s2.0-85159136632,Article,2023,08
2-s2.0-85167655337,Article,2023,05
2-s2.0-85136546543,Review,2023,03
2-s2.0-85151961205,Article,2023,03
2-s2.0-85146813633,Article,2023,01
2-s2.0-85165033462,Review,2023,07
2-s2.0-85159371561,Article,2023,09
2-s2.0-85170541808,Article,2023,10
2-s2.0-85163891606,Article,2023,07
2-s2.0-85160666852,Article,2023,05
2-s2.0-85154565328,Article,2023,04
2-s2.0-85141649608,Article,2023,02
2-s2.0-85160096030,Article,2023,06
2-s2.0-85160206849,Article,2023,08
2-s2.0-85169566827,Article,2023,12
2-s2.0-85164367981,Article,2023,08
2-s2.0-85147919614,Article,2023,12
2-s2.0-85149804602,Article,2023,04
2-s2.0-85146467210,Article,2023,02
2-s2.0-85163993038,Article,2023,06
2-s2.0-85126134360,Note,2023,01
2-s2.0-85089386035,Article,2023,07
2-s2.0-85167421695,Article,2023,04
2-s2.0-85149792251,Article,2023,03
2-s2.0-85160461988,Book Chapter,2023,01
2-s2.0-85143973411,Article,2023,01
2-s2.0-85169932481,Article,2023,09
2-s2.0-85165076456,Article,2023,12
2-s2.0-85169125600,Article,2023,08
2-s2.0-85160592370,Article,2023,06
2-s2.0-85148307020,Article,2023,02
2-s2.0-85156190881,Article,2023,04
2-s2.0-85165278012,Article,2023,06
2-s2.0-85146013516,Review,2023,02
2-s2.0-85151299321,Article,2023,04
2-s2.0-85149683513,Article,2023,12
2-s2.0-85164117220,Article,2023,08
2-s2.0-85160905299,Article,2023,05
2-s2.0-85149852551,Article,2023,03
2-s2.0-85144091916,Article,2023,05
2-s2.0-85166640317,Article,2023,07
2-s2.0-85162202775,Article,2023,10
2-s2.0-85164407949,Article,2023,06
2-s2.0-85161686393,Article,2023,09
2-s2.0-85144906570,Article,2023,01
2-s2.0-85148964549,Article,2023,03
2-s2.0-85145819338,Article,2023,04
2-s2.0-85152588908,Article,2023,06
2-s2.0-85159411633,Article,2023,02
2-s2.0-85142431783,Article,2023,09
2-s2.0-85166010977,Review,2023,12
2-s2.0-85159688153,Article,2023,08
2-s2.0-85154020830,Article,2023,12
2-s2.0-85143280692,Article,2023,04
2-s2.0-85138187650,Article,2023,01
2-s2.0-85162913057,Article,2023,06
2-s2.0-85148113769,Article,2023,02
2-s2.0-85151463939,Letter,2023,09
2-s2.0-85146791299,Article,2023,01
2-s2.0-85141182257,Note,2023,03
2-s2.0-85160517725,Article,2023,05
2-s2.0-85165015375,Article,2023,07
2-s2.0-85142415116,Article,2023,01
2-s2.0-85150737718,Erratum,2023,02
2-s2.0-85152427767,Article,2023,04
2-s2.0-85165625024,Article,2023,12
2-s2.0-85138184414,Article,2023,09
2-s2.0-85152582157,Article,2023,01
2-s2.0-85139245926,Article,2023,01
2-s2.0-85146777077,Article,2023,01
2-s2.0-85165982745,Article,2023,07
2-s2.0-85169584466,Article,2023,10
2-s2.0-85164706485,Article,2023,05
2-s2.0-85162051065,Article,2023,03
2-s2.0-85152898483,Article,2023,05
2-s2.0-85144166008,Article,2023,03
2-s2.0-85159668075,Article,2023,07
2-s2.0-85147307835,Article,2023,01
2-s2.0-85161680272,Article,2023,09
2-s2.0-85151819885,Article,2023,01
2-s2.0-85164118456,Article,2023,06
2-s2.0-85149976301,Article,2023,03
2-s2.0-85136701913,Article,2023,05
2-s2.0-85160872299,Article,2023,05
2-s2.0-85163453703,Review,2023,10
2-s2.0-85158096513,Article,2023,06
2-s2.0-85167789042,Review,2023,07
2-s2.0-85168000732,Article,2023,09
2-s2.0-85146834849,Article,2023,07
2-s2.0-85146137005,Article,2023,03
2-s2.0-85148447308,Article,2023,05
2-s2.0-85125041043,Article,2023,02
2-s2.0-85153953167,Article,2023,04
2-s2.0-85168987136,Article,2023,12
2-s2.0-85170040684,Article,2023,08
2-s2.0-85149879993,Article,2023,01
2-s2.0-85130889675,Article,2023,01
2-s2.0-85170555032,Review,2023,07
2-s2.0-85145656019,Article,2023,10
2-s2.0-85152564394,Article,2023,05
2-s2.0-85150696590,Article,2023,03
2-s2.0-85147876183,Article,2023,05
2-s2.0-85147313850,Article,2023,03
2-s2.0-85150937831,Article,2023,07
2-s2.0-85166738824,Article,2023,09
2-s2.0-85137419881,Article,2023,01
2-s2.0-85150844077,Article,2023,06
2-s2.0-85153480360,Article,2023,03
2-s2.0-85161092864,Book Chapter,2023,05
2-s2.0-85105781604,Article,2023,03
2-s2.0-85164661935,Article,2023,10
2-s2.0-85165666210,Article,2023,07
2-s2.0-85158033102,Article,2023,09
2-s2.0-85162132166,Review,2023,09
2-s2.0-85147045696,Article,2023,01
2-s2.0-85156178050,Article,2023,07
2-s2.0-85142767270,Article,2023,03
2-s2.0-85153254610,Review,2023,05
2-s2.0-85147796074,Article,2023,04
2-s2.0-85145399394,Article,2023,02
2-s2.0-85163705211,Article,2023,06
2-s2.0-85163731711,Article,2023,08
2-s2.0-85146862052,Article,2023,12
2-s2.0-85168571194,Article,2023,08
2-s2.0-85168059883,Article,2023,12
2-s2.0-85152906195,Article,2023,04
2-s2.0-85146318934,Article,2023,02
2-s2.0-85153676993,Article,2023,06
2-s2.0-85160129707,Editorial,2023,01
2-s2.0-85142785950,Letter,2023,01
2-s2.0-85151360287,Article,2023,03
2-s2.0-85108858436,Article,2023,06
2-s2.0-85164305449,Article,2023,10
2-s2.0-85161925389,Article,2023,01
2-s2.0-85166011403,Article,2023,07
2-s2.0-85151876042,Erratum,2023,12
2-s2.0-85148718195,Article,2023,08
2-s2.0-85147229884,Review,2023,02
2-s2.0-85165294746,Article,2023,06
2-s2.0-85138749446,Article,2023,04
2-s2.0-85149053514,Article,2023,02
2-s2.0-85151744300,Article,2023,06
2-s2.0-85163507304,Book Chapter,2023,03
2-s2.0-85165167090,Article,2023,04
2-s2.0-85165293613,Article,2023,12
2-s2.0-85154063756,Article,2023,07
2-s2.0-85160401428,Article,2023,08
2-s2.0-85135897604,Article,2023,02
2-s2.0-85145677788,Article,2023,01
2-s2.0-85146763263,Review,2023,01
2-s2.0-85132348241,Article,2023,04
2-s2.0-85147173249,Article,2023,06
2-s2.0-85160886783,Article,2023,06
2-s2.0-85147854271,Article,2023,02
2-s2.0-85152719545,Article,2023,08
2-s2.0-85151170154,Article,2023,12
2-s2.0-85168243217,Article,2023,08
2-s2.0-85153202082,Article,2023,01
2-s2.0-85163716248,Review,2023,12
2-s2.0-85159242585,Article,2023,04
2-s2.0-85150776266,Article,2023,06
2-s2.0-85149143013,Article,2023,02
2-s2.0-85145492554,Article,2023,01
2-s2.0-85150010273,Article,2023,03
2-s2.0-85161154379,Book Chapter,2023,05
2-s2.0-85165159605,Article,2023,10
2-s2.0-85146678824,Article,2023,01
2-s2.0-85166304036,Article,2023,07
2-s2.0-85147184654,Article,2023,12
2-s2.0-85161635810,Article,2023,08
2-s2.0-85163814996,Article,2023,06
2-s2.0-85131041973,Article,2023,01
2-s2.0-85143861866,Article,2023,02
2-s2.0-85148729453,Article,2023,04
2-s2.0-85159204991,Article,2023,06
2-s2.0-85146859577,Article,2023,02
2-s2.0-85153771104,Article,2023,04
2-s2.0-85140576726,Article,2023,02
2-s2.0-85168774607,Article,2023,12
2-s2.0-85167793002,Article,2023,08
2-s2.0-85144908788,Article,2023,12
2-s2.0-85143083148,Article,2023,01
2-s2.0-85146101505,Erratum,2023,01
2-s2.0-85147187078,Article,2023,01
2-s2.0-85142148700,Article,2023,01
2-s2.0-85158958183,Conference Paper,2023,03
2-s2.0-85162989497,Article,2023,05
2-s2.0-85141459393,Article,2023,03
2-s2.0-85168005679,Article,2023,10
2-s2.0-85165879304,Article,2023,07
2-s2.0-85146781808,Review,2023,01
2-s2.0-85153262247,Article,2023,09
2-s2.0-85164759740,Article,2023,07
2-s2.0-85145978035,Article,2023,01
2-s2.0-85160336301,Article,2023,05
2-s2.0-85140033079,Article,2023,09
2-s2.0-85165918680,Article,2023,12
2-s2.0-85160155593,Book Chapter,2023,04
2-s2.0-85152094132,Article,2023,06
2-s2.0-85152109017,Article,2023,02
2-s2.0-85146157549,Article,2023,04
2-s2.0-85149067275,Article,2023,06
2-s2.0-85148682963,Article,2023,02
2-s2.0-85161408313,Article,2023,08
2-s2.0-85158911480,Article,2023,12
2-s2.0-85147823028,Article,2023,01
2-s2.0-85164254238,Article,2023,06
2-s2.0-85143285406,Article,2023,05
2-s2.0-85149313846,Article,2023,03
2-s2.0-85144356516,Article,2023,01
2-s2.0-85130069322,Article,2023,10
2-s2.0-85160970129,Article,2023,06
2-s2.0-85163930346,Article,2023,02
2-s2.0-85156226419,Article,2023,04
2-s2.0-85167831666,Article,2023,12
2-s2.0-85169140173,Article,2023,08
2-s2.0-85163429687,Article,2023,01
2-s2.0-85149036224,Article,2023,12
2-s2.0-85163944467,Editorial,2023,08
2-s2.0-85164560347,Article,2023,06
2-s2.0-85145692925,Article,2023,02
2-s2.0-85150752126,Article,2023,04
2-s2.0-85150283216,Article,2023,03
2-s2.0-85149307758,Review,2023,04
2-s2.0-85159634205,Article,2023,05
2-s2.0-85136536409,Article,2023,10
2-s2.0-85112299966,Article,2023,07
2-s2.0-85169607979,Article,2023,07
2-s2.0-85165684059,Article,2023,09
2-s2.0-85144073090,Article,2023,01
2-s2.0-85149569640,Review,2023,03
2-s2.0-85168371955,Article,2023,08
2-s2.0-85169516252,Article,2023,12
2-s2.0-85118303218,Article,2023,01
2-s2.0-85154065584,Article,2023,04
2-s2.0-85138560129,Article,2023,02
2-s2.0-85159650772,Article,2023,06
2-s2.0-85150344262,Note,2023,04
2-s2.0-85147127978,Article,2023,02
2-s2.0-85164005170,Article,2023,06
2-s2.0-85165224523,Article,2023,08
2-s2.0-85148548242,Article,2023,12
2-s2.0-85158915940,Article,2023,09
2-s2.0-85146815824,Article,2023,01
2-s2.0-85128112750,Article,2023,03
2-s2.0-85162125701,Article,2023,05
2-s2.0-85139861441,Article,2023,01
2-s2.0-85146121914,Article,2023,01
2-s2.0-85164410449,Article,2023,07
2-s2.0-85149299182,Erratum,2023,02
2-s2.0-85153036551,Article,2023,06
2-s2.0-85153968724,Article,2023,04
2-s2.0-85166953202,Article,2023,12
2-s2.0-85164724086,Review,2023,08
2-s2.0-85159462786,Article,2023,12
2-s2.0-85156165455,Article,2023,08
2-s2.0-85147893078,Article,2023,02
2-s2.0-85159092223,Article,2023,06
2-s2.0-85135838525,Article,2023,01
2-s2.0-85146425149,Article,2023,04
2-s2.0-85150353378,Article,2023,05
2-s2.0-85148695743,Article,2023,03
2-s2.0-85146844503,Article,2023,01
2-s2.0-85153957624,Erratum,2023,07
2-s2.0-85169651187,Erratum,2023,09
2-s2.0-85164541176,Article,2023,07
2-s2.0-85141709141,Review,2023,01
2-s2.0-85165049793,Article,2023,10
2-s2.0-85129210502,Article,2023,06
2-s2.0-85151564771,Review,2023,03
2-s2.0-85166442235,Article,2023,08
2-s2.0-85152049697,Article,2023,04
2-s2.0-85135146346,Article,2023,01
2-s2.0-85145770016,Article,2023,02
2-s2.0-85152790710,Article,2023,04
2-s2.0-85143134823,Article,2023,02
2-s2.0-85162231038,Article,2023,06
2-s2.0-85167455063,Article,2023,12
2-s2.0-85168119019,Article,2023,01
2-s2.0-85167878573,Article,2023,08
2-s2.0-85168156166,Article,2023,11
2-s2.0-85146637956,Article,2023,01
2-s2.0-85164828166,Article,2023,09
2-s2.0-85138755350,Article,2023,02
2-s2.0-85160797312,Article,2023,07
2-s2.0-85144550715,Review,2023,03
2-s2.0-85159758145,Article,2023,05
2-s2.0-85149107377,Article,2023,03
2-s2.0-85151337100,Article,2023,05
2-s2.0-85169610411,Article,2023,11
2-s2.0-85166285863,Article,2023,07
2-s2.0-85148877270,Article,2023,02
2-s2.0-85150254378,Article,2023,06
2-s2.0-85141370040,Article,2023,06
2-s2.0-85139943983,Review,2023,01
2-s2.0-85149445563,Article,2023,01
2-s2.0-85162023698,Erratum,2023,12
2-s2.0-85165457391,Article,2023,07
2-s2.0-85150844280,Note,2023,03
2-s2.0-85159308753,Article,2023,05
2-s2.0-85145984442,Review,2023,03
2-s2.0-85163191282,Article,2023,07
2-s2.0-85124876936,Article,2023,02
2-s2.0-85164390152,Article,2023,09
2-s2.0-85166432105,Article,2023,07
2-s2.0-85146645683,Article,2023,01
2-s2.0-85150019417,Article,2023,11
2-s2.0-85161225606,Book Chapter,2023,05
2-s2.0-85149625445,Article,2023,03
2-s2.0-85160319313,Review,2023,12
2-s2.0-85147661743,Article,2023,06
2-s2.0-85148901816,Article,2023,02
2-s2.0-85149067662,Article,2023,02
2-s2.0-85158038702,Book Chapter,2023,03
2-s2.0-85158037627,Article,2023,04
2-s2.0-85162811076,Article,2023,12
2-s2.0-85167452261,Article,2023,07
2-s2.0-85165052090,Article,2023,08
2-s2.0-85170176775,Article,2023,09
2-s2.0-85151617010,Article,2023,07
2-s2.0-85147116252,Article,2023,01
2-s2.0-85147384646,Article,2023,03
2-s2.0-85150531023,Article,2023,05
2-s2.0-85151152902,Article,2023,03
2-s2.0-85146246325,Article,2023,06
2-s2.0-85166951186,Article,2023,10
2-s2.0-85142360193,Article,2023,01
2-s2.0-85162784530,Article,2023,07
2-s2.0-85131739629,Article,2023,01
2-s2.0-85163784249,Article,2023,06
2-s2.0-85152617137,Article,2023,04
2-s2.0-85166406078,Article,2023,08
2-s2.0-85145645369,Article,2023,12
2-s2.0-85162848299,Article,2023,06
2-s2.0-85141525193,Article,2023,02
2-s2.0-85163786597,Review,2023,06
2-s2.0-85131714277,Conference Paper,2023,01
2-s2.0-85152627695,Article,2023,04
2-s2.0-85166383754,Article,2023,08
2-s2.0-85145956280,Article,2023,12
2-s2.0-85162831094,Article,2023,06
2-s2.0-85141503597,Article,2023,02
2-s2.0-85170109975,Article,2023,09
2-s2.0-85151475911,Erratum,2023,07
2-s2.0-85147099810,Article,2023,01
2-s2.0-85147514573,Article,2023,03
2-s2.0-85150717391,Letter,2023,05
2-s2.0-85151145211,Article,2023,03
2-s2.0-85145608517,Article,2023,06
2-s2.0-85167437358,Article,2023,10
2-s2.0-85142273390,Article,2023,01
2-s2.0-85162802416,Article,2023,07
2-s2.0-85160774000,Article,2023,12
2-s2.0-85149402078,Article,2023,01
2-s2.0-85147388348,Article,2023,06
2-s2.0-85148900743,Article,2023,02
2-s2.0-85149073557,Review,2023,02
2-s2.0-85146481285,Review,2023,03
2-s2.0-85158056187,Article,2023,04
2-s2.0-85162721229,Article,2023,12
2-s2.0-85167760550,Article,2023,07
2-s2.0-85163513163,Article,2023,08
2-s2.0-85159301772,Article,2023,05
2-s2.0-85145972142,Article,2023,03
2-s2.0-85163217038,Article,2023,07
2-s2.0-85132341833,Article,2023,02
2-s2.0-85164444474,Article,2023,09
2-s2.0-85146660949,Article,2023,01
2-s2.0-85166422073,Article,2023,07
2-s2.0-85161699941,Article,2023,10
2-s2.0-85149770838,Article,2023,05
2-s2.0-85153559491,Book Chapter,2023,03
2-s2.0-85148867174,Article,2023,02
2-s2.0-85150039224,Article,2023,06
2-s2.0-85162760272,Article,2023,06
2-s2.0-85162136467,Article,2023,12
2-s2.0-85162955912,Article,2023,07
2-s2.0-85150967176,Article,2023,03
2-s2.0-85146633420,Article,2023,01
2-s2.0-85165074178,Article,2023,09
2-s2.0-85139212840,Article,2023,02
2-s2.0-85160946215,Article,2023,07
2-s2.0-85144524529,Article,2023,03
2-s2.0-85159632853,Article,2023,05
2-s2.0-85147412525,Article,2023,03
2-s2.0-85151565543,Article,2023,05
2-s2.0-85168836100,Article,2023,11
2-s2.0-85166271575,Article,2023,07
2-s2.0-85166422553,Article,2023,08
2-s2.0-85152094513,Article,2023,04
2-s2.0-85148610502,Article,2023,02
2-s2.0-85152638732,Article,2023,04
2-s2.0-85142922176,Article,2023,02
2-s2.0-85162212419,Article,2023,06
2-s2.0-85167528561,Article,2023,12
2-s2.0-85167902197,Article,2023,08
2-s2.0-85128496217,Article,2023,11
2-s2.0-85150387081,Article,2023,05
2-s2.0-85148702916,Article,2023,03
2-s2.0-85146590839,Review,2023,01
2-s2.0-85153897189,Article,2023,07
2-s2.0-85169514708,Article,2023,09
2-s2.0-85154572098,Article,2023,07
2-s2.0-85165093901,Article,2023,10
2-s2.0-85123686154,Review,2023,06
2-s2.0-85151545957,Article,2023,03
2-s2.0-85149494229,Article,2023,02
2-s2.0-85153394410,Article,2023,06
2-s2.0-85165179798,Book Chapter,2023,04
2-s2.0-85166751140,Article,2023,12
2-s2.0-85152724753,Article,2023,08
2-s2.0-85159464803,Article,2023,12
2-s2.0-85165335032,Book Chapter,2023,01
2-s2.0-85156272728,Article,2023,08
2-s2.0-85147892510,Article,2023,02
2-s2.0-85135942753,Article,2023,01
2-s2.0-85156149520,Article,2023,06
2-s2.0-85146419977,Article,2023,04
2-s2.0-85158845434,Article,2023,09
2-s2.0-85146817479,Article,2023,01
2-s2.0-85133687706,Review,2023,03
2-s2.0-85162014477,Article,2023,05
2-s2.0-85140462429,Erratum,2023,01
2-s2.0-85164674677,Article,2023,07
2-s2.0-85159287628,Article,2023,08
2-s2.0-85169520899,Article,2023,12
2-s2.0-85154051721,Article,2023,04
2-s2.0-85131809229,Article,2023,02
2-s2.0-85159625549,Article,2023,06
2-s2.0-85150413956,Article,2023,04
2-s2.0-85147134811,Article,2023,02
2-s2.0-85164015242,Article,2023,06
2-s2.0-85165053589,Review,2023,08
2-s2.0-85148388741,Article,2023,12
2-s2.0-85150923345,Article,2023,01
2-s2.0-85150001373,Review,2023,03
2-s2.0-85130714240,Article,2023,04
2-s2.0-85160413502,Article,2023,05
2-s2.0-85139433370,Article,2023,10
2-s2.0-85162692587,Book Chapter,2023,01
2-s2.0-85115164736,Article,2023,07
2-s2.0-85169612155,Article,2023,07
2-s2.0-85169847217,Article,2023,09
2-s2.0-85149624288,Article,2023,03
2-s2.0-85160967173,Article,2023,06
2-s2.0-85147814076,Article,2023,02
2-s2.0-85156224254,Article,2023,04
2-s2.0-85165929707,Article,2023,12
2-s2.0-85169151764,Article,2023,08
2-s2.0-85151211953,Book Chapter,2023,01
2-s2.0-85148972441,Article,2023,12
2-s2.0-85163868461,Article,2023,08
2-s2.0-85164684861,Article,2023,06
2-s2.0-85119492522,Review,2023,01
2-s2.0-85145695011,Article,2023,02
2-s2.0-85150766843,Article,2023,04
2-s2.0-85165720413,Article,2023,06
2-s2.0-85142262599,Letter,2023,05
2-s2.0-85149317344,Article,2023,03
2-s2.0-85144362822,Article,2023,01
2-s2.0-85158070159,Article,2023,09
2-s2.0-85139948218,Article,2023,09
2-s2.0-85165884581,Article,2023,12
2-s2.0-85144815197,Article,2023,04
2-s2.0-85152102969,Article,2023,06
2-s2.0-85152109366,Article,2023,02
2-s2.0-85146068259,Article,2023,04
2-s2.0-85149039379,Article,2023,06
2-s2.0-85148572203,Article,2023,02
2-s2.0-85161428942,Article,2023,08
2-s2.0-85159009585,Letter,2023,12
2-s2.0-85159055292,Letter,2023,03
2-s2.0-85164269677,Article,2023,05
2-s2.0-85141531218,Review,2023,03
2-s2.0-85167992072,Review,2023,10
2-s2.0-85146788020,Article,2023,01
2-s2.0-85165727513,Article,2023,07
2-s2.0-85152786709,Article,2023,09
2-s2.0-85164785323,Article,2023,07
2-s2.0-85145974083,Article,2023,01
2-s2.0-85160310632,Article,2023,05
2-s2.0-85143127314,Article,2023,01
2-s2.0-85143544447,Article,2023,01
2-s2.0-85142011607,Article,2023,01
2-s2.0-85147011851,Article,2023,12
2-s2.0-85161626376,Article,2023,08
2-s2.0-85130972525,Review,2023,01
2-s2.0-85163832629,Article,2023,06
2-s2.0-85143865196,Article,2023,02
2-s2.0-85148761044,Article,2023,04
2-s2.0-85159202225,Article,2023,06
2-s2.0-85145265464,Review,2023,02
2-s2.0-85153743706,Article,2023,04
2-s2.0-85140489961,Article,2023,02
2-s2.0-85168954109,Article,2023,12
2-s2.0-85167809118,Review,2023,08
2-s2.0-85145430643,Article,2023,12
2-s2.0-85145491875,Article,2023,01
2-s2.0-85147313055,Article,2023,03
2-s2.0-85161156008,Editorial,2023,05
2-s2.0-85168596645,Article,2023,10
2-s2.0-85166302284,Article,2023,07
2-s2.0-85146679672,Article,2023,01
2-s2.0-85123470593,Article,2023,04
2-s2.0-85146988783,Article,2023,06
2-s2.0-85162187464,Article,2023,06
2-s2.0-85147853824,Article,2023,02
2-s2.0-85152782801,Article,2023,08
2-s2.0-85151315873,Article,2023,12
2-s2.0-85153254238,Article,2023,01
2-s2.0-85168242022,Article,2023,08
2-s2.0-85163615796,Article,2023,12
2-s2.0-85159598594,Article,2023,04
2-s2.0-85150847277,Article,2023,06
2-s2.0-85149153248,Review,2023,02
2-s2.0-85136565296,Article,2023,02
2-s2.0-85158914370,Article,2023,01
2-s2.0-85153799843,Article,2023,01
2-s2.0-85146768706,Article,2023,01
2-s2.0-85151919740,Article,2023,12
2-s2.0-85149008557,Article,2023,08
2-s2.0-85147208883,Article,2023,02
2-s2.0-85162735168,Article,2023,06
2-s2.0-85139854052,Article,2023,01
2-s2.0-85135853682,Article,2023,04
2-s2.0-85149053735,Article,2023,02
2-s2.0-85151783368,Article,2023,06
2-s2.0-85161284223,Book Chapter,2023,03
2-s2.0-85165928750,Article,2023,04
2-s2.0-85165291315,Article,2023,12
2-s2.0-85153935023,Article,2023,07
2-s2.0-85160096984,Article,2023,08
2-s2.0-85160134552,Book Chapter,2023,01
2-s2.0-85142902004,Article,2023,01
2-s2.0-85151287440,Article,2023,03
2-s2.0-85106410669,Article,2023,06
2-s2.0-85164788501,Article,2023,10
2-s2.0-85146928314,Article,2023,01
2-s2.0-85165477897,Article,2023,07
2-s2.0-85147845600,Erratum,2023,04
2-s2.0-85145435135,Article,2023,02
2-s2.0-85163721007,Review,2023,06
2-s2.0-85163417855,Article,2023,08
2-s2.0-85146826674,Article,2023,12
2-s2.0-85168588800,Article,2023,08
2-s2.0-85168090493,Article,2023,12
2-s2.0-85152860540,Article,2023,04
2-s2.0-85144368081,Article,2023,02
2-s2.0-85153537742,Article,2023,06
2-s2.0-85153787295,Article,2023,03
2-s2.0-85161116620,Book Chapter,2023,05
2-s2.0-85116409292,Article,2023,03
2-s2.0-85163159639,Article,2023,10
2-s2.0-85165598295,Article,2023,07
2-s2.0-85156106733,Review,2023,09
2-s2.0-85162135049,Review,2023,09
2-s2.0-85141985044,Article,2023,01
2-s2.0-85156262375,Article,2023,07
2-s2.0-85142438590,Review,2023,03
2-s2.0-85153214421,Article,2023,05
2-s2.0-85150822676,Article,2023,06
2-s2.0-85147375958,Article,2023,01
2-s2.0-85153796111,Article,2023,07
2-s2.0-85151317102,Article,2023,10
2-s2.0-85147305252,Article,2023,05
2-s2.0-85150672526,Article,2023,03
2-s2.0-85147902983,Article,2023,05
2-s2.0-85147356418,Review,2023,03
2-s2.0-85150811097,Article,2023,07
2-s2.0-85166656239,Review,2023,09
2-s2.0-85150904926,Article,2023,02
2-s2.0-85153852952,Article,2023,04
2-s2.0-85169328720,Article,2023,12
2-s2.0-85170245185,Article,2023,08
2-s2.0-85130424771,Article,2023,01
2-s2.0-85149948563,Article,2023,03
2-s2.0-85134666149,Article,2023,05
2-s2.0-85149266822,Article,2023,05
2-s2.0-85163570454,Article,2023,10
2-s2.0-85158049048,Article,2023,06
2-s2.0-85168658480,Article,2023,07
2-s2.0-85167844401,Review,2023,09
2-s2.0-85144048316,Review,2023,07
2-s2.0-85146144254,Article,2023,03
2-s2.0-85148458145,Article,2023,05
2-s2.0-85151817194,Article,2023,01
2-s2.0-85164167002,Article,2023,06
2-s2.0-85165911772,Article,2023,07
2-s2.0-85146779762,Article,2023,01
2-s2.0-85169293715,Article,2023,10
2-s2.0-85164718503,Article,2023,05
2-s2.0-85164439310,Article,2023,03
2-s2.0-85152636280,Article,2023,05
2-s2.0-85144071884,Review,2023,03
2-s2.0-85159775796,Article,2023,07
2-s2.0-85147172810,Article,2023,01
2-s2.0-85161914743,Article,2023,09
2-s2.0-85150800372,Article,2023,02
2-s2.0-85151993529,Article,2023,04
2-s2.0-85165571297,Article,2023,12
2-s2.0-85135079226,Article,2023,09
2-s2.0-85139292535,Article,2023,01
2-s2.0-85151031490,Article,2023,07
2-s2.0-85143166920,Article,2023,01
2-s2.0-85169898556,Article,2023,09
2-s2.0-85150485310,Article,2023,05
2-s2.0-85147365199,Article,2023,03
2-s2.0-85168965549,Erratum,2023,12
2-s2.0-85167841285,Article,2023,08
2-s2.0-85147834596,Article,2023,02
2-s2.0-85159166191,Article,2023,06
2-s2.0-85153781702,Article,2023,04
2-s2.0-85162821551,Article,2023,06
2-s2.0-85143872780,Article,2023,02
2-s2.0-85163788358,Article,2023,06
2-s2.0-85148894989,Article,2023,04
2-s2.0-85147318849,Erratum,2023,12
2-s2.0-85161692964,Article,2023,08
2-s2.0-85146670048,Review,2023,01
2-s2.0-85145491712,Article,2023,01
2-s2.0-85159062743,Article,2023,04
2-s2.0-85149127298,Article,2023,02
2-s2.0-85150860360,Article,2023,06
2-s2.0-85169789831,Article,2023,08
2-s2.0-85163078714,Article,2023,12
2-s2.0-85152619600,Article,2023,08
2-s2.0-85160071776,Article,2023,12
2-s2.0-85150991033,Article,2023,12
2-s2.0-85122327163,Article,2023,04
2-s2.0-85148899280,Article,2023,02
2-s2.0-85147846074,Article,2023,02
2-s2.0-85161692888,Article,2023,06
2-s2.0-85146770064,Article,2023,01
2-s2.0-85145738212,Article,2023,01
2-s2.0-85160050668,Article,2023,07
2-s2.0-85164481880,Article,2023,09
2-s2.0-85159543127,Article,2023,05
2-s2.0-85144372963,Article,2023,03
2-s2.0-85165403367,Article,2023,12
2-s2.0-85162114518,Article,2023,08
2-s2.0-85151619350,Article,2023,06
2-s2.0-85149053986,Article,2023,02
2-s2.0-85166175501,Article,2023,04
2-s2.0-85161119083,Article,2023,06
2-s2.0-85147319124,Article,2023,02
2-s2.0-85140297333,Article,2023,04
2-s2.0-85152111098,Article,2023,12
2-s2.0-85149873757,Article,2023,08
2-s2.0-85146907900,Article,2023,01
2-s2.0-85160114028,Book Chapter,2023,01
2-s2.0-85152859007,Article,2023,04
2-s2.0-85153720188,Article,2023,06
2-s2.0-85147834136,Article,2023,02
2-s2.0-85168251401,Article,2023,08
2-s2.0-85167764240,Article,2023,12
2-s2.0-85163405651,Erratum,2023,08
2-s2.0-85146800032,Review,2023,12
2-s2.0-85166419251,Article,2023,08
2-s2.0-85147717910,Article,2023,04
2-s2.0-85163731131,Article,2023,06
2-s2.0-85145351354,Article,2023,02
2-s2.0-85151366978,Article,2023,04
2-s2.0-85143168869,Article,2023,03
2-s2.0-85153680361,Article,2023,05
2-s2.0-85162632238,Review,2023,09
2-s2.0-85146055799,Article,2023,01
2-s2.0-85158133938,Letter,2023,07
2-s2.0-85144860902,Article,2023,01
2-s2.0-85165634739,Article,2023,10
2-s2.0-85165722266,Article,2023,07
2-s2.0-85156195602,Article,2023,03
2-s2.0-85161117360,Book Chapter,2023,05
2-s2.0-85153252557,Article,2023,08
2-s2.0-85159193684,Article,2023,12
2-s2.0-85146294985,Article,2023,04
2-s2.0-85136156121,Review,2023,01
2-s2.0-85147875826,Article,2023,02
2-s2.0-85150498243,Article,2023,07
