,Eid,Subject_Field
1663,2-s2.0-85008431785,Environmental Science
1664,2-s2.0-85105126979,Environmental Science
1665,2-s2.0-85010955848,Environmental Science
1666,2-s2.0-85009736233,Environmental Science
1667,2-s2.0-85008485158,Environmental Science
1668,2-s2.0-85008194353,Environmental Science
1669,2-s2.0-84984802035,Environmental Science
1670,2-s2.0-85008233322,Environmental Science
1671,2-s2.0-85008198166,Environmental Science
1672,2-s2.0-85011883202,Environmental Science
1673,2-s2.0-85039713078,Environmental Science
1674,2-s2.0-85031937488,Environmental Science
1675,2-s2.0-85008343598,Environmental Science
1676,2-s2.0-85006511817,Environmental Science
1677,2-s2.0-85006381853,Environmental Science
1678,2-s2.0-85003967137,Environmental Science
1679,2-s2.0-84996619356,Environmental Science
1680,2-s2.0-84994129911,Environmental Science
1681,2-s2.0-84984683766,Environmental Science
1682,2-s2.0-85028270382,Environmental Science
1683,2-s2.0-84994716119,Environmental Science
1684,2-s2.0-84988728305,Environmental Science
1685,2-s2.0-85119605695,Environmental Science
1686,2-s2.0-85079872439,Environmental Science
1687,2-s2.0-85073551609,Environmental Science
1688,2-s2.0-85073497004,Environmental Science
1689,2-s2.0-85065997926,Environmental Science
1690,2-s2.0-85065993725,Environmental Science
1691,2-s2.0-85065981818,Environmental Science
1692,2-s2.0-85065981130,Environmental Science
1693,2-s2.0-85065980249,Environmental Science
1694,2-s2.0-85065971974,Environmental Science
1695,2-s2.0-85065967965,Environmental Science
1696,2-s2.0-85065961257,Environmental Science
1697,2-s2.0-85064329082,Environmental Science
1698,2-s2.0-85055775227,Environmental Science
1699,2-s2.0-85052807696,Environmental Science
1700,2-s2.0-85052056999,Environmental Science
1701,2-s2.0-85050470048,Environmental Science
1702,2-s2.0-85047752971,Environmental Science
1703,2-s2.0-85042113397,Environmental Science
1704,2-s2.0-85040709159,Environmental Science
1705,2-s2.0-85032638508,Environmental Science
1706,2-s2.0-85031934024,Environmental Science
1707,2-s2.0-85031318909,Environmental Science
1708,2-s2.0-85028745916,Environmental Science
1709,2-s2.0-85028244351,Environmental Science
1710,2-s2.0-85027948963,Environmental Science
1711,2-s2.0-85027580908,Environmental Science
1712,2-s2.0-85026415804,Environmental Science
1713,2-s2.0-85021323965,Environmental Science
1714,2-s2.0-85021113689,Environmental Science
1715,2-s2.0-85020477185,Environmental Science
1716,2-s2.0-85020252669,Environmental Science
1717,2-s2.0-85020005278,Environmental Science
1718,2-s2.0-85019867411,Environmental Science
1719,2-s2.0-85019215408,Environmental Science
1720,2-s2.0-85019172222,Environmental Science
1721,2-s2.0-85018994023,Environmental Science
1722,2-s2.0-85018361444,Environmental Science
1723,2-s2.0-85017422928,Environmental Science
1724,2-s2.0-85017410159,Environmental Science
1725,2-s2.0-85017341285,Environmental Science
1726,2-s2.0-85017173673,Environmental Science
1727,2-s2.0-85016964318,Environmental Science
1728,2-s2.0-85016795827,Environmental Science
1729,2-s2.0-85016611209,Environmental Science
1730,2-s2.0-85015441925,Environmental Science
1731,2-s2.0-85014884999,Environmental Science
1732,2-s2.0-85014616927,Environmental Science
1733,2-s2.0-85013218744,Environmental Science
1734,2-s2.0-85013204473,Environmental Science
1735,2-s2.0-85013194846,Environmental Science
1736,2-s2.0-85013178203,Environmental Science
1737,2-s2.0-85013157814,Environmental Science
1738,2-s2.0-85013149482,Environmental Science
1739,2-s2.0-85011573197,Environmental Science
1740,2-s2.0-85010850455,Environmental Science
1741,2-s2.0-85010288631,Environmental Science
1742,2-s2.0-85009999882,Environmental Science
1743,2-s2.0-85009100547,Environmental Science
1744,2-s2.0-85008462001,Environmental Science
1745,2-s2.0-85008336814,Environmental Science
1746,2-s2.0-85008176637,Environmental Science
1747,2-s2.0-85008173386,Environmental Science
1748,2-s2.0-85007573014,Environmental Science
1749,2-s2.0-85006839951,Environmental Science
1750,2-s2.0-85006445879,Environmental Science
1751,2-s2.0-85006355054,Environmental Science
1752,2-s2.0-84999266495,Environmental Science
1753,2-s2.0-84998579336,Environmental Science
1754,2-s2.0-84993995288,Environmental Science
1755,2-s2.0-84990065755,Environmental Science
1756,2-s2.0-84930797064,Environmental Science
1757,2-s2.0-84928152781,Environmental Science
1758,2-s2.0-85029781991,Engineering
1759,2-s2.0-85039924338,Engineering
1760,2-s2.0-85039922690,Engineering
1761,2-s2.0-85039922521,Engineering
1762,2-s2.0-85039920890,Engineering
1763,2-s2.0-85039920812,Engineering
1764,2-s2.0-85039917530,Engineering
1765,2-s2.0-85039915342,Engineering
1766,2-s2.0-85039914805,Engineering
1767,2-s2.0-85039914338,Engineering
1768,2-s2.0-85039910610,Engineering
1769,2-s2.0-85039907641,Engineering
1770,2-s2.0-85039898441,Engineering
1771,2-s2.0-85039897067,Engineering
1772,2-s2.0-85046374860,Engineering
1773,2-s2.0-85046369087,Engineering
1774,2-s2.0-85046355901,Engineering
1775,2-s2.0-85046288415,Engineering
1776,2-s2.0-85046251974,Engineering
1777,2-s2.0-85045758600,Engineering
1778,2-s2.0-85044241288,Engineering
1779,2-s2.0-85044203198,Engineering
1780,2-s2.0-85046643512,Engineering
1781,2-s2.0-85028470685,Engineering
1782,2-s2.0-85021181600,Engineering
1783,2-s2.0-85044481652,Engineering
1784,2-s2.0-85047226657,Engineering
1785,2-s2.0-85045989546,Engineering
1786,2-s2.0-85043322587,Engineering
1787,2-s2.0-85042128472,Engineering
1788,2-s2.0-85037361850,Engineering
1789,2-s2.0-85034767138,Engineering
1790,2-s2.0-85034734832,Engineering
1791,2-s2.0-85034068717,Engineering
1792,2-s2.0-85033572607,Engineering
1793,2-s2.0-85030563516,Engineering
1794,2-s2.0-85027170300,Engineering
1795,2-s2.0-85021632147,Engineering
1796,2-s2.0-85015744326,Engineering
1797,2-s2.0-85038437195,Engineering
1798,2-s2.0-85043496148,Engineering
1799,2-s2.0-85036467920,Engineering
1800,2-s2.0-85041378490,Engineering
1801,2-s2.0-85026784306,Engineering
1802,2-s2.0-85044210331,Engineering
1803,2-s2.0-85044196836,Engineering
1804,2-s2.0-85044161578,Engineering
1805,2-s2.0-85033553291,Engineering
1806,2-s2.0-85039923643,Engineering
1807,2-s2.0-85039922598,Engineering
1808,2-s2.0-85039921734,Engineering
1809,2-s2.0-85039921239,Engineering
1810,2-s2.0-85039919369,Engineering
1811,2-s2.0-85039919103,Engineering
1812,2-s2.0-85039912237,Engineering
1813,2-s2.0-85039911313,Engineering
1814,2-s2.0-85039911169,Engineering
1815,2-s2.0-85039909065,Engineering
1816,2-s2.0-85039909013,Engineering
1817,2-s2.0-85039903773,Engineering
1818,2-s2.0-85039902174,Engineering
1819,2-s2.0-85039901429,Engineering
1820,2-s2.0-85039900459,Engineering
1821,2-s2.0-85039898461,Engineering
1822,2-s2.0-85039897497,Engineering
1823,2-s2.0-85039897234,Engineering
1824,2-s2.0-85036627346,Engineering
1825,2-s2.0-85035079384,Engineering
1826,2-s2.0-85035069657,Engineering
1827,2-s2.0-85033804422,Engineering
1828,2-s2.0-85033667421,Engineering
1829,2-s2.0-85032732535,Engineering
1830,2-s2.0-85028915029,Engineering
1831,2-s2.0-85028729325,Engineering
1832,2-s2.0-85028055860,Engineering
1833,2-s2.0-85027496527,Engineering
1834,2-s2.0-85027434894,Engineering
1835,2-s2.0-85026907424,Engineering
1836,2-s2.0-85026820399,Engineering
1837,2-s2.0-85026811654,Engineering
1838,2-s2.0-85026725834,Engineering
1839,2-s2.0-85023622254,Engineering
1840,2-s2.0-85016593009,Engineering
1841,2-s2.0-85010726105,Engineering
1842,2-s2.0-85033604089,Engineering
1843,2-s2.0-85033596884,Engineering
1844,2-s2.0-85033580175,Engineering
1845,2-s2.0-85033571405,Engineering
1846,2-s2.0-85033555192,Engineering
1847,2-s2.0-85043437005,Engineering
1848,2-s2.0-85033371852,Engineering
1849,2-s2.0-85040107583,Engineering
1850,2-s2.0-85039973646,Engineering
1851,2-s2.0-85039959259,Engineering
1852,2-s2.0-85039957331,Engineering
1853,2-s2.0-85039953365,Engineering
1854,2-s2.0-85039917746,Engineering
1855,2-s2.0-85039916558,Engineering
1856,2-s2.0-85039915996,Engineering
1857,2-s2.0-85039909564,Engineering
1858,2-s2.0-85034218225,Engineering
1859,2-s2.0-85032623783,Engineering
1860,2-s2.0-85015830542,Engineering
1861,2-s2.0-85014078485,Engineering
1862,2-s2.0-85042655033,Engineering
1863,2-s2.0-85059788538,Engineering
1864,2-s2.0-85033462889,Engineering
1865,2-s2.0-85032667090,Engineering
1866,2-s2.0-85032307884,Engineering
1867,2-s2.0-85029426150,Engineering
1868,2-s2.0-85011662562,Engineering
1869,2-s2.0-85032030819,Engineering
1870,2-s2.0-85032029777,Engineering
1871,2-s2.0-85032027891,Engineering
1872,2-s2.0-85032024483,Engineering
1873,2-s2.0-85032019702,Engineering
1874,2-s2.0-85032011629,Engineering
1875,2-s2.0-85032005522,Engineering
1876,2-s2.0-85032001883,Engineering
1877,2-s2.0-85029674170,Engineering
1878,2-s2.0-85020015122,Engineering
1879,2-s2.0-85019633914,Engineering
1880,2-s2.0-85032222781,Engineering
1881,2-s2.0-85032188432,Engineering
1882,2-s2.0-85032175991,Engineering
1883,2-s2.0-85038024195,Engineering
1884,2-s2.0-85018703824,Engineering
1885,2-s2.0-85038252750,Engineering
1886,2-s2.0-85034654488,Engineering
1887,2-s2.0-85030087025,Engineering
1888,2-s2.0-85028680296,Engineering
1889,2-s2.0-85027978063,Engineering
1890,2-s2.0-85027586677,Engineering
1891,2-s2.0-85022025724,Engineering
1892,2-s2.0-85019262818,Engineering
1893,2-s2.0-85019169061,Engineering
1894,2-s2.0-85046617939,Engineering
1895,2-s2.0-85027972194,Engineering
1896,2-s2.0-85036548096,Engineering
1897,2-s2.0-85020837953,Engineering
1898,2-s2.0-85019905263,Engineering
1899,2-s2.0-85019700614,Engineering
1900,2-s2.0-85015693532,Engineering
1901,2-s2.0-84969988656,Engineering
1902,2-s2.0-85027731124,Engineering
1903,2-s2.0-85027727777,Engineering
1904,2-s2.0-85027714760,Engineering
1905,2-s2.0-85027710245,Engineering
1906,2-s2.0-85027700843,Engineering
1907,2-s2.0-85027695143,Engineering
1908,2-s2.0-85027675715,Engineering
1909,2-s2.0-85028361260,Engineering
1910,2-s2.0-85028348459,Engineering
1911,2-s2.0-85028341807,Engineering
1912,2-s2.0-85028329140,Engineering
1913,2-s2.0-85028318954,Engineering
1914,2-s2.0-85028316685,Engineering
1915,2-s2.0-85028310264,Engineering
1916,2-s2.0-85028306828,Engineering
1917,2-s2.0-85009765394,Engineering
1918,2-s2.0-85028338061,Engineering
1919,2-s2.0-85028322155,Engineering
1920,2-s2.0-85028313604,Engineering
1921,2-s2.0-85025803903,Engineering
1922,2-s2.0-85019480651,Engineering
1923,2-s2.0-85027876244,Engineering
1924,2-s2.0-85027840318,Engineering
1925,2-s2.0-85026760969,Engineering
1926,2-s2.0-85026730637,Engineering
1927,2-s2.0-85027579247,Engineering
1928,2-s2.0-85027566775,Engineering
1929,2-s2.0-85027550889,Engineering
1930,2-s2.0-85017359274,Engineering
1931,2-s2.0-85050378999,Engineering
1932,2-s2.0-85050336797,Engineering
1933,2-s2.0-85049613672,Engineering
1934,2-s2.0-85049583769,Engineering
1935,2-s2.0-85047745274,Engineering
1936,2-s2.0-85047724032,Engineering
1937,2-s2.0-85045282402,Engineering
1938,2-s2.0-85045278169,Engineering
1939,2-s2.0-85049600525,Engineering
1940,2-s2.0-85049531219,Engineering
1941,2-s2.0-85049502410,Engineering
1942,2-s2.0-85047249139,Engineering
1943,2-s2.0-85046272787,Engineering
1944,2-s2.0-85046266177,Engineering
1945,2-s2.0-85030122617,Engineering
1946,2-s2.0-85029860144,Engineering
1947,2-s2.0-85026540368,Engineering
1948,2-s2.0-85024387884,Engineering
1949,2-s2.0-85021930052,Engineering
1950,2-s2.0-85018591368,Engineering
1951,2-s2.0-85017453495,Engineering
1952,2-s2.0-85010739260,Engineering
1953,2-s2.0-85027000873,Engineering
1954,2-s2.0-85025620409,Engineering
1955,2-s2.0-85022088118,Engineering
1956,2-s2.0-85022058289,Engineering
1957,2-s2.0-85022048334,Engineering
1958,2-s2.0-85022037740,Engineering
1959,2-s2.0-85022027018,Engineering
1960,2-s2.0-85021935376,Engineering
1961,2-s2.0-85015146182,Engineering
1962,2-s2.0-85021452420,Engineering
1963,2-s2.0-85021448704,Engineering
1964,2-s2.0-85021446794,Engineering
1965,2-s2.0-85021418688,Engineering
1966,2-s2.0-85021418321,Engineering
1967,2-s2.0-85067933909,Engineering
1968,2-s2.0-85066010054,Engineering
1969,2-s2.0-85029042071,Engineering
1970,2-s2.0-85026730639,Engineering
1971,2-s2.0-85021976876,Engineering
1972,2-s2.0-85021870304,Engineering
1973,2-s2.0-85021831398,Engineering
1974,2-s2.0-85020284765,Engineering
1975,2-s2.0-85020258965,Engineering
1976,2-s2.0-85020252818,Engineering
1977,2-s2.0-85015312296,Engineering
1978,2-s2.0-85014003896,Engineering
1979,2-s2.0-85002125795,Engineering
1980,2-s2.0-85021831929,Engineering
1981,2-s2.0-85021790044,Engineering
1982,2-s2.0-85020692254,Engineering
1983,2-s2.0-85014736453,Engineering
1984,2-s2.0-85044926290,Engineering
1985,2-s2.0-85021437258,Engineering
1986,2-s2.0-85021418387,Engineering
1987,2-s2.0-85019546029,Engineering
1988,2-s2.0-85020316863,Engineering
1989,2-s2.0-85020060685,Engineering
1990,2-s2.0-85020118253,Engineering
1991,2-s2.0-85019988422,Engineering
1992,2-s2.0-85019842312,Engineering
1993,2-s2.0-85019142346,Engineering
1994,2-s2.0-85018364196,Engineering
1995,2-s2.0-85020040301,Engineering
1996,2-s2.0-85014911672,Engineering
1997,2-s2.0-85018572511,Engineering
1998,2-s2.0-85020268513,Engineering
1999,2-s2.0-85018514376,Engineering
2000,2-s2.0-85018259117,Engineering
2001,2-s2.0-85017527143,Engineering
2002,2-s2.0-85014848973,Engineering
2003,2-s2.0-85014813255,Engineering
2004,2-s2.0-85014116371,Engineering
2005,2-s2.0-85013884945,Engineering
2006,2-s2.0-85013499578,Engineering
2007,2-s2.0-85013480811,Engineering
2008,2-s2.0-85006823026,Engineering
2009,2-s2.0-84995679027,Engineering
2010,2-s2.0-84983206016,Engineering
2011,2-s2.0-85022346611,Engineering
2012,2-s2.0-85022342234,Engineering
2013,2-s2.0-85022331564,Engineering
2014,2-s2.0-85022329248,Engineering
2015,2-s2.0-85022053995,Engineering
2016,2-s2.0-85018507266,Engineering
2017,2-s2.0-85018506731,Engineering
2018,2-s2.0-85018487773,Engineering
2019,2-s2.0-85018311172,Engineering
2020,2-s2.0-85018259670,Engineering
2021,2-s2.0-85019044269,Engineering
2022,2-s2.0-85019026070,Engineering
2023,2-s2.0-85018351529,Engineering
2024,2-s2.0-85017498825,Engineering
2025,2-s2.0-85017443047,Engineering
2026,2-s2.0-85035773536,Engineering
2027,2-s2.0-85018267789,Engineering
2028,2-s2.0-85017161520,Engineering
2029,2-s2.0-85016206557,Engineering
2030,2-s2.0-85016087590,Engineering
2031,2-s2.0-84976878514,Engineering
2032,2-s2.0-85011665228,Engineering
2033,2-s2.0-85031995700,Engineering
2034,2-s2.0-85016209340,Engineering
2035,2-s2.0-85016189255,Engineering
2036,2-s2.0-85016172427,Engineering
2037,2-s2.0-85015939390,Engineering
2038,2-s2.0-85015923908,Engineering
2039,2-s2.0-85015893425,Engineering
2040,2-s2.0-85015867037,Engineering
2041,2-s2.0-85015810633,Engineering
2042,2-s2.0-85002062844,Engineering
2043,2-s2.0-85015254905,Engineering
2044,2-s2.0-85015181037,Engineering
2045,2-s2.0-85015170166,Engineering
2046,2-s2.0-85015157676,Engineering
2047,2-s2.0-85015145737,Engineering
2048,2-s2.0-85013480808,Engineering
2049,2-s2.0-85015401289,Engineering
2050,2-s2.0-85015380787,Engineering
2051,2-s2.0-84975302081,Engineering
2052,2-s2.0-85013989379,Engineering
2053,2-s2.0-85013928870,Engineering
2054,2-s2.0-84996619356,Engineering
2055,2-s2.0-84992395867,Engineering
2056,2-s2.0-84990942552,Engineering
2057,2-s2.0-85013176235,Engineering
2058,2-s2.0-85013174135,Engineering
2059,2-s2.0-85013173967,Engineering
2060,2-s2.0-85013157945,Engineering
2061,2-s2.0-85013149522,Engineering
2062,2-s2.0-85013146773,Engineering
2063,2-s2.0-85009999737,Engineering
2064,2-s2.0-85028270382,Engineering
2065,2-s2.0-84994716119,Engineering
2066,2-s2.0-85013742058,Engineering
2067,2-s2.0-85003035997,Engineering
2068,2-s2.0-84988728305,Engineering
2069,2-s2.0-84983740530,Engineering
2070,2-s2.0-85016196912,Engineering
2071,2-s2.0-85015842856,Engineering
2072,2-s2.0-85138416523,Engineering
2073,2-s2.0-85129132332,Engineering
2074,2-s2.0-85084944797,Engineering
2075,2-s2.0-85084943877,Engineering
2076,2-s2.0-85073551609,Engineering
2077,2-s2.0-85073497004,Engineering
2078,2-s2.0-85065830531,Engineering
2079,2-s2.0-85057637977,Engineering
2080,2-s2.0-85055775227,Engineering
2081,2-s2.0-85054236093,Engineering
2082,2-s2.0-85050927418,Engineering
2083,2-s2.0-85050278942,Engineering
2084,2-s2.0-85050004531,Engineering
2085,2-s2.0-85049994173,Engineering
2086,2-s2.0-85044374103,Engineering
2087,2-s2.0-85042157440,Engineering
2088,2-s2.0-85041732215,Engineering
2089,2-s2.0-85041539487,Engineering
2090,2-s2.0-85040835706,Engineering
2091,2-s2.0-85040819070,Engineering
2092,2-s2.0-85040095595,Engineering
2093,2-s2.0-85039858903,Engineering
2094,2-s2.0-85038235849,Engineering
2095,2-s2.0-85036559393,Engineering
2096,2-s2.0-85036475485,Engineering
2097,2-s2.0-85035796434,Engineering
2098,2-s2.0-85035319700,Engineering
2099,2-s2.0-85034996735,Engineering
2100,2-s2.0-85034991127,Engineering
2101,2-s2.0-85034984242,Engineering
2102,2-s2.0-85034080773,Engineering
2103,2-s2.0-85034058953,Engineering
2104,2-s2.0-85032906454,Engineering
2105,2-s2.0-85030088020,Engineering
2106,2-s2.0-85029129602,Engineering
2107,2-s2.0-85028769525,Engineering
2108,2-s2.0-85028734089,Engineering
2109,2-s2.0-85028731834,Engineering
2110,2-s2.0-85028728454,Engineering
2111,2-s2.0-85028727670,Engineering
2112,2-s2.0-85028727596,Engineering
2113,2-s2.0-85028719178,Engineering
2114,2-s2.0-85028718372,Engineering
2115,2-s2.0-85028715761,Engineering
2116,2-s2.0-85028712778,Engineering
2117,2-s2.0-85028711701,Engineering
2118,2-s2.0-85028709539,Engineering
2119,2-s2.0-85028707087,Engineering
2120,2-s2.0-85028705295,Engineering
2121,2-s2.0-85028699778,Engineering
2122,2-s2.0-85028697437,Engineering
2123,2-s2.0-85028692328,Engineering
2124,2-s2.0-85028544528,Engineering
2125,2-s2.0-85028380686,Engineering
2126,2-s2.0-85028297627,Engineering
2127,2-s2.0-85028244351,Engineering
2128,2-s2.0-85027948963,Engineering
2129,2-s2.0-85027075082,Engineering
2130,2-s2.0-85027017325,Engineering
2131,2-s2.0-85026905570,Engineering
2132,2-s2.0-85026778969,Engineering
2133,2-s2.0-85023595177,Engineering
2134,2-s2.0-85021990065,Engineering
2135,2-s2.0-85021821969,Engineering
2136,2-s2.0-85021113689,Engineering
2137,2-s2.0-85021100523,Engineering
2138,2-s2.0-85021053936,Engineering
2139,2-s2.0-85020552496,Engineering
2140,2-s2.0-85020477185,Engineering
2141,2-s2.0-85020252669,Engineering
2142,2-s2.0-85020005278,Engineering
2143,2-s2.0-85019180534,Engineering
2144,2-s2.0-85019172222,Engineering
2145,2-s2.0-85019097888,Engineering
2146,2-s2.0-85018654308,Engineering
2147,2-s2.0-85018552144,Engineering
2148,2-s2.0-85017658777,Engineering
2149,2-s2.0-85017619118,Engineering
2150,2-s2.0-85017598026,Engineering
2151,2-s2.0-85017427651,Engineering
2152,2-s2.0-85017410159,Engineering
2153,2-s2.0-85017341285,Engineering
2154,2-s2.0-85016997185,Engineering
2155,2-s2.0-85016975939,Engineering
2156,2-s2.0-85016973738,Engineering
2157,2-s2.0-85016969601,Engineering
2158,2-s2.0-85016964318,Engineering
2159,2-s2.0-85016948690,Engineering
2160,2-s2.0-85016621673,Engineering
2161,2-s2.0-85016427027,Engineering
2162,2-s2.0-85016399497,Engineering
2163,2-s2.0-85016394737,Engineering
2164,2-s2.0-85016093663,Engineering
2165,2-s2.0-85016056974,Engineering
2166,2-s2.0-85016035069,Engineering
2167,2-s2.0-85015949198,Engineering
2168,2-s2.0-85015698932,Engineering
2169,2-s2.0-85015680272,Engineering
2170,2-s2.0-85014963619,Engineering
2171,2-s2.0-85014894821,Engineering
2172,2-s2.0-85014616927,Engineering
2173,2-s2.0-85013756232,Engineering
2174,2-s2.0-85013218744,Engineering
2175,2-s2.0-85013204473,Engineering
2176,2-s2.0-85013194846,Engineering
2177,2-s2.0-85013178203,Engineering
2178,2-s2.0-85013157814,Engineering
2179,2-s2.0-85013149482,Engineering
2180,2-s2.0-85012249378,Engineering
2181,2-s2.0-85011878078,Engineering
2182,2-s2.0-85011660664,Engineering
2183,2-s2.0-85011395320,Engineering
2184,2-s2.0-85011390810,Engineering
2185,2-s2.0-85011387393,Engineering
2186,2-s2.0-85011341235,Engineering
2187,2-s2.0-85010901111,Engineering
2188,2-s2.0-85010850455,Engineering
2189,2-s2.0-85010029581,Engineering
2190,2-s2.0-85009812150,Engineering
2191,2-s2.0-85009678682,Engineering
2192,2-s2.0-85009100547,Engineering
2193,2-s2.0-85009074636,Engineering
2194,2-s2.0-85007573014,Engineering
2195,2-s2.0-85007420679,Engineering
2196,2-s2.0-85006507557,Engineering
2197,2-s2.0-85001104556,Engineering
2198,2-s2.0-85001044609,Engineering
2199,2-s2.0-85000963021,Engineering
2200,2-s2.0-84997514424,Engineering
2201,2-s2.0-84995528486,Engineering
2202,2-s2.0-84992754538,Engineering
2203,2-s2.0-84984861424,Engineering
2204,2-s2.0-84930797064,Engineering
2205,2-s2.0-84928152781,Engineering
2206,2-s2.0-84905892595,Engineering
2207,2-s2.0-85040064175,Health Professions
2208,2-s2.0-85049238592,Health Professions
2209,2-s2.0-85030160979,Health Professions
2210,2-s2.0-85011031971,Health Professions
2211,2-s2.0-85028923880,Health Professions
2212,2-s2.0-85024881655,Health Professions
2213,2-s2.0-85027415344,Health Professions
2214,2-s2.0-85019765396,Health Professions
2215,2-s2.0-84963811404,Health Professions
2216,2-s2.0-85017431873,Health Professions
2217,2-s2.0-84987607076,Health Professions
2218,2-s2.0-84973098799,Health Professions
2219,2-s2.0-85012994379,Health Professions
2220,2-s2.0-85029859694,Health Professions
2221,2-s2.0-85010527099,Health Professions
2222,2-s2.0-85040722165,Immunology and Microbiology
2223,2-s2.0-85034059715,Immunology and Microbiology
2224,2-s2.0-85026749282,Immunology and Microbiology
2225,2-s2.0-85026242667,Immunology and Microbiology
2226,2-s2.0-85033483190,Immunology and Microbiology
2227,2-s2.0-85031903526,Immunology and Microbiology
2228,2-s2.0-85029833213,Immunology and Microbiology
2229,2-s2.0-85029227305,Immunology and Microbiology
2230,2-s2.0-85021454695,Immunology and Microbiology
2231,2-s2.0-85020298255,Immunology and Microbiology
2232,2-s2.0-85018413022,Immunology and Microbiology
2233,2-s2.0-85014239337,Immunology and Microbiology
2234,2-s2.0-85032581552,Immunology and Microbiology
2235,2-s2.0-85031809054,Immunology and Microbiology
2236,2-s2.0-85031784906,Immunology and Microbiology
2237,2-s2.0-85029458404,Immunology and Microbiology
2238,2-s2.0-85028023806,Immunology and Microbiology
2239,2-s2.0-85026308072,Immunology and Microbiology
2240,2-s2.0-85021820101,Immunology and Microbiology
2241,2-s2.0-85021748422,Immunology and Microbiology
2242,2-s2.0-85021653819,Immunology and Microbiology
2243,2-s2.0-85020920795,Immunology and Microbiology
2244,2-s2.0-85020890383,Immunology and Microbiology
2245,2-s2.0-85021967294,Immunology and Microbiology
2246,2-s2.0-85029422056,Immunology and Microbiology
2247,2-s2.0-85029682396,Immunology and Microbiology
2248,2-s2.0-85029575483,Immunology and Microbiology
2249,2-s2.0-85027502404,Immunology and Microbiology
2250,2-s2.0-85021932641,Immunology and Microbiology
2251,2-s2.0-85019127745,Immunology and Microbiology
2252,2-s2.0-85017172302,Immunology and Microbiology
2253,2-s2.0-85028313731,Immunology and Microbiology
2254,2-s2.0-85030779657,Immunology and Microbiology
2255,2-s2.0-85029499114,Immunology and Microbiology
2256,2-s2.0-85021825435,Immunology and Microbiology
2257,2-s2.0-85017465851,Immunology and Microbiology
2258,2-s2.0-85019400555,Immunology and Microbiology
2259,2-s2.0-85024889277,Immunology and Microbiology
2260,2-s2.0-85027155837,Immunology and Microbiology
2261,2-s2.0-85021760726,Immunology and Microbiology
2262,2-s2.0-85021374186,Immunology and Microbiology
2263,2-s2.0-85021195338,Immunology and Microbiology
2264,2-s2.0-85020871557,Immunology and Microbiology
2265,2-s2.0-85020677970,Immunology and Microbiology
2266,2-s2.0-85015978471,Immunology and Microbiology
2267,2-s2.0-85015422761,Immunology and Microbiology
2268,2-s2.0-85014572588,Immunology and Microbiology
2269,2-s2.0-85014315476,Immunology and Microbiology
2270,2-s2.0-85079280628,Immunology and Microbiology
2271,2-s2.0-85040001154,Immunology and Microbiology
2272,2-s2.0-85026465885,Immunology and Microbiology
2273,2-s2.0-85022048891,Immunology and Microbiology
2274,2-s2.0-85021788163,Immunology and Microbiology
2275,2-s2.0-85019026920,Immunology and Microbiology
2276,2-s2.0-85018730573,Immunology and Microbiology
2277,2-s2.0-85017449346,Immunology and Microbiology
2278,2-s2.0-85016488321,Immunology and Microbiology
2279,2-s2.0-85013800411,Immunology and Microbiology
2280,2-s2.0-85020205697,Immunology and Microbiology
2281,2-s2.0-85020392113,Immunology and Microbiology
2282,2-s2.0-85019562092,Immunology and Microbiology
2283,2-s2.0-85018742747,Immunology and Microbiology
2284,2-s2.0-85018395798,Immunology and Microbiology
2285,2-s2.0-85018385250,Immunology and Microbiology
2286,2-s2.0-85009759061,Immunology and Microbiology
2287,2-s2.0-84995906304,Immunology and Microbiology
2288,2-s2.0-85016011098,Immunology and Microbiology
2289,2-s2.0-85013453516,Immunology and Microbiology
2290,2-s2.0-85019117026,Immunology and Microbiology
2291,2-s2.0-85017559134,Immunology and Microbiology
2292,2-s2.0-85015691907,Immunology and Microbiology
2293,2-s2.0-85014065434,Immunology and Microbiology
2294,2-s2.0-85007179642,Immunology and Microbiology
2295,2-s2.0-85006952323,Immunology and Microbiology
2296,2-s2.0-85006802852,Immunology and Microbiology
2297,2-s2.0-85016336322,Immunology and Microbiology
2298,2-s2.0-85017217824,Immunology and Microbiology
2299,2-s2.0-85015645295,Immunology and Microbiology
2300,2-s2.0-85012302472,Immunology and Microbiology
2301,2-s2.0-85009070273,Immunology and Microbiology
2302,2-s2.0-85006415465,Immunology and Microbiology
2303,2-s2.0-84984802035,Immunology and Microbiology
2304,2-s2.0-84978758590,Immunology and Microbiology
2305,2-s2.0-85015775357,Immunology and Microbiology
2306,2-s2.0-85010411046,Immunology and Microbiology
2307,2-s2.0-85007560439,Immunology and Microbiology
2308,2-s2.0-85007239977,Immunology and Microbiology
2309,2-s2.0-85006368814,Immunology and Microbiology
2310,2-s2.0-84994442827,Immunology and Microbiology
2311,2-s2.0-84994226123,Immunology and Microbiology
2312,2-s2.0-84991086985,Immunology and Microbiology
2313,2-s2.0-85006992960,Immunology and Microbiology
2314,2-s2.0-85006966243,Immunology and Microbiology
2315,2-s2.0-85045530106,Immunology and Microbiology
2316,2-s2.0-85045511213,Immunology and Microbiology
2317,2-s2.0-85030847234,Immunology and Microbiology
2318,2-s2.0-85018643426,Immunology and Microbiology
2319,2-s2.0-85015816594,Immunology and Microbiology
2320,2-s2.0-85015233826,Immunology and Microbiology
2321,2-s2.0-85013832640,Immunology and Microbiology
