source,target,weight
Cuba,Zimbabwe,2
Fiji,Paraguay,2
Colombia,Mauritius,2
Jordan,Macau,2
Jordan,Nicaragua,2
Guinea-Bissau,Malaysia,2
Colombia,Myanmar,2
Fiji,Romania,2
Lebanon,South Sudan,2
Iceland,Qatar,2
Colombia,Niger,2
Colombia,Panama,2
Cyprus,Ghana,2
Lebanon,Trinidad and Tobago,2
Fiji,Nigeria,2
Guinea-Bissau,Pakistan,2
Colombia,El Salvador,2
Guinea-Bissau,Rwanda,2
Iceland,Jamaica,2
Guinea-Bissau,Qatar,2
Guinea-Bissau,Portugal,2
Iceland,Kyrgyzstan,2
Jordan,Malawi,2
Colombia,Guatemala,2
Guinea-Bissau,Philippines,2
Cyprus,Iraq,2
Iceland,Lithuania,2
Colombia,Haiti,2
Iceland,Luxembourg,2
Colombia,Kyrgyzstan,2
Iceland,Malawi,2
Guinea-Bissau,Peru,2
Colombia,Luxembourg,2
Guatemala,Mali,2
Congo,Qatar,2
Lithuania,Mauritius,2
Gabon,Sudan,2
Cote d'Ivoire,Taiwan,2
Costa Rica,Mauritania,2
Georgia,Panama,2
Gabon,Sri Lanka,2
Costa Rica,Mauritius,2
Indonesia,Sierra Leone,2
Kyrgyzstan,Slovenia,2
Kyrgyzstan,Slovakia,2
Kyrgyzstan,Senegal,2
Costa Rica,Mali,2
Georgia,Niger,2
Kyrgyzstan,Romania,2
Georgia,Nicaragua,2
Georgia,Myanmar,2
Costa Rica,Myanmar,2
Costa Rica,Nicaragua,2
Gabon,Sweden,2
Kyrgyzstan,Paraguay,2
Cote d'Ivoire,Trinidad and Tobago,2
Kenya,Paraguay,2
Indonesia,Montenegro,2
Gabon,Paraguay,2
Iran,Sierra Leone,2
Croatia,Fiji,2
Kyrgyzstan,Zambia,2
Kyrgyzstan,Viet Nam,2
Germany,Papua New Guinea,2
Kyrgyzstan,Uzbekistan,2
Cote d'Ivoire,Zambia,2
Georgia,Zimbabwe,2
Gabon,Portugal,2
Kyrgyzstan,Tanzania,2
Gabon,Senegal,2
Costa Rica,Kuwait,2
Georgia,Syrian Arab Republic,2
Cote d'Ivoire,United Arab Emirates,2
Costa Rica,Kyrgyzstan,2
Gabon,Serbia,2
Georgia,Sudan,2
Indonesia,Puerto Rico,2
Gabon,Switzerland,2
Cote d'Ivoire,Serbia,2
Georgia,Malawi,2
Kuwait,Slovakia,2
Costa Rica,Syrian Arab Republic,2
Gambia,Pakistan,2
Kuwait,Tunisia,2
Costa Rica,Togo,2
Kuwait,Sudan,2
Cote d'Ivoire,Iceland,2
Kuwait,Slovenia,2
Gambia,Netherlands,2
Iran,Mauritius,2
Cote d'Ivoire,Paraguay,2
Gambia,Malaysia,2
Gambia,Kenya,2
Gambia,Ghana,2
Kuwait,Norway,2
Kuwait,North Macedonia,2
Gabon,Viet Nam,2
Gabon,Zambia,2
Cote d'Ivoire,Guinea,2
Costa Rica,State of Libya,2
Cote d'Ivoire,Madagascar,2
Gambia,Sierra Leone,2
Kyrgyzstan,Lebanon,2
Gabon,Tanzania,2
Kyrgyzstan,North Macedonia,2
Cote d'Ivoire,New Zealand,2
Georgia,Kazakhstan,2
Georgia,Jamaica,2
Georgia,Haiti,2
Kyrgyzstan,Mongolia,2
Georgia,Guatemala,2
Gabon,Tunisia,2
Gabon,Ukraine,2
Kyrgyzstan,Mauritania,2
Kenya,Trinidad and Tobago,2
Kyrgyzstan,Mali,2
Gambia,Viet Nam,2
Cote d'Ivoire,Mauritania,2
Kyrgyzstan,Lithuania,2
Cote d'Ivoire,Mali,2
Costa Rica,Iceland,2
Croatia,Guatemala,2
Guatemala,Malawi,2
Congo,Venezuela,2
Latvia,Malta,2
Croatia,Nicaragua,2
Latvia,Mali,2
Congo,Uganda,2
Gabon,Kyrgyzstan,2
Greece,Sierra Leone,2
Congo,Ukraine,2
Congo,Uzbekistan,2
Laos,Zambia,2
Greece,Togo,2
Croatia,Mauritius,2
Greece,Rwanda,2
Laos,Venezuela,2
Laos,Uzbekistan,2
Kazakhstan,Uzbekistan,2
Congo,Zambia,2
Costa Rica,Costa Rica,2
Laos,Ukraine,2
Latvia,Mauritania,2
Latvia,Mauritius,2
Germany,South Sudan,2
Gabon,Israel,2
Latvia,Rwanda,2
Congo,Rwanda,2
Guatemala,Lithuania,2
Congo,Singapore,2
Gabon,Iceland,2
Congo,Slovakia,2
Latvia,Paraguay,2
Gabon,Ireland,2
Congo,Slovenia,2
Latvia,Moldova,2
Croatia,Sierra Leone,2
Kazakhstan,Tanzania,2
Guatemala,Japan,2
Gabon,Jamaica,2
Congo,Syrian Arab Republic,2
Guatemala,Haiti,2
Kazakhstan,Togo,2
Greece,Zimbabwe,2
Kazakhstan,Venezuela,2
Greece,Myanmar,2
Laos,Uganda,2
Costa Rica,Guatemala,2
Gabon,Mauritania,2
Croatia,Kyrgyzstan,2
Laos,Peru,2
Laos,Pakistan,2
Gabon,Mexico,2
Croatia,Haiti,2
Ghana,Malta,2
Kenya,Mauritania,2
Ghana,Kuwait,2
Greece,Moldova,2
Ghana,Honduras,2
Costa Rica,Haiti,2
Ghana,Guinea,2
Gabon,Netherlands,2
Germany,Timor Leste,2
Gabon,New Zealand,2
Iran,Somalia,2
Germany,Swaziland,2
Gabon,Mali,2
Laos,Portugal,2
Laos,Qatar,2
Ghana,Niger,2
Greece,Mauritania,2
Kazakhstan,Yemen,2
Laos,Taiwan,2
Kazakhstan,Zimbabwe,2
Laos,Syrian Arab Republic,2
Costa Rica,El Salvador,2
Greece,Kyrgyzstan,2
Laos,Slovenia,2
Laos,Slovakia,2
Croatia,Liberia,2
Ghana,Timor Leste,2
Ghana,Swaziland,2
Laos,Rwanda,2
Gabon,Malawi,2
Gabon,Malaysia,2
Ghana,Papua New Guinea,2
Ghana,Palestine,2
Ethiopia,Papua New Guinea,2
Ireland,Laos,2
Guinea-Bissau,Venezuela,2
Dominican Republic,Puerto Rico,2
Haiti,Qatar,2
Estonia,Gabon,2
Chad,Finland,2
Madagascar,New Zealand,2
Hong Kong,Sierra Leone,2
Dominican Republic,Somalia,2
Haiti,Paraguay,2
Dominican Republic,Seychelles,2
Dominican Republic,Paraguay,2
Guyana,Sweden,2
Madagascar,Mexico,2
Madagascar,Mauritania,2
Madagascar,Mali,2
Jamaica,Kazakhstan,2
Macau,Zimbabwe,2
Macau,Yemen,2
Estonia,Luxembourg,2
Chad,France,2
Haiti,Romania,2
Eritrea,Thailand,2
Madagascar,Paraguay,2
Hong Kong,Panama,2
Ecuador,Liberia,2
Haiti,Tunisia,2
Ecuador,Laos,2
Ecuador,Honduras,2
Haiti,Togo,2
Ecuador,Guinea-Bissau,2
Hong Kong,Nicaragua,2
Ecuador,Gabon,2
Ecuador,Fiji,2
Madagascar,Serbia,2
Madagascar,Senegal,2
Haiti,Taiwan,2
Haiti,Syrian Arab Republic,2
Dominican Republic,United Arab Emirates,2
Haiti,Sri Lanka,2
Madagascar,Poland,2
Haiti,South Korea,2
Jamaica,Mauritius,2
Chile,Trinidad and Tobago,2
Israel,Moldova,2
Estonia,Malta,2
Haiti,Japan,2
Dominican Republic,Kuwait,2
Haiti,Hong Kong,2
Chad,Ireland,2
Estonia,Mauritania,2
Dominican Republic,Guinea-Bissau,2
Chad,Jamaica,2
Macau,Sierra Leone,2
Chad,Japan,2
Haiti,Honduras,2
Denmark,http://guardheart.ern-net.eu,2
Denmark,Trinidad and Tobago,2
Hungary,Jamaica,2
Israel,Madagascar,2
Estonia,Mongolia,2
Macau,Pakistan,2
Denmark,South Sudan,2
Jamaica,Paraguay,2
Jamaica,Panama,2
Haiti,North Macedonia,2
Chad,Hong Kong,2
Dominican Republic,Moldova,2
Macau,Ukraine,2
Haiti,Nicaragua,2
Dominican Republic,Mauritania,2
Chad,Ghana,2
Jamaica,Nicaragua,2
Haiti,Myanmar,2
Haiti,Mongolia,2
Dominican Republic,Mali,2
Estonia,Mali,2
Haiti,Mauritania,2
Haiti,Mali,2
Dominican Republic,Laos,2
Haiti,Lithuania,2
Haiti,Lebanon,2
Macau,Sudan,2
Jamaica,Oman,2
Madagascar,Taiwan,2
Chad,Denmark,2
Hong Kong,Mauritius,2
Central African Republic,Slovenia,2
El Salvador,Saudi Arabia,2
El Salvador,Lithuania,2
El Salvador,Lebanon,2
Central African Republic,Tanzania,2
Honduras,Sudan,2
El Salvador,Senegal,2
El Salvador,Jordan,2
Central African Republic,Tunisia,2
Italy,Laos,2
Honduras,Switzerland,2
El Salvador,Slovakia,2
Honduras,Tanzania,2
El Salvador,Hungary,2
Israel,Sierra Leone,2
Central African Republic,Uzbekistan,2
Central African Republic,Viet Nam,2
Malawi,Paraguay,2
Central African Republic,Sri Lanka,2
Malawi,Syrian Arab Republic,2
El Salvador,Greece,2
Central African Republic,Slovakia,2
El Salvador,North Macedonia,2
Central African Republic,Paraguay,2
Central African Republic,Philippines,2
El Salvador,Norway,2
Israel,Timor Leste,2
Malawi,Uruguay,2
El Salvador,Mexico,2
El Salvador,Mauritania,2
Malawi,United Arab Emirates,2
Central African Republic,Romania,2
Honduras,Senegal,2
Central African Republic,Senegal,2
Honduras,Serbia,2
Malawi,Togo,2
El Salvador,Philippines,2
El Salvador,Mali,2
Israel,Swaziland,2
El Salvador,State of Libya,2
Malawi,Oman,2
Ecuador,Madagascar,2
Malawi,Mali,2
Chad,Croatia,2
Ecuador,Swaziland,2
El Salvador,Tunisia,2
Malawi,Malawi,2
Madagascar,Zambia,2
Ecuador,Somalia,2
Ecuador,Seychelles,2
Israel,Papua New Guinea,2
Hong Kong,Kyrgyzstan,2
Madagascar,Viet Nam,2
Ecuador,Papua New Guinea,2
Italy,Seychelles,2
Honduras,Israel,2
Italy,Sierra Leone,2
El Salvador,Zambia,2
Madagascar,Ukraine,2
Italy,Somalia,2
Ecuador,Timor Leste,2
Ecuador,Trinidad and Tobago,2
Central African Republic,Zambia,2
Egypt,Fiji,2
Honduras,New Zealand,2
Malawi,Nicaragua,2
Chad,Chad,2
Honduras,Ukraine,2
Malawi,Nepal,2
El Salvador,Ethiopia,2
Malawi,Myanmar,2
Honduras,Venezuela,2
Honduras,Viet Nam,2
Egypt,South Sudan,2
Egypt,Liberia,2
Honduras,Zambia,2
Malawi,Mauritania,2
Malawi,Malta,2
Egypt,Guinea,2
Honduras,Zimbabwe,2
Honduras,Mali,2
Hungary,Kyrgyzstan,2
Kuwait,Mongolia,2
Luxembourg,Viet Nam,2
Democratic Republic Congo,Montenegro,2
Estonia,Zambia,2
Lithuania,Togo,2
Chad,Mongolia,2
Hungary,Mongolia,2
Chad,Switzerland,2
Ireland,Sierra Leone,2
Chad,Paraguay,2
Luxembourg,Romania,2
Luxembourg,Uruguay,2
Ethiopia,Kuwait,2
Denmark,Fiji,2
Denmark,Liberia,2
Jamaica,Zimbabwe,2
Chad,Yemen,2
Denmark,Maldives,2
Ethiopia,Fiji,2
Estonia,Paraguay,2
Chad,Zambia,2
Chad,Romania,2
Macau,Mauritania,2
Ethiopia,Liberia,2
Chad,Panama,2
Luxembourg,Tunisia,2
Democratic Republic Congo,Malta,2
Hungary,Mauritania,2
Estonia,Uruguay,2
Chad,Tanzania,2
Ethiopia,Macau,2
Chad,Netherlands,2
Lithuania,Syrian Arab Republic,2
Ireland,Somalia,2
Japan,Maldives,2
Guyana,Mexico,2
Jamaica,Yemen,2
Ethiopia,Madagascar,2
Lithuania,State of Libya,2
Czech Republic,Syrian Arab Republic,2
Estonia,Tanzania,2
Chad,Nepal,2
Luxembourg,Slovakia,2
Ethiopia,Maldives,2
Chad,Uzbekistan,2
Chad,Myanmar,2
Macau,Mongolia,2
Democratic Republic Congo,Kuwait,2
Ethiopia,Oman,2
Luxembourg,Malaysia,2
Ethiopia,Montenegro,2
Guinea-Bissau,Zambia,2
Democratic Republic Congo,Qatar,2
Democratic Republic Congo,Sierra Leone,2
Ethiopia,Gabon,2
Chad,Sri Lanka,2
Chad,Slovakia,2
Ethiopia,Guinea,2
Chad,Singapore,2
Macau,Montenegro,2
Czech Republic,Mauritius,2
Chad,Zimbabwe,2
Lithuania,Nicaragua,2
Jamaica,Togo,2
Ireland,Seychelles,2
Luxembourg,Malta,2
Chad,Senegal,2
Lithuania,Myanmar,2
Chile,Gambia,2
Guyana,Iran,2
El Salvador,Taiwan,1
Belarus,Myanmar,1
El Salvador,Uruguay,1
Bahrain,Guatemala,1
Belarus,Nicaragua,1
Belarus,Timor Leste,1
Bahrain,Guinea-Bissau,1
Fiji,Nepal,1
Belarus,Papua New Guinea,1
Poland,South Sudan,1
Belarus,Mongolia,1
Belarus,Togo,1
Ireland,South Sudan,1
Aruba,Ukraine,1
Aruba,Uganda,1
Gabon,Mongolia,1
Ad Hoc Committee on PRP,Canada,1
Peru,South Sudan,1
Bangladesh,Bhutan,1
Gabon,Singapore,1
Portugal,Timor Leste,1
Gabon,Slovakia,1
Bahrain,Trinidad and Tobago,1
Rwanda,Swaziland,1
Belarus,Swaziland,1
Gabon,Rwanda,1
Aruba,United Arab Emirates,1
Gabon,Nepal,1
Gabon,Nicaragua,1
Gabon,Niger,1
Ethiopia,Guyana,1
Gabon,North Macedonia,1
Ireland,Moldova,1
Fiji,Ireland,1
Gabon,Slovenia,1
Fiji,Liberia,1
Belarus,Philippines,1
Belarus,Rwanda,1
El Salvador,Togo,1
Ireland,Timor Leste,1
Iran,Seychelles,1
Ireland,Swaziland,1
Bahrain,Haiti,1
Gabon,Myanmar,1
Bahrain,Guyana,1
Gabon,Panama,1
Gabon,Papua New Guinea,1
Belarus,North Macedonia,1
Ethiopia,Laos,1
Fiji,Hong Kong,1
El Salvador,Timor Leste,1
Portugal,South Sudan,1
El Salvador,United Arab Emirates,1
Austria,Cambodia,1
Gabon,Romania,1
Portugal,Swaziland,1
Aruba,Uzbekistan,1
Austria,Cape Verde,1
Qatar,Sierra Leone,1
Belgium,Bhutan,1
Aruba,Tunisia,1
Belgium,Gabon,1
El Salvador,Panama,1
Aruba,Moldova,1
Ethiopia,Moldova,1
El Salvador,Papua New Guinea,1
Aruba,Mongolia,1
Aruba,Nepal,1
Gabon,Uruguay,1
Aruba,New Zealand,1
Saudi Arabia,Swaziland,1
Aruba,Nigeria,1
Aruba,North Macedonia,1
Ethiopia,Seychelles,1
Aruba,Norway,1
Aruba,Oman,1
Saudi Arabia,South Sudan,1
Aruba,Pakistan,1
Bahrain,Senegal,1
Ethiopia,Somalia,1
Aruba,Philippines,1
Bahrain,Mozambique,1
Bahrain,Paraguay,1
El Salvador,Oman,1
Aruba,Kuwait,1
Aruba,Indonesia,1
Aruba,Iran,1
Aruba,Ireland,1
Aruba,Jamaica,1
Belgium,Liberia,1
Aruba,Jordan,1
Bahrain,Nicaragua,1
Aruba,Kazakhstan,1
Aruba,Kyrgyzstan,1
Saudi Arabia,Timor Leste,1
Gabon,Venezuela,1
Bahrain,Panama,1
Aruba,Lebanon,1
Aruba,Lithuania,1
Aruba,Malawi,1
Ethiopia,Puerto Rico,1
Gabon,Uzbekistan,1
Aruba,Mauritius,1
Iran,Moldova,1
Belgium,Fiji,1
Aruba,Thailand,1
El Salvador,Rwanda,1
Bahrain,Maldives,1
Rwanda,Uruguay,1
Aruba,Slovenia,1
Gabon,Taiwan,1
Portugal,Sierra Leone,1
Aruba,Sri Lanka,1
Gabon,Swaziland,1
El Salvador,Sri Lanka,1
Bahrain,Tanzania,1
Belarus,Zimbabwe,1
Federated States of Micronesia,Saudi Arabia,1
Rwanda,Timor Leste,1
El Salvador,Sudan,1
Gabon,State of Libya,1
Bahrain,Laos,1
El Salvador,Swaziland,1
Fiji,Georgia,1
Belarus,Venezuela,1
Gabon,South Korea,1
Bahrain,Mali,1
Aruba,Slovakia,1
Bahrain,Malta,1
Aruba,Qatar,1
Ireland,Papua New Guinea,1
Bahrain,Seychelles,1
Ethiopia,South Sudan,1
Aruba,Puerto Rico,1
Saudi Arabia,Sierra Leone,1
Belgium,Chad,1
Gabon,Trinidad and Tobago,1
Israel,South Sudan,1
Bahrain,Somalia,1
Aruba,Serbia,1
Belgium,Burundi,1
Belgium,Brunei Darussalam,1
Aruba,Romania,1
Aruba,Russian Federation,1
Gabon,Togo,1
Gabon,Timor Leste,1
Bahrain,South Sudan,1
Rwanda,Yemen,1
El Salvador,Uzbekistan,1
Belarus,Kyrgyzstan,1
El Salvador,Venezuela,1
Azerbaijan,Guyana,1
Philippines,Swaziland,1
Azerbaijan,Trinidad and Tobago,1
Belarus,Botswana,1
French Guiana,Honduras,1
Azerbaijan,Honduras,1
Fiji,Uruguay,1
Azerbaijan,Timor Leste,1
Iraq,Maldives,1
Estonia,State of Libya,1
Belarus,Bosnia and Herzegovina,1
Qatar,Zimbabwe,1
Azerbaijan,Kuwait,1
Estonia,Rwanda,1
France,Timor Leste,1
Azerbaijan,Laos,1
Finland,Gabon,1
Azerbaijan,Swaziland,1
France,Swaziland,1
Puerto Rico,Tunisia,1
Fiji,Tunisia,1
Romania,Seychelles,1
Belarus,Burundi,1
French Guiana,Iran,1
Iraq,Kuwait,1
French Guiana,Sudan,1
Fiji,Sudan,1
French Guiana,Peru,1
Romania,Swaziland,1
Estonia,Madagascar,1
French Guiana,Mexico,1
Azerbaijan,Uruguay,1
Azerbaijan,Congo,1
French Guiana,Mauritania,1
Azerbaijan,Cote d'Ivoire,1
Belarus,Burkina Faso,1
Estonia,Swaziland,1
Romania,South Sudan,1
Azerbaijan,El Salvador,1
Romania,Somalia,1
Azerbaijan,Gabon,1
French Guiana,Italy,1
Azerbaijan,Guinea-Bissau,1
Qatar,Uruguay,1
Iraq,Trinidad and Tobago,1
Azerbaijan,State of Libya,1
Azerbaijan,Macau,1
France,Gabon,1
Finland,Timor Leste,1
Finland,Swaziland,1
Finland,South Sudan,1
Estonia,Myanmar,1
Iraq,Qatar,1
Finland,Somalia,1
Bangladesh,Puerto Rico,1
Qatar,South Sudan,1
Azerbaijan,Niger,1
Finland,Maldives,1
Iraq,South Sudan,1
Azerbaijan,Papua New Guinea,1
Estonia,Nicaragua,1
Finland,Seychelles,1
Estonia,Niger,1
Estonia,Papua New Guinea,1
Iraq,Sierra Leone,1
Estonia,Panama,1
Iraq,Oman,1
Finland,Madagascar,1
Finland,Laos,1
Philippines,Timor Leste,1
Azerbaijan,Madagascar,1
Finland,Guinea-Bissau,1
Azerbaijan,Somalia,1
Azerbaijan,Maldives,1
Iraq,Montenegro,1
Azerbaijan,Sierra Leone,1
Azerbaijan,Seychelles,1
Bangladesh,Trinidad and Tobago,1
France,Papua New Guinea,1
Finland,Guyana,1
Israel,Maldives,1
Estonia,Mauritius,1
Qatar,Trinidad and Tobago,1
France,Madagascar,1
Azerbaijan,Moldova,1
Estonia,Moldova,1
France,Guyana,1
Puerto Rico,Zimbabwe,1
Azerbaijan,Burundi,1
Azerbaijan,Botswana,1
Ireland,Maldives,1
Belarus,Jordan,1
Poland,Seychelles,1
Bahrain,Congo,1
Belarus,Jamaica,1
Belarus,Honduras,1
Belarus,Haiti,1
Bahrain,Chad,1
Austria,Mauritius,1
Fiji,Norway,1
Ireland,Liberia,1
Estonia,Zimbabwe,1
Belarus,Guatemala,1
Gabon,Kenya,1
Fiji,Pakistan,1
Philippines,Puerto Rico,1
Gabon,Kazakhstan,1
Gabon,Jordan,1
Belarus,Gabon,1
Fiji,Panama,1
Russian Federation,Somalia,1
Ethiopia,French Guiana,1
El Salvador,Zimbabwe,1
Romania,Timor Leste,1
Fiji,Niger,1
Belarus,Malawi,1
Belarus,Madagascar,1
El Salvador,Yemen,1
Austria,Guatemala,1
Austria,Guyana,1
Fiji,New Zealand,1
Austria,Haiti,1
Gabon,Madagascar,1
Austria,Honduras,1
Gabon,Lithuania,1
Ethiopia,Guinea-Bissau,1
Austria,Madagascar,1
Bangladesh,Moldova,1
Poland,Somalia,1
Belarus,Kenya,1
Gabon,Lebanon,1
Gabon,Latvia,1
Ethiopia,Gambia,1
Ireland,Madagascar,1
Gabon,Japan,1
Bahrain,Botswana,1
Belarus,El Salvador,1
Belarus,Dominican Republic,1
Gabon,Hong Kong,1
Gabon,Honduras,1
Belarus,Cote d'Ivoire,1
Belarus,Costa Rica,1
Belarus,Chad,1
Gabon,Haiti,1
Estonia,Togo,1
Gabon,Guatemala,1
Belarus,Central African Republic,1
Fiji,Slovakia,1
Puerto Rico,Rwanda,1
Azerbaijan,Bolivia,1
Estonia,Timor Leste,1
French Guiana,Venezuela,1
Philippines,South Sudan,1
Romania,Trinidad and Tobago,1
Fiji,Slovenia,1
French Guiana,United Kingdom,1
Belarus,Cambodia,1
Estonia,Honduras,1
Austria,Venezuela,1
Estonia,Haiti,1
Bangladesh,French Guiana,1
Iran,Maldives,1
Austria,Nicaragua,1
Austria,Niger,1
Russian Federation,Seychelles,1
Austria,Papua New Guinea,1
Estonia,Guatemala,1
Austria,Rwanda,1
Austria,Sierra Leone,1
Estonia,Yemen,1
Belarus,Cuba,1
Fiji,Peru,1
Fiji,Philippines,1
Austria,Swaziland,1
Gabon,Hungary,1
Austria,Timor Leste,1
Estonia,Venezuela,1
Austria,Togo,1
Fiji,Qatar,1
Gabon,Georgia,1
Central African Republic,Papua New Guinea,1
Gabon,Yemen,1
Guyana,Nepal,1
Hungary,Papua New Guinea,1
Hungary,Panama,1
Guyana,Mongolia,1
Guyana,Montenegro,1
Guyana,Myanmar,1
Albania,Mauritius,1
Guyana,Netherlands,1
Guyana,Mali,1
Albania,Maldives,1
Guyana,New Zealand,1
Albania,Madagascar,1
Hungary,Niger,1
Hungary,Nicaragua,1
Albania,Liberia,1
Guyana,Mauritania,1
Guyana,Macau,1
Guyana,Uzbekistan,1
Hungary,Rwanda,1
Sweden,Timor Leste,1
Guyana,Indonesia,1
Albania,Swaziland,1
Guyana,Ireland,1
Albania,South Sudan,1
Albania,Somalia,1
Albania,Seychelles,1
Albania,Oman,1
Guyana,Israel,1
Guyana,Italy,1
Guyana,Jamaica,1
Albania,Papua New Guinea,1
Guyana,Japan,1
Albania,Palestine,1
Guyana,Nigeria,1
Albania,Latvia,1
Albania,Laos,1
Guyana,Sri Lanka,1
Albania,Guinea-Bissau,1
Guyana,Singapore,1
Taiwan,Timor Leste,1
Hungary,Madagascar,1
Taiwan,Trinidad and Tobago,1
Guyana,Slovakia,1
Albania,Fiji,1
Guyana,Pakistan,1
Albania,El Salvador,1
Guyana,Syrian Arab Republic,1
Guyana,Thailand,1
Albania,Cote d'Ivoire,1
Guyana,Ukraine,1
Albania,Congo,1
Albania,Guyana,1
Syrian Arab Republic,Zimbabwe,1
Guyana,Sierra Leone,1
Syrian Arab Republic,Yemen,1
Guyana,Serbia,1
Albania,Honduras,1
Albania,Hungary,1
Hungary,Mauritius,1
Syrian Arab Republic,United Arab Emirates,1
Guyana,Russian Federation,1
Hungary,Moldova,1
Guyana,Romania,1
Guyana,Poland,1
Albania,Kuwait,1
Guyana,Peru,1
Hungary,Myanmar,1
Guyana,Panama,1
Guyana,India,1
Guyana,Hong Kong,1
Albania,Timor Leste,1
Algeria,El Salvador,1
Algeria,Guyana,1
State of Libya,Swaziland,1
State of Libya,Taiwan,1
Guinea-Bissau,Poland,1
State of Libya,Timor Leste,1
State of Libya,Togo,1
Guinea-Bissau,Romania,1
Guinea-Bissau,Seychelles,1
Guinea-Bissau,Russian Federation,1
State of Libya,Uzbekistan,1
State of Libya,Venezuela,1
Iceland,Iraq,1
Guinea-Bissau,Senegal,1
Guinea-Bissau,Serbia,1
Algeria,Honduras,1
Iceland,Mongolia,1
Algeria,Kuwait,1
Guinea-Bissau,Oman,1
Guinea-Bissau,North Macedonia,1
Algeria,Macau,1
Algeria,Madagascar,1
Guinea-Bissau,Nicaragua,1
Guinea-Bissau,Myanmar,1
Algeria,Moldova,1
Guinea-Bissau,Mozambique,1
Sri Lanka,Timor Leste,1
Algeria,Montenegro,1
Guinea-Bissau,Morocco,1
Guinea-Bissau,Mongolia,1
Guinea-Bissau,Mauritius,1
Guinea-Bissau,Malawi,1
State of Libya,Zimbabwe,1
Sudan,Swaziland,1
Guinea-Bissau,Viet Nam,1
Guinea-Bissau,Togo,1
Swaziland,Taiwan,1
Hungary,Timor Leste,1
Guinea-Bissau,Thailand,1
Swaziland,Timor Leste,1
Swaziland,Togo,1
Swaziland,Tunisia,1
Guinea-Bissau,Tunisia,1
Hungary,Zimbabwe,1
Hungary,Swaziland,1
Swaziland,Uruguay,1
Swaziland,Uzbekistan,1
Swaziland,Venezuela,1
Swaziland,Yemen,1
Swaziland,Zimbabwe,1
Hungary,Togo,1
Swaziland,Sweden,1
Sudan,Zimbabwe,1
Guinea-Bissau,Tanzania,1
Guinea-Bissau,Taiwan,1
Guinea-Bissau,Sri Lanka,1
Guinea-Bissau,South Korea,1
Guinea-Bissau,Somalia,1
Algeria,Angola,1
Algeria,Aruba,1
Algeria,Bolivia,1
Sudan,Trinidad and Tobago,1
Sudan,Togo,1
Sudan,Timor Leste,1
Hungary,Yemen,1
Algeria,Burundi,1
Algeria,Cambodia,1
Guyana,United Arab Emirates,1
Albania,Central African Republic,1
Algeria,Niger,1
Afghanistan,El Salvador,1
Afghanistan,Guinea-Bissau,1
Honduras,Mongolia,1
Honduras,Myanmar,1
Afghanistan,Gabon,1
Honduras,Yemen,1
Afghanistan,Estonia,1
Honduras,Uzbekistan,1
Honduras,Malaysia,1
Afghanistan,Cyprus,1
Honduras,Uruguay,1
Honduras,Nepal,1
Honduras,Netherlands,1
United Arab Emirates,Zimbabwe,1
Afghanistan,Cote d'Ivoire,1
Afghanistan,Honduras,1
Afghanistan,Hungary,1
Guyana,Viet Nam,1
Afghanistan,Kyrgyzstan,1
Honduras,Jamaica,1
Afghanistan,Madagascar,1
Afghanistan,Macau,1
Honduras,Japan,1
Afghanistan,Latvia,1
Afghanistan,Laos,1
Honduras,Jordan,1
Honduras,Malawi,1
Honduras,Kazakhstan,1
Honduras,Kenya,1
Honduras,Kyrgyzstan,1
Honduras,Latvia,1
Honduras,Lithuania,1
Honduras,Madagascar,1
Afghanistan,Congo,1
Honduras,Tunisia,1
Afghanistan,Chad,1
Honduras,Saudi Arabia,1
Honduras,North Macedonia,1
Afghanistan,Austria,1
Honduras,Slovenia,1
Honduras,Slovakia,1
Honduras,Singapore,1
Afghanistan,Angola,1
Honduras,Rwanda,1
Afghanistan,Central African Republic,1
Ad Hoc Committee on PRP,Thailand,1
Honduras,Norway,1
Honduras,Romania,1
Honduras,Portugal,1
Honduras,Panama,1
Ad Hoc Committee on PRP,Italy,1
Honduras,South Korea,1
Honduras,Niger,1
Honduras,Sri Lanka,1
Uruguay,Zimbabwe,1
Honduras,State of Libya,1
Afghanistan,Belarus,1
Uruguay,Venezuela,1
Uruguay,Uzbekistan,1
Honduras,Swaziland,1
Honduras,Sweden,1
Afghanistan,Bolivia,1
Honduras,Taiwan,1
Honduras,Nicaragua,1
Afghanistan,Burundi,1
Afghanistan,Cambodia,1
Honduras,Timor Leste,1
Honduras,Togo,1
Afghanistan,Maldives,1
Honduras,Ireland,1
Honduras,Hungary,1
Hong Kong,South Sudan,1
Afghanistan,Uruguay,1
Hong Kong,Swaziland,1
Haiti,Nepal,1
Afghanistan,Trinidad and Tobago,1
Afghanistan,Timor Leste,1
Haiti,Niger,1
Timor Leste,Togo,1
Timor Leste,Uzbekistan,1
Timor Leste,Tunisia,1
Afghanistan,Swaziland,1
Haiti,Oman,1
Hong Kong,Somalia,1
Afghanistan,Sudan,1
Afghanistan,State of Libya,1
Hong Kong,Timor Leste,1
Hong Kong,Trinidad and Tobago,1
Haiti,Mauritius,1
Albania,Angola,1
Haiti,Madagascar,1
Haiti,Latvia,1
Haiti,Laos,1
Haiti,Kyrgyzstan,1
Haiti,Kazakhstan,1
Haiti,Jordan,1
Haiti,Hungary,1
