Eid,Index_Terms
2-s2.0-85020837953, Additives Blending Block copolymers Butenes Clarity Co-crystallizations Crystallization Crystallization behavior Elongation at break Fracture mechanics Glass transition L-lactide Multi-functional Optimal conditions Poly(butylene succinate) Solubility Toughness
2-s2.0-85021245434,---
2-s2.0-85021197129,---
2-s2.0-85019905263, Bounded disturbances Controllers Digital control systems Discrete time control systems Feedback control Model predictive control Model predictive controllers Optimal control systems Quadratic programming Quadratic programming problems Robust control Robust model predictive control Robust stability State and input constraints Time varying Time varying control systems Tubes (components) Uncertain discrete-time systems
2-s2.0-85019391328," 4 (2 hydroxyethyl) 1 piperazineethanesulfonic acid Article Cell Line, Tumor Conventional surfactants Curcumin Curcumin derivatives Encapsulated materials Fluorescence Fluorescence probes Fluorescence quantum yield Gadolinium HEPES Humans Hydrophobic molecules Hydrophobicity Metal nanoparticles Molecules Nanoparticles Nanostructures Optical Imaging Organometallic Compounds Particle Size Polymeric nanoparticles Self assembled complexes Self assembly Sodium Dodecyl Sulfate Sodium dodecyl sulfate Sodium sulfate Spheres chemistry controlled study curcumin curcumin borondifluoride dodecyl sulfate sodium dye encapsulation fluorescence imaging gadolinium human hydrophobicity ion metal ion molecule nanomaterial nanoparticle organometallic compound particle size priority journal quantum yield synthesis tumor cell line unclassified drug water"
2-s2.0-85019882967," Animals Article Blood Glucose C57BL mouse Dose-Response Relationship, Drug INS-1 cell line Ins1 protein, mouse Insulin Insulin Resistance Male Mice Mice, Inbred C57BL Mori ramulus Morus Plant Extracts Western blotting adipose tissue advanced glycation end product animal animal cell animal experiment animal model animal tissue antidiabetic agent branchlet controlled study diabetes control diet restriction dose response drug effects glucose glucose blood level in vitro study in vivo study insulin insulin blood level insulin receptor insulin release insulin resistance insulin sensitivity isolation and purification liver tissue male metabolism mori ramulus extract mouse non insulin dependent diabetes mellitus nonhuman pancreas islet beta cell physiology plant extract priority journal protein expression quantitative analysis reactive oxygen metabolite real time polymerase chain reaction secretion (process) transcription factor PDX 1 unclassified drug"
2-s2.0-85019700614, Civil engineering Concentrated force Displacement solution Distributed forces Elastic beam Engesser's theorem Mechanical engineering Numerical approaches Scaling laws Similar models Structural similarity
2-s2.0-85019260706,---
2-s2.0-85019568067,---
2-s2.0-85018427800, BOOST converter Charging (batteries) DC-DC converters Electric batteries Electric charge Electric inverters Electric power systems Electronic equipment Electronic gadgets Energy harvesting Secondary batteries Temperature differences Thermoelectric Thermoelectric equipment Thermoelectric generators Thermoelectricity
2-s2.0-85018738082," AGGF1 protein, human Angiogenic Proteins Animals Body Weight Corpus Luteum Female Follicular Phase Granulosa Cells Image Processing, Computer-Assisted Immunohistochemistry Leptin Luteal Phase Oocytes Ovarian Follicle Ovary Swine Theca Cells Weight Gain anatomy and histology angiogenic protein animal body weight chemistry corpus luteum female follicular phase granulosa cell image processing immunohistochemistry leptin luteal phase metabolism oocyte ovary ovary follicle physiology pig theca cell veterinary weight gain"
2-s2.0-85017289608, Anthraquinones Anticancer activities Biochemistry Chitin Chitosan Critical micelle concentration Critical micelle concentration (cmc) Cytotoxicity Damnacanthal Dams Degree of substitution Drug Carriers Drug delivery Hydrophobic compounds Hydrophobicity Micelles Motion Picture Experts Group standards Nanomicelles Nanostructures Particle Size Particle size Pharmacological properties Polyethylene Glycols Polyethylene glycols Polymers Self assembled nanoparticles anthraquinone derivative chitosan damnacanthal drug carrier macrogol derivative micelle nanomaterial particle size polymer
2-s2.0-85017507304, Appearance modeling Article Backpropagation Biometric Identification Bottom layers Convolution Convolutional neural networks Deep learning Deformable part models Forward propagation Human pose estimations Humans Multilayer neural networks Neural Networks (Computer) Posture Structural model parameters Structured SVM Structured supports Support Vector Machine Support vector machines analytic method artificial neural network back propagation biometry body position feasibility study human human pose estimation problem learning algorithm mathematical parameters priority journal procedures structural model support vector machine
2-s2.0-85016785863," 3 carboxypropyl trimethylammonium chloride Anti-Bacterial Agents Article Chitin Escherichia coli Hydrophobic and Hydrophilic Interactions Microbial Sensitivity Tests Quaternary Ammonium Compounds Staphylococcus aureus Time Factors acetylation acylation antiinfective agent bacterial viability bactericidal activity carboxymethyl trimethylammonium chloride chemical modification chemical phenomena chemistry chitin chitin derivative colony forming unit controlled study drug effects drug specificity drug structure evaporation field emission scanning electron microscopy hydrophilicity hydrophobicity microbial sensitivity test n dodecyl n,n (dimethylammonio)butyrate nonhuman proton transport quaternary ammonium derivative surface charge time factor unclassified drug viscosity zeta potential"
2-s2.0-85016266044, Closed form solutions Failure mechanism Finite element method Overburden stress Parametric study Stability Strength gradients Strength profiles Three dimensional computer graphics Three dimensional finite element analysis Tunnel face clay finite element method shear strength stability analysis tunnel
2-s2.0-85016108967," AP3B1 gene Article CD27 antigen Child DNA DNA Mutational Analysis DNA sequence Exome Genetic Association Studies Genetic Testing Humans ITK gene LYST gene LYST protein, human Lymphohistiocytosis, Hemophagocytic MAGT1 gene Membrane Proteins Molecular Diagnostic Techniques Multigene Family Mutation PRF1 gene PRF1 protein, human Perforin Polymorphism, Single Nucleotide Qa-SNARE Proteins RAB27A protein, human Rab protein Rab27a protein STX11 gene STX11 protein, human STXBP2 gene Sanger sequencing Sequence Analysis, DNA Thai (citizen) UNC13D gene UNC13D protein, human Vesicular Transport Proteins X linked inhibitor of apoptosis child childhood disease clinical article controlled study dna mutational analysis exome female gene gene expression gene frequency gene mutation genetic association study genetic screening genetic variation genetics hemophagocytic syndrome heterozygosity homozygosity human infant male membrane protein missense mutation molecular diagnosis multigene family mutation mutational analysis perforin procedures rab GTP-Binding Proteins signaling lymphocyte activation molecule associated protein single nucleotide polymorphism syntaxin vesicular transport protein whole exome sequencing"
2-s2.0-85019205308,---
2-s2.0-85016236127, Animals Article Bandages Chitin Elasticity Gels Proteolysis Rubber Sericins Wound Healing animal animal cell bandage cell viability chemical structure chemistry chitin chitin whisker controlled study cytotoxicity elasticity equipment design film gel metabolism mouse nanocomposite nonhuman protein content protein degradation protein secretion rubber sericin silk surface property tensile strength unclassified drug wound dressing wound healing
2-s2.0-85014246473, 3 hydroxykynurenine Adolescent Adult Aged Anxiety Article Cambridge Neuropsychological Test Automated Battery Cognition Disorders Depression Female Humans Male Middle Aged Schizophrenia Schizophrenic Psychology Symptom Assessment Tryptophan Young Adult adolescent adult aged anthranilic acid anxiety attention chronic fatigue syndrome cognitive defect complication controlled study depression emotional disorder female fibromyalgia flu like syndrome human immunoglobulin A immunoglobulin M kynurenic acid major clinical study malaise male metabolism middle aged muscle tone myalgia negative syndrome neuropsychological test picolinic acid positive syndrome psychology psychosomatics quinolinic acid schizophrenia state dependent learning symptom assessment tryptophan working memory xanthurenic acid young adult
2-s2.0-85015912542, Biodiesel Biodiesel production Biofuels Extraction Feedstocks Natural antioxidants Oxidation resistance Oxidative stability index Particle size Process modifications Reaction temperature Reactive extraction Situ transesterification Spent coffee grounds Transesterification Waste utilization biofuel chemical alteration chemical property coffee crop residue diesel extraction method in situ test index method oxidation particle size recycling temperature
2-s2.0-85014036033, Alumina Aluminum oxide Ammonia Box-Behnken design Catalysts Dependent variables Independent variables Lubricant oil Lubricating oils Oligomerization Oligomers Petroleum transportation Physio-chemical properties Reaction temperature Response surface methodology Sulfur determination Synthetic fuels Transportation fuels
2-s2.0-85010303484," Aged, 80 and over Article Carcinoma, Renal Cell Contrast Media Humans Kidney Neoplasms Male Neoplasm Recurrence, Local Renal Insufficiency, Chronic Ultrasonography aged cancer recurrence case report chronic kidney failure complication contrast medium contrast-enhanced ultrasound creatinine creatinine clearance diagnostic imaging distant metastasis echography hematuria human human tissue immunotherapy kidney carcinoma kidney tumor male multiple cycle treatment nuclear magnetic resonance imaging partial nephrectomy postoperative period renal cell carcinoma sulfur hexafluoride sunitinib transducer tumor recurrence very elderly x-ray computed tomography"
2-s2.0-85018272155," Acne Vulgaris Adolescent Article Erythema Facial Dermatoses Female Humans Lasers, Dye Low-Level Light Therapy Male Patient Satisfaction Severity of Illness Index Young Adult acne acne erythema acne vulgaris adolescent adult clinical article controlled study disease severity dye laser erythema female human low level laser therapy male papule patient satisfaction pulsed dye laser randomized controlled trial severity of illness index skin disease therapeutic use therapy effect young adult"
2-s2.0-85015693532, Algorithm for solving Interval linear systems Linear constraints Linear equations Linear inequalities Linear systems Localized solutions Max-plus algebra Optimization Optimization problems Solvability conditions
2-s2.0-84975229544," Alleles Article Case-Control Studies DNA DNA Damage DNA Glycosylases DNA Repair DNA damage DNA glycosyltransferase DNA repair Depression Genetic Predisposition to Disease Humans Middle Aged Oxidation-Reduction Polymorphism, Single Nucleotide Risk Factors adult allele case control study clinical article comet assay controlled study depression excision repair genetic predisposition genetic regulation genetic variability genetics genotype human human cell middle aged molecular pathology molecular probe oxidation reduction reaction oxidative stress oxoguanine glycosylase 1, human peripheral blood mononuclear cell recurrent disease risk factor single nucleotide polymorphism"
2-s2.0-85006856684," Animals Bacterial Typing Techniques Electrophoresis, Agar Gel Fish Diseases Flavobacteriaceae Infections Flavobacteriaceae infection Flavobacterium Genome, Bacterial Polymerase Chain Reaction Polymorphism, Restriction Fragment Length RNA 16S RNA, Bacterial RNA, Ribosomal, 16S agar gel electrophoresis animal bacterial RNA bacterial genome bacterium identification classification fish disease isolation and purification microbiology polymerase chain reaction procedures restriction fragment length polymorphism veterinary medicine"
2-s2.0-85011031971, Accelerometry Adult Article Cross-Sectional Studies Energy Metabolism Female Humans Linear Models Male Metabolic Equivalent Motor Activity Oxygen Consumption Wearable Electronic Devices Wrist Young Adult accelerometer accelerometry adult cross-sectional study devices electronic device energy expenditure energy metabolism exercise intensity female human indirect calorimetry male metabolic equivalent metabolic measurement system motor activity normal human oxygen oxygen consumption physical activity physiology sitting statistical model steady state wrist wrist worn triaxial accelerometry young adult
2-s2.0-84969988656, Animals Article Atomic force microscopy Biocompatibility Biomedical applications Carbodiimides Cell Line Cell culture Collagen Collagen hydrolysate Cross-Linking Reagents Fibroblasts L929 cell line Materials Testing Medical applications Mice Modified surfaces Mouse-fibroblasts Nitrogen plasma Oxygen and nitrogens Plasma Gases Plasma applications Plasma treatment Polycaprolactone Polyesters Proteins Two step method X ray photoelectron spectroscopy air amine animal animal cell binding affinity biocompatibility carbon cell adhesion cell line cell structure chemical bond chemistry collagen conjugation cross linking cross linking reagent cyanamide cytology fibroblast gelatin in vitro study materials testing metabolism mouse nitrogen nonhuman oxygen physical chemistry plasma gas polycaprolactone polyester surface property wettability
2-s2.0-84955270045,---
2-s2.0-85027731124,---
2-s2.0-85014088299," 4 [4 (1,3 benzodioxol 5 yl) 5 (2 pyridinyl) 1h imidazol 2 yl]benzamide Amyloid Precursor Protein Secretases Article Basic Helix-Loop-Helix Transcription Factors Bone Morphogenetic Proteins Cell Cycle Proteins Cells, Cultured Compressive Strength Genetic Markers HES1 protein, human HEY1 protein, human Hermes antigen Humans Mechanotransduction, Cellular NOTCH2 protein, human NOTCH3 protein, human Notch receptor Notch2 receptor Notch3 receptor Periodontal Ligament Protease Inhibitors Protein Kinase Inhibitors RNA Interference RNA interference RNA, Messenger Receptor, Notch2 Receptor, Notch3 Receptors, Notch Receptors, Transforming Growth Factor beta SOST protein, human Stress, Mechanical TGFB1 protein, human Thy 1 antigen Time Factors Transcription Factor HES-1 Transfection Transforming Growth Factor beta1 Up-Regulation Western blotting antagonists and inhibitors basic helix loop helix transcription factor bone morphogenetic protein cell culture cell cycle protein comparative study compressive strength controlled study drug effects endoglin gamma secretase inhibitor gene expression genetic marker genetic transfection genetics human intermittent compressive stress mechanical stress mechanotransduction messenger RNA metabolism pathology periodontal ligament priority journal protein expression protein kinase inhibitor proteinase inhibitor real time polymerase chain reaction recombinant transforming growth factor beta1 sclerostin secretase short hairpin RNA signal transduction time factor transcription factor transcription factor HES 1 transcription factor hey 1 transforming growth factor beta transforming growth factor beta receptor transforming growth factor beta1 unclassified drug upregulation"
2-s2.0-85027714760,---
2-s2.0-85027727777,---
2-s2.0-85027700843,---
2-s2.0-85028931785,---
2-s2.0-85027675715,---
2-s2.0-85027710245,---
2-s2.0-85027695143,---
2-s2.0-85027407411,---
2-s2.0-85021179674, Adsorption Adsorption energies Adsorption strength Anatase TiO Binding abilities Binding energy Bins Density functional theory First-principle density-functional theories Gas adsorption Hydrogen storage Metals Molecules Noble metal doping Oxygen Oxygen vacancies Oxygen vacancy defects Palladium Periodic DFT Platinum Precious metals Silver Surface defects Titanium dioxide Vacancies
2-s2.0-85009765394, Analytical models Apartment houses Buildings Cochannel interference Efficiency Floors In-buildings Interference characterizations Interference modeling Minimum distance Resource re use Small cell Networks Spectral efficiencies System level simulation Wave interference
2-s2.0-85053778218,---
2-s2.0-85019480651, Bio-ethanol production Bioethanol Bioethanol supply chains Carbon dioxide Economic analysis Economic and social effects Energy policy Energy security Environmental impact Environmental life cycle assessment Environmental management Environmental performance Ethanol Eutrophication Eutrophication potentials Gas emissions Gasoline Greenhouse gases Land use Life cycle Occupational risks Social aspects Social impact Supply chains Water impact dLUC
2-s2.0-85026672458,---
2-s2.0-85019151207, Activated carbon Aliphatic hydrocarbons Analytical pyrolysis Aromatization Catalyst selectivity Catalytic pyrolysis Chromatographic analysis Fast pyrolysis Fatty acids Gas chromatography Gas chromatography/Mass spectrometry Impregnated activated carbon Impregnation Jatropha curcas wastes Jatropha residues Metal-based catalysts Metallic compounds Metals Natural gasoline Polycyclic aromatic hydrocarbons Pyrolysis
2-s2.0-85029508165,---
2-s2.0-84991508508, Aliphatic compounds Article Bio oil Biofuels Catalysis Catalysts Catalytic performance Catalytic pyrolysis Charcoal Chemical reactors Coal Ash Fly ash H-ZSM-5 H-zsm-5 catalysts Higher heating value Hot Temperature Ion Exchange Ion exchange Jatropha Jatropha residues Mesoporous materials Nickel Pyrolysis Waste utilization Zeolites aliphatic compound bio oil biochar biofuel bioreactor carbon catalysis catalyst charcoal chemistry comparative study crop residue fixed bed reactor fly ash heat heating ion exchange nickel nitrogen oil pH performance assessment phenol derivative pyrolysis shrub unclassified drug waste waste treatment zeolite
2-s2.0-85019223156, Alkali Alkalies Alkalinity Article Black liquor Boiler corrosion Boiler firing Carbon monoxide Gas shift reaction Gasification Hydrogen Hydrogen production Industrial Waste Lignin Metal ions Methane Paper Pressure Product distributions Supercritical water Supercritical water gasification (SCWG) Temperature Value added products Waste Management X ray diffraction X ray fluorescence alkali alkalinity black liquor carbon monoxide carboxylic acid chemistry controlled study ester gas chromatography hydrocarbon hydrogen hydrolysis industrial waste infrared spectroscopy lignin liquid macromolecule methane paper pressure procedures pulping quartz sodium ion supercritical flow supercritical fluid temperature waste management waste treatment water
2-s2.0-85025686173, Article Bacteria Bacteria (microorganisms) Bacterial membranes Bacterial viability Cells Colony forming units Cytology Fatty acids Iron Membrane composition Membrane interactions Membranes Nanoscale zero-valent iron Nanotechnology Orders of magnitude Pseudomonas putida Pseudomonas putida F1 Toxicity Unsaturated fatty acids bacterial cell bacterial membrane bacterial viability bacterium cell count cell structure cell viability cells and cell components cis fatty acid colony forming unit controlled study dispersity fatty acid fatty acid analysis hydrodynamics iron iron nanoparticle isomerization lipid composition long term exposure membrane fluidity nonhuman phenotype physical chemistry reduction surface property trans fatty acid
2-s2.0-85025448738," Antifouling property Atomic force microscopy Biocompatibility Biofouling Cytology Dihydrolipoic acids Drug screening Escherichia coli Ions Methacrylates Methacryloyloxyethyl phosphorylcholine Microscopy, Atomic Force Nonfouling surfaces Patterned surface Phosphorylcholine Photolithography Polymers Silicon Silicon substrates Surface Properties X ray photoelectron spectroscopy Zwitterionic copolymers atomic force microscopy biofouling chemistry ion methacrylic acid phosphorylcholine polymer surface property"
2-s2.0-85017465851," Adult Antiretroviral Therapy, Highly Active Article Asian Continental Ancestry Group Asian continental ancestry group Body Mass Index Cardiovascular Diseases Cohort Studies Diabetes Mellitus, Type 2 Didanosine Female HIV Infections HIV associated lipodystrophy HIV-Associated Lipodystrophy Syndrome Human immunodeficiency virus infected patient Human immunodeficiency virus infection Humans Incidence Male Obesity, Abdominal Proportional Hazards Models RNA directed DNA polymerase inhibitor Renal Insufficiency, Chronic Reverse Transcriptase Inhibitors Risk Factors Thailand Treatment Outcome abdominal obesity adult anti human immunodeficiency virus agent antiretroviral therapy body mass cardiovascular disease cardiovascular risk cerebrovascular disease chronic kidney failure cohort analysis complication controlled clinical trial (topic) controlled study diabetes mellitus diabetic patient didanosine disease association estimated glomerular filtration rate female follow up highly active antiretroviral therapy human hypertension incidence indinavir lipodystrophy long term survival longitudinal study major clinical study male mortality rate non insulin dependent diabetes mellitus pathophysiology priority journal proportional hazards model prospective study risk factor stavudine treatment outcome waist circumference"
2-s2.0-85019400555, Aedes Aedes aegypti Aedes albopictus Animals Article Female Host-Parasite Interactions Insect Vectors Plasmodium gallinaceum animal avian malaria chicken comparative study controlled study female gametocyte host parasite interaction infection rate insect vector mortality rate mosquito vector nonhuman nucleotide sequence oocyst parasite transmission parasitology physiology sporozoite vector competence
2-s2.0-85022213503," Animals Body Temperature Regulation Body Weight C57BL mouse Feeding Behavior Female Hormones Male Mice, Inbred C57BL Motor Activity Orchiectomy Ovariectomy Random Allocation Sex Characteristics Spatial Behavior Temperature Thermosensing animal body weight feeding behavior female hormone male metabolism motor activity orchiectomy ovariectomy physiology randomization sexual characteristics spatial behavior temperature temperature sense thermoregulation"
2-s2.0-85018624812,---
2-s2.0-85044572579,---
2-s2.0-85018318868, Article Diffusion Diffusivity coefficient Dynamic surface tensions Foam stability Foamability Surface active agents Surface properties Surface tension Surfactant adsorption adsorption alkyl group chemical structure ester derivative foam stability foaming isotherm lauryl alcohol methyl group priority journal surface property surface tension surfactant
2-s2.0-85026299485,---
2-s2.0-85042673869,---
2-s2.0-85019878941,---
2-s2.0-85019204051,---
2-s2.0-85018934020,---
2-s2.0-85017359274, Gold Gold nanosheets Harmful chemicals Hydrogen peroxide Microstructure Nanosheets Nanostructures Oriented attachment Rapid generations SERS Stabilizing agents Starch Structural evolution Substrates Synthetic methods
2-s2.0-85018181669," Aged Article Atrophy Dyspareunia Female Female Urogenital Diseases Health Knowledge, Attitudes, Practice Health Surveys Humans Indonesia Malaysia Methaqualone Middle Aged Postmenopause Sexual Behavior Singapore Surveys and Questionnaires Syndrome Taiwan Thailand Vagina Vulva Women's Health adult aged atrophy attitude to health controlled study dyspareunia ethnology female health survey human intimacy major clinical study menopausal syndrome methaqualone middle aged non prescription drug pathology physician physiology postmenopause prescription drug priority journal questionnaire sexual behavior sexual satisfaction syndrome urogenital tract disease vagina vagina bleeding vagina disease vagina pain vaginal dryness vaginal irritation vulva women's health"
2-s2.0-85016103239, Adult Aged Article Asian Case-Control Studies Cell Count Chromogranin A Colon Colonoscopy Enteroendocrine Cells European Female Humans Immunohistochemistry Irritable Bowel Syndrome Male Middle Aged Norway Rectum Thailand adult age distribution aged case control study cell count cell density chromogranin A clinical article colon colonoscopy comparative study controlled study enteroendocrine cell ethnology female human image analysis immunohistochemistry irritable colon large intestine male metabolism middle aged nonparametric test pathology pathophysiology priority journal rectum
2-s2.0-85019200065, Al hydrotalcite Alkalinity Aluminum Calcination Catalyst selectivity Catalysts Catalytic properties Co-ordinatively unsaturated Esters Fatty acid methyl ester Fatty acid methyl esters (FAMEs) Fatty acids Loading Selective synthesis Solid base catalysts Thermomechanical pulping process Transesterification Trimethylolpropane
2-s2.0-85013498770, Article Coturnix japonica Duncan multiple range test Silybum marianum Silybum marianum extract alanine aminotransferase alanine aminotransferase blood level albumin albumin blood level analysis of variance animal experiment aspartate aminotransferase aspartate aminotransferase blood level blood biochemistry blood sampling body weight cadmium chloride cadmium poisoning controlled study creatinine creatinine blood level drug dose comparison drug megadose feeding food intake hematocrit hematological parameters hemoglobin hemoglobin blood level intoxication laboratory test liver protection liver toxicity low drug dose male nonhuman physical parameters protein protein blood level silymarin urea urea blood level
2-s2.0-85020703743,---
2-s2.0-84967153444, Acoustic Stimulation Asian Continental Ancestry Group Asian continental ancestry group Association Learning Color Perception Female Humans Male Names Phonetics Photic Stimulation Reaction Time Recognition (Psychology) Students Universities Vocabulary auditory stimulation color vision female human learning linguistics male nomenclature phonetics photostimulation physiology psychology reaction time recognition student university
2-s2.0-85031118832,---
2-s2.0-85051382752, Article adolescent adult best corrected visual acuity choroid disease choroid melanoma clinical article controlled study differential diagnosis female human human tissue male melanocytosis middle aged nevus optic disk melanocytoma perimetry photoreceptor priority journal retina vein occlusion retinal pigment epithelium spectral domain optical coherence tomography tumor volume young adult
2-s2.0-85118788235,---
2-s2.0-85047389282,---
2-s2.0-85047379254,---
2-s2.0-85047383819,---
2-s2.0-85039839552," Adult Cells, Cultured Female Humans Interleukin-12 Male NF-kappa B Osteoprotegerin Periodontal Diseases Periodontal Ligament RANK Ligand RNA, Messenger Receptors, Interleukin-12 TNFSF11 protein, human Young Adult adult cell culture cytology female human immunoglobulin enhancer binding protein interleukin 12 interleukin 12 receptor male messenger RNA metabolism osteoclast differentiation factor osteoprotegerin periodontal disease periodontal ligament physiology young adult"
2-s2.0-85030122617, Biodegradable polymers Color Cyclic voltammetry Electrical resistance measurement Electrochromic devices Electrochromics Electrochromism Energy dispersive spectroscopies (EDS) Energy dispersive spectroscopy Environment friendly Fourier transform infra red (FTIR) spectroscopy Fourier transform infrared spectroscopy Graphene Graphene devices High resolution transmission electron microscopy Poly(butylene succinate) Polyaniline Reduced Graphene Oxide Reduced graphene oxides (RGO) Scanning electron microscopy Thin films Tin oxides Transparent conductive electrodes Transparent electrodes Videodisks
2-s2.0-85041341419,---
2-s2.0-85034973772, adsorption ash concentration (composition) dye pollutant removal porosity rice waste
2-s2.0-85028923880, Thailand consumer attitude hospital department human human experiment patient satisfaction perception pharmaceutical care pharmacist professional-patient relationship questionnaire randomized controlled trial statistical significance structural equation modeling
2-s2.0-85029860144, Complex networks Computer crime Exact formulas Intelligent systems Large population Monte Carlo methods Multinomial distributions Multiple choice Normal distribution On-line social networks Online systems Probability Social networking (online) Sybil attack Tail estimates Websites
2-s2.0-85030638977, Article Churg Strauss syndrome Wegener granulomatosis adult allergic reaction alveolar bone loss arthritis asthma burning sensation case report clinical article clotrimazole dapsone enalapril eosinophilia eosinophilic granuloma female fluocinolone acetonide follow up glaucoma glomerulonephritis human hypopigmentation hypothyroidism idiopathic thrombocytopenic purpura immunoglobulin A levothyroxine linear iga bullous dermatosis menstruation disorder mouth lesion mycophenolate mofetil petechia prednisolone simvastatin tacrolimus tooth disease tooth radiography triamcinolone acetonide vesicular rash vitamin D young adult
2-s2.0-85027155837," Article Bacillales Bacterial Typing Techniques Base Composition Cell Wall DNA DNA hybridization DNA base composition DNA sequence DNA, Bacterial Diaminopimelic Acid Fatty Acids Glycolipids Lactic Acid Nucleic Acid Hybridization Peptidoglycan Phospholipids Phylogeny Plant Bark RNA 16S RNA sequence RNA, Ribosomal, 16S Sequence Analysis, DNA Sporolactobacillus Sporolactobacillus kofuensis Sporolactobacillus laevolacticus Sporolactobacillus nakayamae Sporolactobacillus nakayamae subsp racemicus Sporolactobacillus shoreicorticis Sporolactobacillus terrae Thailand Vitamin K 2 analogs and derivatives bacterial DNA bacterial gene bacterial strain bacterium identification bacterium isolation bark cardiolipin cell wall chemistry chemotaxonomy classification diaminopimelic acid farnoquinone fatty acid genetics genotype glycolipid gyrB gene isolation and purification lactic acid lactic acid bacterium lipid composition microbiology new species nonhuman nucleic acid hybridization peptidoglycan phenotype phosphatidylglycerol phospholipid phylogeny priority journal vitamin MK 7"
2-s2.0-85041291835,---
2-s2.0-85028467481," Article Female Hemoglobin Bart disease Hemoglobins, Abnormal Humans Hydrops Fetalis Hyperplasia Infant, Newborn Lung Male Neuroendocrine Cells Stillbirth anemia cell hyperplasia clinical article controlled study female fetus fetus hydrops fetus hypoxia fetus lung maturation hematologic disease hemoglobin hemoglobin Bart's hemoglobin variant hemolytic anemia human human tissue hyperplasia intravascular hemolysis lung lung disease lung dysplasia lung hypoplasia male neuroendocrine system neurosecretory cell newborn pathology priority journal pulmonary neuroendocrine cell hyperplasia respiratory epithelium stillbirth"
2-s2.0-85027096099, United States agglomeration empirical analysis law enforcement manufacturing spatial distribution weapon
2-s2.0-85026540368, Accuracy of classifications Bag-of-visual-words Cameras Classification (of information) Classification accuracy Feature extraction algorithms Intelligent systems Intelligent transportation systems Security systems Statistical tests Surveillance cameras Vehicle classification Vehicles Visual word
2-s2.0-85027855818,---
2-s2.0-85025113629, APH1B gene Article CNTN1 gene DLK2 gene DTX2 gene HES1 gene HEYL gene ITCH gene JAG2 gene NOTCH3 gene Notch receptor PSEN2 gene RFNG gene SPEN gene TLE2 gene Whilst gene controlled study down regulation epithelium cell gene gene control gene expression gene expression profiling gene identification lichen planus microarray analysis pathophysiology priority journal protein protein interaction regulatory mechanism signal transduction
2-s2.0-85026477348," Adult Age Factors Aged Aged, 80 and over Article Cohort Studies Diabetes Mellitus, Type 2 Disease Progression Female Hemoglobin A, Glycosylated Humans Male Middle Aged Quality of Health Care Renal Insufficiency, Chronic Retrospective Studies Thai (people) Thailand adult age aged chronic kidney failure cohort analysis controlled study cross-sectional study disease course female follow up glycosylated hemoglobin health care quality health insurance hemoglobin A1c hemoglobin A1c protein, human high density lipoprotein cholesterol human hypertension insulin insulin sensitivity major clinical study male metabolism middle aged non insulin dependent diabetes mellitus occupation pathology retrospective study triacylglycerol very elderly"
2-s2.0-85027228739,---
2-s2.0-85024881655," Aged Blood Glucose Blood Pressure Blood Vessels Diabetes Mellitus, Type 2 Exercise Exercise Therapy Female Humans Male Middle Aged Nitric Oxide Physical Fitness Treatment Outcome Vascular Stiffness aged analysis arterial stiffness blood blood pressure blood vessel controlled study exercise female fitness glucose blood level human kinesiotherapy male middle aged nitric oxide non insulin dependent diabetes mellitus pathophysiology physiology procedures randomized controlled trial treatment outcome"
2-s2.0-85026472533," Acute Disease Adenoviridae Adolescent Article Base Sequence Child Child, Preschool Cohort Studies Diarrhea Enterovirus Enterovirus Infections Female Gastroenteritis Genotype Hand, Foot and Mouth Disease Human rhinovirus A Humans Male Norovirus Phylogeny Rotavirus Thailand acute disease acute gastroenteritis adolescent adult aged child cohort analysis controlled study diarrhea feces analysis female gastroenteritis genetics genotype hand foot and mouth disease human infant male newborn nucleotide sequence phylogeny physiology preschool child virology virus shedding"
2-s2.0-85024494583, Central Region [Thailand] Embryophyta Phra Nakhon Si Ayutthaya [Central Region] Thailand bioaccumulation concentration (composition) health risk heavy metal rice risk assessment soil pollution
2-s2.0-85024833634, Article Leptocarpus disjunctus Leptocarpus disjunctus extract adult animal experiment benzodiazepine controlled study delta rhythm edible plant elevated plus maze test flumazenil locomotion male mouse nonREM sleep nonhuman open field test pentobarbital plant extract priority journal rotarod test sleep quality sleep time sleep waking cycle tranquilizing activity unclassified drug
2-s2.0-85024481152, GIS Thailand air quality coal-fired power plant environmental impact assessment health risk mapping nitrogen dioxide risk assessment sulfur dioxide
2-s2.0-85026420414, Adolescent Adult Article Bangladesh Cities Community Health Centers Female Health Personnel Health Services Accessibility Healthcare Disparities Human immunodeficiency virus infection Humans Middle Aged Preventive Health Services Reproductive Health Services Sex Workers adolescent adult city confidentiality controlled study female female sex worker financial management health care access health care delivery health care disparity health care need health care personnel health care quality health center health service human human dignity major clinical study middle aged patient autonomy patient care patient satisfaction preventive health service privacy reproductive health scoring system sex worker sexual health sexually transmitted disease social support standards statistics and numerical data
2-s2.0-85024495162, Rhizophoraceae Thailand anthropogenic source environmental modeling environmental quality intertidal environment mangrove organic matter sediment chemistry spatial analysis sulfate sulfide vertical distribution wetland
2-s2.0-85023747288, Active galactic nuclei Atacama Cosmology Galaxies Galaxies active Galaxies: star formation Galaxies:high-redshift Gases ISM:molecules Molecular gas Molecules Quasars: emission line Stars Submillimeter: ISM Submillimetre
