Eid,Funding Count,Cite-By Count,Has Funding,Has Cite-By
2-s2.0-85142392971,5,3,1,1
2-s2.0-85166912221,2,0,1,0
2-s2.0-85161359594,5,0,1,0
2-s2.0-85162777773,96,0,1,0
2-s2.0-85147047940,4,0,1,0
2-s2.0-85169693275,3,0,1,0
2-s2.0-85151111115,3,1,1,1
2-s2.0-85144040187,9,0,1,0
2-s2.0-85140606935,7,3,1,1
2-s2.0-85166759387,2,0,1,0
2-s2.0-85147670581,0,0,0,0
2-s2.0-85148958624,0,3,0,1
2-s2.0-85165132307,0,0,0,0
2-s2.0-85149198657,6,0,1,0
2-s2.0-85160943243,4,0,1,0
2-s2.0-85165866376,0,0,0,0
2-s2.0-85166943361,1,0,1,0
2-s2.0-85153387232,0,1,0,1
2-s2.0-85150314768,0,0,0,0
2-s2.0-85162224426,2,1,1,1
2-s2.0-85123824929,2,0,1,0
2-s2.0-85146446538,4,0,1,0
2-s2.0-85164158638,4,0,1,0
2-s2.0-85158834148,5,0,1,0
2-s2.0-85145330547,1,3,1,1
2-s2.0-85159401657,2,0,1,0
2-s2.0-85143724257,2,4,1,1
2-s2.0-85166435740,6,0,1,0
2-s2.0-85169163513,4,0,1,0
2-s2.0-85157994940,0,0,0,0
2-s2.0-85161601337,5,0,1,0
2-s2.0-85161461113,7,0,1,0
2-s2.0-85149662620,0,6,0,1
2-s2.0-85165104735,5,0,1,0
2-s2.0-85148728847,0,1,0,1
2-s2.0-85149852681,9,0,1,0
2-s2.0-85140213580,0,1,0,1
2-s2.0-85163278197,0,0,0,0
2-s2.0-85148996511,4,0,1,0
2-s2.0-85158160348,2,0,1,0
2-s2.0-85167684670,0,0,0,0
2-s2.0-85153608471,0,1,0,1
2-s2.0-85164472417,2,0,1,0
2-s2.0-85166384311,0,0,0,0
2-s2.0-85165471620,0,0,0,0
2-s2.0-85144948878,2,1,1,1
2-s2.0-85160265700,3,1,1,1
2-s2.0-85165676961,2,0,1,0
2-s2.0-85146563061,0,0,0,0
2-s2.0-85139515867,2,2,1,1
2-s2.0-85161973059,12,2,1,1
2-s2.0-85162891988,3,0,1,0
2-s2.0-85168409502,2,0,1,0
2-s2.0-85153870545,0,0,0,0
2-s2.0-85169290487,0,0,0,0
2-s2.0-85146754852,6,0,1,0
2-s2.0-85166214210,0,0,0,0
2-s2.0-85149031428,2,1,1,1
2-s2.0-85150236764,3,0,1,0
2-s2.0-85163580154,0,0,0,0
2-s2.0-85134190137,2,1,1,1
2-s2.0-85152305449,5,0,1,0
2-s2.0-85164470993,3,0,1,0
2-s2.0-85166773683,6,0,1,0
2-s2.0-85150433592,5,1,1,1
2-s2.0-85168125852,0,0,0,0
2-s2.0-85169013938,4,0,1,0
2-s2.0-85152051418,6,0,1,0
2-s2.0-85142757571,4,0,1,0
2-s2.0-85161515059,2,0,1,0
2-s2.0-85161348447,0,1,0,1
2-s2.0-85146490862,2,1,1,1
2-s2.0-85152621750,2,0,1,0
2-s2.0-85168721465,2,0,1,0
2-s2.0-85149894302,6,2,1,1
2-s2.0-85148326328,2,4,1,1
2-s2.0-85134254205,5,0,1,0
2-s2.0-85151573867,0,0,0,0
2-s2.0-85169665242,4,0,1,0
2-s2.0-85165506502,3,0,1,0
2-s2.0-85165364730,4,0,1,0
2-s2.0-85141465477,2,0,1,0
2-s2.0-85148114428,5,6,1,1
2-s2.0-85166597237,3,0,1,0
2-s2.0-85165668888,0,0,0,0
2-s2.0-85168943480,0,0,0,0
2-s2.0-85152803571,0,1,0,1
2-s2.0-85149269631,2,1,1,1
2-s2.0-85152690425,4,2,1,1
2-s2.0-85153034253,0,0,0,0
2-s2.0-85147921952,2,0,1,0
2-s2.0-85159714579,2,0,1,0
2-s2.0-85147379888,106,2,1,1
2-s2.0-85159847736,2,0,1,0
2-s2.0-85159136632,3,0,1,0
2-s2.0-85165273606,4,1,1,1
2-s2.0-85167655337,0,0,0,0
2-s2.0-85136546543,0,8,0,1
2-s2.0-85151961205,7,2,1,1
2-s2.0-85146813633,0,5,0,1
2-s2.0-85165033462,5,0,1,0
2-s2.0-85159371561,0,1,0,1
2-s2.0-85163278797,5,0,1,0
2-s2.0-85170541808,3,0,1,0
2-s2.0-85146238144,3,1,1,1
2-s2.0-85168598025,0,0,0,0
2-s2.0-85163891606,9,1,1,1
2-s2.0-85159597097,4,0,1,0
2-s2.0-85160666852,3,1,1,1
2-s2.0-85154565328,7,0,1,0
2-s2.0-85111408415,5,11,1,1
2-s2.0-85141649608,11,4,1,1
2-s2.0-85160096030,4,0,1,0
2-s2.0-85160206849,5,2,1,1
2-s2.0-85163652404,1,0,1,0
2-s2.0-85169566827,3,0,1,0
2-s2.0-85164367981,5,0,1,0
2-s2.0-85151067211,2,0,1,0
2-s2.0-85147919614,6,2,1,1
2-s2.0-85149804602,2,2,1,1
2-s2.0-85146467210,0,0,0,0
2-s2.0-85163993038,8,0,1,0
2-s2.0-85126134360,0,1,0,1
2-s2.0-85169821432,0,0,0,0
2-s2.0-85089386035,5,5,1,1
2-s2.0-85162743809,6,0,1,0
2-s2.0-85147518299,7,0,1,0
2-s2.0-85167421695,0,0,0,0
2-s2.0-85149792251,2,0,1,0
2-s2.0-85160461988,0,0,0,0
2-s2.0-85170234352,6,0,1,0
2-s2.0-85143973411,7,3,1,1
2-s2.0-85169932481,13,1,1,1
2-s2.0-85166950195,0,0,0,0
2-s2.0-85165076456,3,0,1,0
2-s2.0-85163458782,5,0,1,0
2-s2.0-85151494248,0,0,0,0
2-s2.0-85169125600,3,0,1,0
2-s2.0-85160592370,4,0,1,0
2-s2.0-85148307020,0,1,0,1
2-s2.0-85156190881,2,2,1,1
2-s2.0-85165278012,2,0,1,0
2-s2.0-85146013516,4,7,1,1
2-s2.0-85151299321,2,0,1,0
2-s2.0-85149683513,3,0,1,0
2-s2.0-85151134013,3,0,1,0
2-s2.0-85164117220,5,0,1,0
2-s2.0-85160905299,3,0,1,0
2-s2.0-85149852551,0,0,0,0
2-s2.0-85144091916,2,1,1,1
2-s2.0-85166640317,2,0,1,0
2-s2.0-85147697872,0,0,0,0
2-s2.0-85162202775,3,0,1,0
2-s2.0-85162171808,2,0,1,0
2-s2.0-85164407949,0,0,0,0
2-s2.0-85170219067,2,0,1,0
2-s2.0-85161686393,5,0,1,0
2-s2.0-85144906570,6,2,1,1
2-s2.0-85160395711,2,0,1,0
2-s2.0-85148964549,1,0,1,0
2-s2.0-85145819338,3,10,1,1
2-s2.0-85152588908,4,1,1,1
2-s2.0-85159411633,3,0,1,0
2-s2.0-85142431783,0,1,0,1
2-s2.0-85166010977,5,0,1,0
2-s2.0-85148008015,7,0,1,0
2-s2.0-85165642664,0,0,0,0
2-s2.0-85159688153,5,0,1,0
2-s2.0-85154020830,3,0,1,0
2-s2.0-85143280692,6,2,1,1
2-s2.0-85138187650,5,3,1,1
2-s2.0-85162913057,5,0,1,0
2-s2.0-85148113769,16,0,1,0
2-s2.0-85163364829,4,0,1,0
2-s2.0-85151463939,0,0,0,0
2-s2.0-85146791299,2,3,1,1
2-s2.0-85141182257,0,0,0,0
2-s2.0-85160517725,6,0,1,0
2-s2.0-85159755950,0,0,0,0
2-s2.0-85165015375,0,0,0,0
2-s2.0-85168409824,1,0,1,0
2-s2.0-85145957378,4,2,1,1
2-s2.0-85142415116,4,3,1,1
2-s2.0-85150737718,0,0,0,0
2-s2.0-85152427767,3,0,1,0
2-s2.0-85165625024,3,0,1,0
2-s2.0-85166009742,2,0,1,0
2-s2.0-85138184414,2,1,1,1
2-s2.0-85152582157,0,0,0,0
2-s2.0-85164930954,5,0,1,0
2-s2.0-85148514519,2,0,1,0
2-s2.0-85139245926,3,2,1,1
2-s2.0-85146777077,6,0,1,0
2-s2.0-85165982745,4,1,1,1
2-s2.0-85168740767,0,0,0,0
2-s2.0-85163312097,2,0,1,0
2-s2.0-85169584466,0,0,0,0
2-s2.0-85164706485,3,0,1,0
2-s2.0-85162051065,0,2,0,1
2-s2.0-85152898483,6,0,1,0
2-s2.0-85144166008,4,0,1,0
2-s2.0-85159668075,1,0,1,0
2-s2.0-85147307835,2,1,1,1
2-s2.0-85161680272,6,0,1,0
2-s2.0-85168281288,5,0,1,0
2-s2.0-85163397013,0,0,0,0
2-s2.0-85151819885,5,0,1,0
2-s2.0-85167358469,2,0,1,0
2-s2.0-85164118456,1,0,1,0
2-s2.0-85124069981,4,0,1,0
2-s2.0-85150000644,5,14,1,1
2-s2.0-85163759774,0,0,0,0
2-s2.0-85149976301,3,1,1,1
2-s2.0-85136701913,0,0,0,0
2-s2.0-85160872299,5,2,1,1
2-s2.0-85163453703,5,2,1,1
2-s2.0-85158096513,6,0,1,0
2-s2.0-85167789042,5,0,1,0
2-s2.0-85169542313,0,0,0,0
2-s2.0-85168000732,6,0,1,0
2-s2.0-85146834849,7,1,1,1
2-s2.0-85170577539,0,0,0,0
2-s2.0-85146137005,0,2,0,1
2-s2.0-85148447308,4,5,1,1
2-s2.0-85125041043,2,1,1,1
2-s2.0-85153953167,3,1,1,1
2-s2.0-85167502905,0,0,0,0
2-s2.0-85168987136,4,0,1,0
2-s2.0-85151274453,0,0,0,0
2-s2.0-85170040684,7,0,1,0
2-s2.0-85164269530,4,1,1,1
2-s2.0-85149879993,0,0,0,0
2-s2.0-85130889675,0,0,0,0
2-s2.0-85169295754,0,0,0,0
2-s2.0-85170555032,0,0,0,0
2-s2.0-85147415525,2,0,1,0
2-s2.0-85145656019,4,1,1,1
2-s2.0-85162657017,4,0,1,0
2-s2.0-85152564394,5,0,1,0
2-s2.0-85150696590,0,0,0,0
2-s2.0-85147876183,2,0,1,0
2-s2.0-85147313850,2,2,1,1
2-s2.0-85170412335,3,0,1,0
2-s2.0-85150937831,2,1,1,1
2-s2.0-85166738824,2,0,1,0
2-s2.0-85152966450,0,0,0,0
2-s2.0-85148042433,4,0,1,0
2-s2.0-85165902266,0,1,0,1
2-s2.0-85137419881,2,2,1,1
2-s2.0-85150844077,12,1,1,1
2-s2.0-85148639816,0,0,0,0
2-s2.0-85164534650,4,0,1,0
2-s2.0-85153480360,2,4,1,1
2-s2.0-85161092864,0,0,0,0
2-s2.0-85105781604,3,3,1,1
2-s2.0-85164661935,1,0,1,0
2-s2.0-85169020403,3,0,1,0
2-s2.0-85165666210,10,0,1,0
2-s2.0-85158033102,4,0,1,0
2-s2.0-85162132166,0,0,0,0
2-s2.0-85147045696,0,0,0,0
2-s2.0-85156178050,4,2,1,1
2-s2.0-85142767270,4,0,1,0
2-s2.0-85153254610,2,2,1,1
2-s2.0-85147796074,5,0,1,0
2-s2.0-85145399394,4,1,1,1
2-s2.0-85163705211,0,1,0,1
2-s2.0-85163731711,6,1,1,1
2-s2.0-85146862052,6,0,1,0
2-s2.0-85151869811,0,0,0,0
2-s2.0-85168571194,0,0,0,0
2-s2.0-85167930997,5,0,1,0
2-s2.0-85168059883,5,0,1,0
2-s2.0-85152906195,0,0,0,0
2-s2.0-85146318934,6,1,1,1
2-s2.0-85153676993,2,0,1,0
2-s2.0-85160129707,0,0,0,0
2-s2.0-85142785950,4,0,1,0
2-s2.0-85151360287,2,1,1,1
2-s2.0-85108858436,5,1,1,1
2-s2.0-85164305449,5,0,1,0
2-s2.0-85161925389,2,0,1,0
2-s2.0-85166011403,0,0,0,0
2-s2.0-85146937051,0,2,0,1
2-s2.0-85151876042,4,0,1,0
2-s2.0-85148718195,6,1,1,1
2-s2.0-85147229884,3,6,1,1
2-s2.0-85139791256,5,5,1,1
2-s2.0-85165294746,4,0,1,0
2-s2.0-85138749446,3,0,1,0
2-s2.0-85149053514,5,2,1,1
2-s2.0-85151744300,2,0,1,0
2-s2.0-85163507304,0,0,0,0
2-s2.0-85165167090,4,0,1,0
2-s2.0-85165293613,6,0,1,0
2-s2.0-85154063756,2,3,1,1
2-s2.0-85160401428,4,0,1,0
2-s2.0-85135897604,5,7,1,1
2-s2.0-85145677788,2,1,1,1
2-s2.0-85158968880,2,0,1,0
2-s2.0-85153769107,0,0,0,0
2-s2.0-85146763263,2,9,1,1
2-s2.0-85162941385,3,0,1,0
2-s2.0-85132348241,0,1,0,1
2-s2.0-85147173249,0,0,0,0
2-s2.0-85160886783,0,0,0,0
2-s2.0-85147854271,0,1,0,1
2-s2.0-85152719545,6,0,1,0
2-s2.0-85151170154,7,0,1,0
2-s2.0-85168243217,0,0,0,0
2-s2.0-85153202082,0,0,0,0
2-s2.0-85163716248,3,0,1,0
2-s2.0-85166563958,5,0,1,0
2-s2.0-85159242585,22,0,1,0
2-s2.0-85150776266,6,0,1,0
2-s2.0-85149143013,3,0,1,0
2-s2.0-85159293941,0,0,0,0
2-s2.0-85145492554,6,2,1,1
2-s2.0-85150010273,0,6,0,1
2-s2.0-85161154379,0,0,0,0
2-s2.0-85163016299,1,0,1,0
2-s2.0-85165159605,2,0,1,0
2-s2.0-85146678824,3,0,1,0
2-s2.0-85166304036,0,0,0,0
2-s2.0-85147184654,2,0,1,0
2-s2.0-85161635810,8,0,1,0
2-s2.0-85163814996,0,0,0,0
2-s2.0-85131041973,6,0,1,0
2-s2.0-85143861866,7,0,1,0
2-s2.0-85148729453,6,0,1,0
2-s2.0-85159204991,6,0,1,0
2-s2.0-85146859577,7,2,1,1
2-s2.0-85153771104,6,0,1,0
2-s2.0-85140576726,0,25,0,1
2-s2.0-85168774607,4,0,1,0
2-s2.0-85167793002,3,0,1,0
2-s2.0-85144908788,0,0,0,0
2-s2.0-85143083148,5,2,1,1
2-s2.0-85146101505,0,1,0,1
2-s2.0-85159840723,0,0,0,0
2-s2.0-85147187078,0,1,0,1
2-s2.0-85142148700,3,0,1,0
2-s2.0-85161600389,4,0,1,0
2-s2.0-85158958183,4,0,1,0
2-s2.0-85162989497,0,0,0,0
2-s2.0-85141459393,3,6,1,1
2-s2.0-85168005679,4,0,1,0
2-s2.0-85163351307,6,0,1,0
2-s2.0-85165879304,5,0,1,0
2-s2.0-85146781808,4,0,1,0
2-s2.0-85153262247,4,0,1,0
2-s2.0-85164759740,0,0,0,0
2-s2.0-85168331947,2,0,1,0
2-s2.0-85159825866,4,1,1,1
2-s2.0-85145978035,4,0,1,0
2-s2.0-85160336301,2,0,1,0
2-s2.0-85152440681,0,0,0,0
2-s2.0-85140033079,2,5,1,1
2-s2.0-85148017835,0,1,0,1
2-s2.0-85165945752,2,0,1,0
2-s2.0-85165918680,5,0,1,0
2-s2.0-85160155593,0,0,0,0
2-s2.0-85152094132,3,0,1,0
2-s2.0-85152109017,3,0,1,0
2-s2.0-85146157549,5,0,1,0
2-s2.0-85149067275,4,2,1,1
2-s2.0-85148682963,3,0,1,0
2-s2.0-85161408313,4,0,1,0
2-s2.0-85165558438,4,0,1,0
2-s2.0-85158911480,0,0,0,0
2-s2.0-85147823028,1,0,1,0
2-s2.0-85164254238,4,0,1,0
2-s2.0-85170044388,0,0,0,0
2-s2.0-85162194275,0,0,0,0
2-s2.0-85143285406,2,0,1,0
2-s2.0-85149313846,2,0,1,0
2-s2.0-85144356516,2,1,1,1
2-s2.0-85170540640,5,0,1,0
2-s2.0-85130069322,0,0,0,0
2-s2.0-85160215358,0,0,0,0
2-s2.0-85160970129,0,1,0,1
2-s2.0-85163930346,0,0,0,0
2-s2.0-85156226419,3,0,1,0
2-s2.0-85167831666,2,0,1,0
2-s2.0-85169140173,5,0,1,0
2-s2.0-85163429687,0,0,0,0
2-s2.0-85151189732,1,0,1,0
2-s2.0-85149036224,4,0,1,0
2-s2.0-85163944467,4,0,1,0
2-s2.0-85121759166,3,1,1,1
2-s2.0-85164560347,6,0,1,0
2-s2.0-85145692925,5,3,1,1
2-s2.0-85150752126,4,0,1,0
2-s2.0-85150283216,0,0,0,0
2-s2.0-85149307758,4,1,1,1
2-s2.0-85159634205,2,0,1,0
2-s2.0-85162728567,0,0,0,0
2-s2.0-85136536409,10,2,1,1
2-s2.0-85169881680,2,0,1,0
2-s2.0-85112299966,0,1,0,1
2-s2.0-85147512411,2,1,1,1
2-s2.0-85169607979,0,0,0,0
2-s2.0-85160710473,2,0,1,0
2-s2.0-85165684059,95,0,1,0
2-s2.0-85144073090,3,0,1,0
2-s2.0-85149569640,4,4,1,1
2-s2.0-85163746672,0,0,0,0
2-s2.0-85168371955,0,0,0,0
2-s2.0-85151250579,0,0,0,0
2-s2.0-85169516252,2,0,1,0
2-s2.0-85167453490,5,0,1,0
2-s2.0-85118303218,0,0,0,0
2-s2.0-85154065584,2,1,1,1
2-s2.0-85138560129,3,3,1,1
2-s2.0-85159650772,0,3,0,1
2-s2.0-85150344262,0,0,0,0
2-s2.0-85147127978,6,1,1,1
2-s2.0-85164005170,8,0,1,0
2-s2.0-85165224523,4,0,1,0
2-s2.0-85148548242,4,0,1,0
2-s2.0-85150914151,3,0,1,0
2-s2.0-85158915940,2,0,1,0
2-s2.0-85146815824,4,0,1,0
2-s2.0-85163289565,3,1,1,1
2-s2.0-85128112750,2,1,1,1
2-s2.0-85162125701,10,0,1,0
2-s2.0-85139861441,2,0,1,0
2-s2.0-85146121914,6,1,1,1
2-s2.0-85159434379,0,0,0,0
2-s2.0-85168606610,0,0,0,0
2-s2.0-85164410449,0,0,0,0
2-s2.0-85149299182,0,0,0,0
2-s2.0-85153036551,3,3,1,1
2-s2.0-85153968724,3,2,1,1
2-s2.0-85166953202,3,0,1,0
2-s2.0-85148057014,2,0,1,0
2-s2.0-85164724086,6,0,1,0
2-s2.0-85159462786,3,0,1,0
2-s2.0-85165375384,4,0,1,0
2-s2.0-85156165455,4,0,1,0
2-s2.0-85147893078,2,1,1,1
2-s2.0-85159092223,5,0,1,0
2-s2.0-85135838525,3,0,1,0
2-s2.0-85146425149,0,1,0,1
2-s2.0-85150353378,2,0,1,0
2-s2.0-85148695743,2,2,1,1
2-s2.0-85146844503,5,0,1,0
2-s2.0-85153957624,0,0,0,0
2-s2.0-85161083006,2,0,1,0
2-s2.0-85169651187,0,0,0,0
2-s2.0-85169560872,6,0,1,0
2-s2.0-85146899957,0,3,0,1
2-s2.0-85164541176,23,3,1,1
2-s2.0-85141709141,5,2,1,1
2-s2.0-85161814128,5,0,1,0
2-s2.0-85165049793,6,1,1,1
2-s2.0-85129210502,3,1,1,1
2-s2.0-85151564771,0,3,0,1
2-s2.0-85166442235,3,0,1,0
2-s2.0-85164492064,3,0,1,0
2-s2.0-85150508934,2,0,1,0
2-s2.0-85152049697,10,1,1,1
2-s2.0-85135146346,4,6,1,1
2-s2.0-85145770016,4,1,1,1
2-s2.0-85152790710,0,0,0,0
2-s2.0-85143134823,10,3,1,1
2-s2.0-85162231038,2,0,1,0
2-s2.0-85167455063,3,0,1,0
2-s2.0-85168119019,0,0,0,0
2-s2.0-85167878573,2,0,1,0
2-s2.0-85151995101,0,0,0,0
2-s2.0-85168156166,4,0,1,0
2-s2.0-85146637956,0,13,0,1
2-s2.0-85164828166,12,0,1,0
2-s2.0-85138755350,0,2,0,1
2-s2.0-85160797312,3,0,1,0
2-s2.0-85144550715,4,6,1,1
2-s2.0-85159758145,6,1,1,1
2-s2.0-85149107377,6,5,1,1
2-s2.0-85151337100,6,3,1,1
2-s2.0-85169610411,2,0,1,0
2-s2.0-85169294093,5,0,1,0
2-s2.0-85166285863,2,0,1,0
2-s2.0-85153850844,0,0,0,0
2-s2.0-85148877270,3,3,1,1
2-s2.0-85150254378,5,0,1,0
2-s2.0-85141370040,0,1,0,1
2-s2.0-85139943983,0,0,0,0
2-s2.0-85149445563,21,1,1,1
2-s2.0-85162023698,0,0,0,0
2-s2.0-85164966806,0,1,0,1
2-s2.0-85153610469,2,0,1,0
2-s2.0-85165457391,3,0,1,0
2-s2.0-85166406062,0,0,0,0
2-s2.0-85150844280,5,6,1,1
2-s2.0-85159308753,4,0,1,0
2-s2.0-85145984442,0,0,0,0
2-s2.0-85163191282,4,0,1,0
2-s2.0-85124876936,0,2,0,1
2-s2.0-85164390152,2,0,1,0
2-s2.0-85146364013,0,1,0,1
2-s2.0-85158044175,0,0,0,0
2-s2.0-85166432105,1,0,1,0
2-s2.0-85146645683,2,0,1,0
2-s2.0-85169094062,0,0,0,0
2-s2.0-85150019417,2,0,1,0
2-s2.0-85162950228,5,0,1,0
2-s2.0-85161225606,0,0,0,0
2-s2.0-85149625445,23,6,1,1
2-s2.0-85165201261,4,0,1,0
2-s2.0-85160319313,0,0,0,0
2-s2.0-85149410316,2,0,1,0
2-s2.0-85140738980,0,1,0,1
2-s2.0-85147661743,3,1,1,1
2-s2.0-85148901816,10,0,1,0
2-s2.0-85149067662,4,0,1,0
2-s2.0-85158038702,0,0,0,0
2-s2.0-85158037627,5,0,1,0
2-s2.0-85166646293,0,1,0,1
2-s2.0-85162811076,5,0,1,0
2-s2.0-85167452261,0,0,0,0
2-s2.0-85153320964,4,0,1,0
2-s2.0-85165052090,3,0,1,0
2-s2.0-85170176775,0,0,0,0
2-s2.0-85160977963,0,1,0,1
2-s2.0-85151617010,0,1,0,1
2-s2.0-85147116252,5,0,1,0
2-s2.0-85147384646,0,0,0,0
2-s2.0-85150531023,3,1,1,1
2-s2.0-85151152902,0,0,0,0
2-s2.0-85146246325,3,0,1,0
2-s2.0-85166951186,6,0,1,0
2-s2.0-85142360193,0,0,0,0
2-s2.0-85162784530,5,0,1,0
2-s2.0-85169798092,0,0,0,0
2-s2.0-85131739629,3,5,1,1
2-s2.0-85163784249,5,0,1,0
2-s2.0-85152617137,2,0,1,0
2-s2.0-85150631706,0,0,0,0
2-s2.0-85164290114,0,0,0,0
2-s2.0-85166406078,19,0,1,0
2-s2.0-85145645369,6,0,1,0
2-s2.0-85152366592,5,0,1,0
2-s2.0-85167896626,2,0,1,0
2-s2.0-85162848299,0,0,0,0
2-s2.0-85141525193,0,4,0,1
2-s2.0-85163786597,0,1,0,1
2-s2.0-85131714277,4,4,1,1
2-s2.0-85152627695,20,0,1,0
2-s2.0-85150648571,5,0,1,0
2-s2.0-85164291576,4,0,1,0
2-s2.0-85166383754,2,0,1,0
2-s2.0-85145956280,5,0,1,0
2-s2.0-85152255033,0,0,0,0
2-s2.0-85167888536,3,0,1,0
2-s2.0-85162831094,3,0,1,0
2-s2.0-85141503597,2,1,1,1
2-s2.0-85170109975,0,0,0,0
2-s2.0-85161010875,0,0,0,0
2-s2.0-85151475911,0,0,0,0
2-s2.0-85147099810,3,1,1,1
2-s2.0-85147514573,0,0,0,0
2-s2.0-85150717391,0,3,0,1
2-s2.0-85151145211,2,1,1,1
2-s2.0-85145608517,7,1,1,1
2-s2.0-85167437358,2,0,1,0
2-s2.0-85142273390,0,1,0,1
2-s2.0-85162802416,96,3,1,1
2-s2.0-85169806413,2,0,1,0
2-s2.0-85165189751,2,0,1,0
2-s2.0-85160774000,5,0,1,0
2-s2.0-85149402078,1,0,1,0
2-s2.0-85140784173,5,0,1,0
2-s2.0-85147388348,0,0,0,0
2-s2.0-85148900743,6,3,1,1
2-s2.0-85149073557,6,1,1,1
2-s2.0-85146481285,5,19,1,1
2-s2.0-85158056187,6,0,1,0
2-s2.0-85162721229,3,0,1,0
2-s2.0-85166651931,0,0,0,0
2-s2.0-85167760550,0,0,0,0
2-s2.0-85163513163,6,0,1,0
2-s2.0-85153334404,3,0,1,0
2-s2.0-85159301772,3,0,1,0
2-s2.0-85145972142,3,0,1,0
2-s2.0-85163217038,4,0,1,0
2-s2.0-85132341833,6,4,1,1
2-s2.0-85164444474,4,3,1,1
2-s2.0-85146329496,0,0,0,0
2-s2.0-85158101380,5,0,1,0
2-s2.0-85146660949,3,1,1,1
2-s2.0-85166422073,6,0,1,0
2-s2.0-85169075276,5,0,1,0
2-s2.0-85162954886,11,0,1,0
2-s2.0-85161699941,2,0,1,0
2-s2.0-85149770838,5,2,1,1
2-s2.0-85153559491,0,0,0,0
2-s2.0-85148867174,2,0,1,0
2-s2.0-85150039224,2,0,1,0
2-s2.0-85140050070,0,1,0,1
2-s2.0-85162760272,2,0,1,0
2-s2.0-85149424923,5,0,1,0
2-s2.0-85162136467,3,0,1,0
2-s2.0-85164952676,4,0,1,0
2-s2.0-85153702237,4,0,1,0
2-s2.0-85162955912,0,0,0,0
2-s2.0-85166427007,6,0,1,0
2-s2.0-85150967176,3,0,1,0
2-s2.0-85146633420,0,1,0,1
2-s2.0-85165074178,6,0,1,0
2-s2.0-85139212840,4,1,1,1
2-s2.0-85160946215,6,0,1,0
2-s2.0-85144524529,0,0,0,0
2-s2.0-85159632853,1,0,1,0
2-s2.0-85147412525,5,9,1,1
2-s2.0-85151565543,4,1,1,1
2-s2.0-85168836100,10,0,1,0
2-s2.0-85169292745,5,0,1,0
2-s2.0-85166271575,97,0,1,0
2-s2.0-85153855595,3,0,1,0
2-s2.0-85166422553,1,0,1,0
2-s2.0-85164493166,0,0,0,0
2-s2.0-85150510826,0,0,0,0
2-s2.0-85152094513,2,1,1,1
2-s2.0-85135047228,0,0,0,0
2-s2.0-85148610502,2,0,1,0
2-s2.0-85152638732,5,0,1,0
2-s2.0-85142922176,0,0,0,0
2-s2.0-85162212419,0,0,0,0
2-s2.0-85168112186,0,0,0,0
2-s2.0-85167528561,5,0,1,0
2-s2.0-85151992902,2,3,1,1
2-s2.0-85167902197,6,0,1,0
2-s2.0-85128496217,0,1,0,1
2-s2.0-85150387081,2,0,1,0
2-s2.0-85148702916,3,0,1,0
2-s2.0-85146590839,2,2,1,1
2-s2.0-85153897189,2,0,1,0
2-s2.0-85161193874,2,0,1,0
2-s2.0-85169514708,0,0,0,0
2-s2.0-85169569834,0,0,0,0
2-s2.0-85154572098,7,1,1,1
2-s2.0-85146859403,0,0,0,0
2-s2.0-85141587566,6,2,1,1
2-s2.0-85165093901,2,0,1,0
2-s2.0-85161660482,8,0,1,0
2-s2.0-85123686154,1,10,1,1
2-s2.0-85151545957,3,0,1,0
2-s2.0-85149494229,1,1,1,1
2-s2.0-85153394410,2,0,1,0
2-s2.0-85165179798,0,0,0,0
2-s2.0-85166751140,2,0,1,0
2-s2.0-85148097920,6,1,1,1
2-s2.0-85152724753,5,0,1,0
2-s2.0-85159464803,6,0,1,0
2-s2.0-85165335032,0,0,0,0
2-s2.0-85156272728,4,2,1,1
2-s2.0-85147892510,4,2,1,1
2-s2.0-85135942753,3,8,1,1
2-s2.0-85156149520,6,0,1,0
2-s2.0-85146419977,5,2,1,1
2-s2.0-85158845434,2,0,1,0
2-s2.0-85146817479,3,1,1,1
2-s2.0-85163306522,5,0,1,0
2-s2.0-85133687706,5,0,1,0
2-s2.0-85162014477,0,0,0,0
2-s2.0-85140462429,0,0,0,0
2-s2.0-85146088698,5,0,1,0
2-s2.0-85159378506,0,0,0,0
2-s2.0-85168621966,2,0,1,0
2-s2.0-85164674677,4,0,1,0
2-s2.0-85163724595,5,0,1,0
2-s2.0-85151249852,0,2,0,1
2-s2.0-85159287628,5,0,1,0
2-s2.0-85167398139,5,0,1,0
2-s2.0-85169520899,4,0,1,0
2-s2.0-85118465399,3,1,1,1
2-s2.0-85154051721,3,0,1,0
2-s2.0-85131809229,3,3,1,1
2-s2.0-85159625549,2,0,1,0
2-s2.0-85150413956,5,0,1,0
2-s2.0-85147134811,0,0,0,0
2-s2.0-85164015242,0,1,0,1
2-s2.0-85165053589,3,1,1,1
2-s2.0-85148388741,9,1,1,1
2-s2.0-85150923345,0,1,0,1
2-s2.0-85150001373,4,1,1,1
2-s2.0-85130714240,0,2,0,1
2-s2.0-85160413502,2,0,1,0
2-s2.0-85139433370,0,0,0,0
2-s2.0-85162692587,0,0,0,0
2-s2.0-85169898804,6,0,1,0
2-s2.0-85115164736,8,1,1,1
2-s2.0-85169612155,1,0,1,0
2-s2.0-85147501421,5,3,1,1
2-s2.0-85160720145,3,0,1,0
2-s2.0-85169847217,0,0,0,0
2-s2.0-85144079397,6,1,1,1
