Agency_Name,Country
Ratchadaphiseksomphot Endowment Fund for the Natural Products for Ageing,Thailand
Ratchadaphiseksomphot Endowment Fund for the Natural Products for Ageing and Chronic Diseases,Thailand
Ratchadaphiseksomphot Endowment Fund for the Natural Products for Aging,Thailand
Ratchadaphiseksomphot Endowment Fund from CU,Thailand
"Ratchadaphiseksomphot Endowment Fund from Faculty of Medicine, Chulalongkorn University",Thailand
Ratchadaphiseksomphot Endowment Fund of Chu-lalongkorn University,Thailand
Ratchadaphiseksomphot Endowment Fund of Chula-longkorn University,Thailand
Ratchadaphiseksomphot Endowment Fund of Chulalongkorn University,Thailand
Ratchadaphiseksomphot Endowment Fund of Hepatic Fibrosis,Thailand
Ratchadaphiseksomphot Endowment Fund of liver fibrosis,Thailand
Ratchadaphiseksomphot Endowment Fund of the Center of Excellence in Clinical Virology,Thailand
"Ratchadaphiseksomphot Endowment Fund of the Faculty of Medicine, Chulalongkorn University",Thailand
"Ratchadaphiseksomphot Endowment Fund, Food and Economic Animals",Thailand
Ratchadaphiseksomphot Endownment Fund,Thailand
Ratchadaphiseksomphot Fund,Thailand
Ratchadaphiseksomphot Fund for the Center of Excellence in Intelligent Control Automation of Process Systems,Thailand
"Ratchadaphiseksomphot Fund of Faculty of Medicine, Chulalongkorn University",Thailand
Ratchadaphiseksomphot Matching Fund,Thailand
"Ratchadaphiseksomphot fund, Faculty of Medicine, Chulalongkorn University",Thailand
Ratchadaphiseksomphote Endowment Fund,Thailand
Ratchadaphiseksompoch Research Foundation,Thailand
Ratchadaphiseksompoj Research Fund,Thailand
Ratchadaphiset Endowment Fund,Thailand
Ratchadapi-seksompoj Fund,Thailand
Ratchadapisak Sompot Fund,Thailand
Ratchadapisaksomphot Endowment,Thailand
Ratchadapisaksomphot Fund,Thailand
Ratchadapisek Pageant Research Fund,Thailand
Ratchadapisek Research Funds,Thailand
Ratchadapisek Sompach Endowment Fund,Thailand
Ratchadapisek Somphoch Endowment Fund,Thailand
Ratchadapisek Somphoch Fund,Thailand
Ratchadapisek Somphot Endowment Fund,Thailand
Ratchadapisek Somphot Endowment Fund of Chulalongkorn University,Thailand
Ratchadapisek Somphot Foundation Endowment,Thailand
Ratchadapisek Somphot Fund,Thailand
Ratchadapisek Somphot Fund for,Thailand
Ratchadapisek Somphot Fund for Artificial Intelligence,Thailand
Ratchadapisek Somphot Fund for Center of Excellence in Artificial Intelligence,Thailand
"Ratchadapisek Somphot fund, Faculty of Medicine, Chulalongkorn University",Thailand
Ratchadapisek Sompoch,Thailand
Ratchadapisek Sompoch Endow,Thailand
Ratchadapisek Sompoch Endowment,Thailand
Ratchadapisek Sompoch Endowment Fund,Thailand
Ratchadapisek Sompoch Endowment Fund Chulalongkorn University,Thailand
Ratchadapisek Sompoch Endowment Fund Thailand Research Fund Office of the Higher Education Commission Chulalongkorn University Royal Government of Thailand Development and Promotion of Science and Technology Talents Project Thailand Research Fund Science and Engineering Research Board Association of Southeast Asian Nations,Thailand
Ratchadapisek Sompoch Endowment Fund of CU,Thailand
Ratchadapisek Sompoch Endownment Fund,Thailand
Ratchadapisek Sompoch Fund,Thailand
Ratchadapisek Sompoj Endowment Fund,Thailand
Ratchadapisek Sompot Fund,Thailand
Ratchadapisek Sompotch Endowment,Thailand
Ratchadapisek Sompotch Endowment Fund,Thailand
Ratchadapisek Sompotch Fund,Thailand
Ratchadapisek Sompote Fund,Thailand
"Ratchadapisek sompotch endowment fund, Faculty of Medicine, Chulalongkorn University",Thailand
Ratchadapisek-sompotch Fund,Thailand
RatchadapisekSomphot Fund,Thailand
Ratchadapiseksom-potch Fund Chulalongkorn University,Thailand
Ratchadapiseksomophot Endowment,Thailand
Ratchadapiseksomphot Endowment,Thailand
Ratchadapiseksomphot Endowment Fund,Thailand
Ratchadapiseksomphot Endowment Fund 2015 of Chulalongkorn University,Thailand
Ratchadapiseksomphot Endowment Funds,Thailand
Ratchadapiseksomphot Fund,Thailand
"Ratchadapiseksomphot Fund , Faculty of Medicine, Chulalongkorn University",Thailand
"Ratchadapiseksomphot Fund , Faculty of Medicine, Chulalongkorn University, Thailand",Thailand
"Ratchadapiseksomphot Fund, Faculty of Medicine, Chulalongkorn University",Thailand
"Ratchadapiseksomphot endowment fund, Faculty of Medicine, Chulalongkorn University",Thailand
Ratchadapiseksomphot fund,Thailand
Ratchadapiseksompoch Endowment,Thailand
Ratchadapiseksompoch Endowment Fund,Thailand
Ratchadapiseksompoch Fund,Thailand
Ratchadapiseksompoj Endowment,Thailand
Ratchadapiseksompoj Endowment Fund of Chulalongkorn University,Thailand
Ratchadapiseksompot Endowment Fund,Thailand
Ratchadapiseksompot Fund,Thailand
Ratchadapiseksompotch Endowment Fund,Thailand
Ratchadapiseksompotch Endowment Fund of Liver Fibrosis,Thailand
Ratchadapiseksompotch Endowment Fund of liver fibrosis,Thailand
Ratchadapiseksompotch Fund,Thailand
Ratchadapiseksompotch Fund Chulalongkorn University,Thailand
"Ratchadapiseksompotch Fund Chulalongkorn University , Thailand",Thailand
"Ratchadapiseksompotch Fund Chulalongkorn University, Thailand",Thailand
"Ratchadapiseksompotch Fund for Health Science, Chulalongkorn University",Thailand
"Ratchadapiseksompotch Fund from Faculty of Medicine, Chulalongkorn University",Thailand
"Ratchadapiseksompotch Fund, Faculty of Medicine, Chulalongkorn University",Thailand
"Ratchadapiseksompotch Fund, Research and Innovation Society",Thailand
Ratchadapiseksompotch Funds,Thailand
Ratchadapiseksompotch Research Fund,Thailand
"Ratchadapiseksompotch Research fund, Faculty of Medicine, Chulalongkorn University",Thailand
Ratchadapiseksompote Fund,Thailand
Ratchapiseksompot Endowment Fund,Thailand
Ratchapiseksompotch Fund,Thailand
Ratchasapisek Sompoch Fund,Thailand
Ratchdaphiseksomphot Endowment Fund,Thailand
Ratchdaphiseksomphot Endowment fund and Rachadapisek Sompoch Project,Thailand
Ratchdaphiseksompot Endowment Fund,Thailand
Ratchdapisek Sompoch Endowment Fund,Thailand
"Reacta B UK Research and Innovation – Innovate, Swindon, UK, Biotech Ltd",United Kingdom
Reacta Biotech Ltd,United Kingdom
Reckitt Benckiser UK,United Kingdom
Recruitment Program of Foreign Experts,China
Red Cross Society of Thailand,Thailand
RedKnight Consultancy Ltd,United Kingdom
Regeneron Pharmaceuticals,United States
"Regional Natural Science Foundation, China",China
Regional Research Collaboration Project,Thailand
Reinventing University Project,Thailand
Republic of Korea,South Korea
ResMed,United States
Research & Innovation for Sustainability Center,Thailand
"Research Administration Center, Chiang Mai University",Thailand
"Research Affairs and Faculty of Engineering, Chulalongkorn University",Thailand
Research Affairs of Shahid Beheshti University,Iran
Research Affairs of the Faculty of Pharmaceutical Sciences,Thailand
"Research Affairs, Faculty of Medicine Chulalongkorn University",Thailand
"Research Affairs, Faculty of Medicine, Chulalongkorn University",Thailand
"Research Affairs, Faculty of Medicine, Chulalongkorn University?as",Thailand
Research Assistant Fund from Graduate School Chulalongkorn University,Thailand
"Research Center in Bioresources for Agriculture, Industry and Medicine and Faculty of Science, Chiang Mai University",Thailand
Research Center of Excellence in Innovation of Essential Oil,Thailand
Research Cess Fund,Thailand
Research Chal-lenge Trust,New Zealand
Research Corporation for Science Advancement,United States
Research Council of Norway,Norway
Research Council of Shahid Chamran University of Ahvaz,Iran
"Research Department, Faculty of Medicine Siriraj Hospital, Mahidol University",Thailand
Research Ethics Board of Health,Canada
Research Foundation - Flanders,Belgium
Research Foundation Flanders,Belgium
Research Foundation of the State of Bahia,Brazil
Research Foundation-Flanders,Belgium
Research Fund,United States
Research Fund for International Young Scientists,China
"Research Fund of Research Division, Faculty of Medicine, Siriraj Hospital, Mahidol University",Thailand
"Research Grant Council, Hong Kong Special Administrative Region, China",China
Research Grant for New Scholar Ratchadaphiseksomphot Endowment Fund Chulalongkorn University,Thailand
Research Grants Council,Hong Kong
Research Grants Council of Hong Kong,Hong Kong
Research Grants Council of the Hong Kong Government,Hong Kong
Research Grants Council of the Hong Kong Special Administrative Region of China,China
"Research Grants Council of the Hong Kong Special Administrative Region, China",Hong Kong
"Research Grants Council, University Grants Committee",Hong Kong
Research Institute for Health Science,Thailand
Research Institute for Health Sciences,Thailand
Research Institute for Health Sciences of Chiang Mai University,Thailand
"Research Institute for Health Sciences, Chiang Mai University",Thailand
Research Institute for Humanity and Nature,Japan
Research Institute for Veterinary Science,South Korea
Research Institute of Health Science,Thailand
Research Institute of Marques de Valdecilla Wenceslao-Lopez-Albo,Spain
Research Institute of Meijo University,Japan
Research Institute of Rangsit University,Thailand
Research Instrument Center Khon Kaen University,Thailand
Research Network NANOTEC,Thailand
Research Network NANOTECH,Germany
Research Network Nanotec,Germany
"Research Opportunities Initiative, University of North Carolina",United States
Research Program of Industrial Waste Management,Thailand
Research Promotion Foundation,Cyprus
Research Promotion and Technology Transfer Center,Thailand
Research Unit in Translational Hematology Chulalongkorn University,Thailand
Research Unit of Innovative Diagnosis of Antimicrobial Resistance,Thailand
Research Unit of Obstetrics and Reproduction in Animals of Chulalongkorn University,Thailand
Research University Network,Thailand
Research and Academic Affairs Promotion Fund,Thailand
Research and Academic Service,Thailand
Research and Creative Fund,Thailand
Research and Development Fund,Thailand
Research and Development Institut,Thailand
Research and Development Institute,Thailand
Research and Development Institute Pibulsongkram Rajabhat University,Thailand
Research and Development Institute Ramkhamhaeng University,Thailand
Research and Development Institute of Ramkhamhaeng University,Thailand
"Research and Development Institute, Silpakorn University",Thailand
Research and Development Office,United States
Research and Innovation,United Kingdom
Research and Innovation Foundation,Greece
"Research and Innovation, Faculty of Medicine, Chulalongkorn University",Thailand
Research and Researcher for Industry,Thailand
Research and Researchers for Industries,Thailand
Research and Researchers for Industries-RRI,Thailand
Research and Technology transfer affairs of Khon Kaen University,Thailand
"Research funding, Faculty of Dentistry, Prince of Songkla University",Thailand
Research to Prevent Blindness,United States
"Research, Development and Engineering",United States
"Research, Development and Engineering Fund",Thailand
"Research, Development and Testing Center",Thailand
Retina Research Foundation,United States
Rhodes University,South Africa
Rigshospitalets Research Council,Denmark
Rio de Janeiro Research Foundation – Faperj,Brazil
Riset ITB,Indonesia
Robert Douglas John Butcher for the English Language,United Kingdom
Robert J. and Helen Kleberg Foundation,United States
Robert Lancaster Memorial Fund,United States
Robert W Storr Bequest,United Kingdom
"Robolingo Co., Ltd.",Thailand
Roche,Switzerland
Roche Molecular Systems Inc.,United States
Rochester Academy of Science,United States
Rochester Academy of Science,The United States
Rockefeller Foundation,United States
Rocky Mountain Cancer Genetics Network,United States
Romanian Ministry of Education and Research,Romania
Romer Laboratories UK Ltd,United Kingdom
Roongroj Thanawongnuwech,Thailand
RosAtom,Russia
Rosetrees Trust,United Kingdom
Roslin Institute,United Kingdom
Rotary Club of Geelong,Australia
Rowden White Foundation,United States
Royal Academy of Engineering,United Kingdom
Royal Academy of Engineering,The United Kingdom
Royal Adelaide Hospital,Australia
Royal Astronomical Society,United Kingdom
Royal Astronomical Society,The United Kingdom
Royal Australasian College of Physicians,Australia
Royal College Pediatricians of Thailand,Thailand
Royal College Physicians of Thailand,Thailand
Royal College of Anesthesiologists of Thailand,Thailand
"Royal College of Anesthesiologists of Thailand, Faculty of Medicine of Chiang Mai University",Thailand
Royal College of Dental Surgeons of Thailand,Thailand
Royal College of Ophthalmologists of Thailand,Thailand
Royal College of Pediatricians of Thailand,Thailand
Royal College of Physicians,United Kingdom
Royal College of Physicians of Thailand,Australia
Royal College of Physicians of Thailand,Thailand
Royal Derby Hospital,United Kingdom
Royal Forest Department,Thailand
Royal Forest Department of Thailand,Thailand
Royal Free Charity,United Kingdom
Royal Golden Jubilee (RGJ) Ph.D. Programme,Thailand
Royal Golden Jubilee PhD.-National Science and Technology Development Agency scholarship,Thailand
Royal Government of Thailand,Thailand
Royal Initiation of Her Royal Highness Princess Maha Chakri Sirindhorn,Thailand
Royal Initiative of Her Royal Highness Princess Maha Chakri Sirindhorn,Thailand
Royal Initiative of Her Royal Highness Princess Maha Chakri Sirindhorn and the Naval Special Warfare Command,Thailand
Royal Initiative of Her Royal Highness Princess Maha Chakri Sirindhorn—Chulalongkorn University,Thailand
Royal Irish Academy,Ireland
Royal Irrigation Department,Thailand
Royal Irrigation Department of Thailand,Thailand
Royal Patronage,Thailand
Royal Patronage of Her Royal Highness Princess Maha Chakri Sirindhorn,Thailand
Royal Society,United Kingdom
Royal Society Leverhulme Trust,United Kingdom
Royal Society Newton,United Kingdom
Royal Society of Chemistry Research Fund,United Kingdom
Royal Society of Medicine,United Kingdom
Royal Society of New Zealand,New Zealand
Royal Society of New Zealand Marsden Fund,New Zealand
Royal Society of Thailand,Thailand
Royal Society-Newton,United Kingdom
Royal Society-Newton Mobility,United Kingdom
Royal Thai,Thailand
Royal Thai Embassy,Thailand
Royal Thai Government,Thailand
Royal Thai Government Budget,Thailand
Royal Thai Government Scholarship,Thailand
Royal Thai Navy,Thailand
Royal Thai Navy for,Thailand
Royal Thai government,Thailand
Royal Veterinary College,United Kingdom
Ruchanok Tinikul,Thailand
Rujira Luksanaprom,Thailand
Rural & Environment Science & Analytical Services Division,United Kingdom
Russian Academy of Sciences,Russia
Russian Academy of Sciences,Russian Federation
Russian Competitiveness Program of NRNU,Russia
Russian Competitiveness Program of NRNU MEPhI,Russia
Russian Federation,Russia
Russian Foundation for Basic Research,Russian Federation
Russian Foundation for Basic Research,Russia
Russian Ministry of Education and Science,Russia
Russian Science Foundation,Russia
Russian State Research,Russia
Russian State Research Project,Russia
Rutgers University,United States
Rutherford Appleton Laboratory,United Kingdom
Ryukyus Research Project Promotion,Japan
Région Auvergne,France
Région Bourgogne-Franche-Comté,France
Région Haut-de-France,France
Région Ile-de-France,France
S S Membranes Co. Ltd.,Thailand
"S S Membranes Co., Ltd.",Thailand
S&T Postgraduate Education,United States
S&T Postgraduate Education Research Development Office,Thailand
S&T Postgraduate Education and Research Development Office,Thailand
"S&T Postgraduate Education, Research Development Office",Thailand
S.-FNRS,Belgium
S?o Paulo Research Foundation,Brazil
S?o Paulo Research and Analysis Center,Brazil
SARL,France
SASIN School of Management,Thailand
SAST,China
SATREPS,Japan
SBST-VIT,India
SCB Public Company Limited,Thailand
SCG Chemical Co. Ltd,Thailand
SCG Chemical Co. Ltd.,Thailand
"SCG Chemical Co., Ltd.",Thailand
"SCG Chemical Co., Ltd.",Japan
"SCG Chemicals Co, Ltd.",Thailand
SCG Chemicals Co. Ltd.,Thailand
"SCG Chemicals Co., Ltd.",Thailand
"SCG Chemicals, Co. Ltd.",Thailand
"SCG Chemicals, Co., Ltd.",Japan
SCMU-ACUC,United States
SDC,India
SEACLID,Thailand
SEAFDEC,Thailand
SEAMO,Canada
SEARCH/Thai Red Cross AIDS Research Centre,Thailand
SECyT,Argentina
SEED,India
SEIDI,Spain
SENACYT,Panama
SENESCYT,Ecuador
SEP,Mexico
SER,Spain
SER,United States
SERB,India
SERB-DST,India
SERI,Singapore
SERI,Switzerland
SF VAMC,United States
SFFR,Ukraine
SFI,Ireland
SFI,United States
SFORL,France
SFU Community Trust Endowment Fund,Canada
SHELL Centennial Education Fund,United Kingdom
SHyNE,United States
SHyNE Resource,Australia
SIIT,Thailand
SIMATS,India
SIP,Canada
SITES,Sweden
SIU,United States
SJTU-Yale,China
SKB,Sweden
SKH acknowledged Thailand Research Fund,Thailand
SKLECE,China
SKLWUT,China
SLO,The Netherlands
SLRI,Thailand
SLU,Sweden
SMA Trust,United Kingdom
SMF,United States
SMHI,Sweden
SMLR,United States
SNF,Switzerland
SNSF,Switzerland
"SORTS Corporation Co., Ltd.",Thailand
SPS,Saudi Arabia
SRC,United States
SRM Institute of Science and Technology,India
SRM Institute of Science and Technology Kattankulathur,India
SRNSF,Georgia
SRS,United States
SSHRC,Canada
SSL-VIT,India
SSN College of Engineering,India
SSN trust,India
SSRC,United States
SSSIHL-CRIF,India
SSTC,Belgium
STAR,Germany
STAR,Australia
START,Japan
STCSM,China
STFC,United Kingdom
SUREAQUA,Norway
SUT Research and Development Fund,Thailand
SUT-NANOTEC-SLRI,Thailand
"SUTD-ZJU, Singapore",Singapore
SUT‐NANOTEC‐SLRI XAS,Thailand
Safe Abortion Action Fund,United Kingdom
Safra Foundation,Switzerland
Sahagreen Forest Co. Ltd,Thailand
"Sahagreen Forest Co., Ltd",Thailand
Sahamongkol Film International Company Limited,Thailand
Sahlgrenska University Hospital,Sweden
Saint Jean d’Illac,France
Sakaerat Environmental Research Station,Thailand
Salk Institute,United States
Salle Health Science Institute Angelo King Medical Research Center,Philippines
Salt Science Research Foundation,Japan
"San Francisco, California",United States
Sandler Family Foundation,United States
Sandler Foundation,United States
Sandoz,United States
Sangamo Therapeutics,United States
Sangsom School,Thailand
Sanofi,Australia
Sanofi,United States
Sanofi Aventis India,India
Sanofi K.K. and Celltrion,Japan
Sanofi KK,Japan
Sanofi Pasteur,France
Sanofi Pasteur and Takeda,France
"Sanofi Pasteur, Lyon",France
Sanofi Renal and Fresenius Kabi,France
Sanofi-Aventis,United States
Sanofi-Pasteur,France
Santa Fe Institute,The United States
Santa Fe Institute,United States
Santen,Japan
Santen Pharmaceutical,Japan
Sao Paulo Research Foundation,Brazil
Sapienza Università di Roma,Italy
Sapthip Co. Ltd,Thailand
Saraburi Hospital,Thailand
Saraburi Land Development Station,Thailand
Sarapol Thongphan Division of Endocrinology and Metabolism,Thailand
Sasin Business School,Thailand
Sasin School of Management,Thailand
"Sasin School of Management, Chulalongkorn University",Thailand
Sasol,South Africa
Sasol North America,United States
Satellite Healthcare Inc.,United States
Sathyabama Institute of Sceince and Technology,India
Sathyabama Institute of Science and Technology,India
"Sathyabama Institute of Science and Technology, Chennai, India",India
Sathyabama institute of Science and Technology,India
Sathyabama institute of science and technology,India
Saudi Arabia Government,United Kingdom
Saudi Arabian Cultural Bureau in Canada,Canada
Saveetha Institute of Medical and Technical Sciences,India
Saveetha Medical College and Hospital,India
Saveetha University,India
Saving Animals and Human Lives,Thailand
Sawanpracharak Hospital,Thailand
Scheie Eye Institute,United States
Schlinger Foundation,United States
"Schlinger Foundation, USA",United States
Schlumberger for Petrel,United States
Scholarships for Frontier Research Network,Thailand
School of Aerospace Science and Technology,China
School of Agricultural Resources,Thailand
School of Agricultural Technology,Thailand
School of Applied Statistics,Thailand
School of Chemical and Biomedical Engineering,Thailand
"School of Chemistry and Faculty of Science, Monash University",Australia
"School of Computing, Engineering and Built Environment",United Kingdom
School of Dentistry,Japan
"School of Dentistry, University of Maryland Baltimore",United States
"School of Dentistry, University of Washington",United States
School of Engineering,Malaysia
School of Engineering King Mongkut's Institute of Technology Ladkrabang Research Fund,Thailand
School of Engineering and Resources,Thailand
"School of Environmental, Resources and Development",Thailand
School of Food Industry,Thailand
School of Information Technology,Thailand
"School of Life Science, University of Dundee",United Kingdom
School of Medical Sciences,New Zealand
School of Medicine,United States
"School of Medicine, Mae Fah Luang University",Thailand
School of Public Health,United States
"School of Public Health, Texas A&M University",United States
School of Science,Malaysia
"School of Science and Advanced Engineering Platform, School of Engineering , Monash University Malaysia",Malaysia
"School of Science and Advanced Engineering Platform, School of Engineering, Monash University Malaysia",Malaysia
"School of Science, King Mongkut's Institute of Technology Ladkrabang",Thailand
"School of Science, King Mongkut’s Institute of Technology Ladkrabang",Thailand
"School of Science, University of Phayao",Thailand
"School of Veterinary Medicine, University of California, Davis",United States
School of Veterinary Studies & Roslin Institute,United Kingdom
Schulich School of Business,Canada
Schwartz Foundation,United States
Schweizerischer Nationalfonds zur F&#x00F6;rderung der Wissenschaftlichen Forschung,Switzerland
Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,Switzerland
Sci-Super VII,United Kingdom
Science & Technology Postgraduate Education and Research Development Office,Thailand
Science Achievement Scholarship,Thailand
Science Achievement Scholarship Thailand,Thailand
Science Achievement Scholarship of Thailand,Thailand
"Science Achievement Scholarship of Thailand and Research Center for Academic Excellence in Petroleum, Petrochemical and Advanced Materials",Thailand
Science Chulalongkorn University,Thailand
Science Education Institute,United States
Science Foundation Ireland,Ireland
"Science Foundation, Ireland",Ireland
Science Funds for Distinguished Young Scholar in Shaanxi Province,China
Science Naresuan University,Thailand
Science and Engineering Research Board,India
Science and Engineering Research Board of India,India
Science and Industry Endowment Fund,Australia
Science and Technology,Thailand
Science and Technology Commission of Shanghai Municipality,China
Science and Technology Department of Hubei Province,China
Science and Technology Development Agency,Thailand
Science and Technology Facilities Council,The United Kingdom
Science and Technology Facilities Council,United Kingdom
"Science and Technology Facilities Council, UK",United Kingdom
Science and Technology Foundation of Beijing University of Technology,China
Science and Technology Innovation Program of Hunan Province,China
Science and Technology Plan of Changsha Science and Technology Bureau,China
"Science and Technology Postgraduate Education and Research Development Office, Office of the Higher Education Commission",Thailand
Science and Technology Program of Guangzhou,China
Science and Technology Research,United States
Science and Technology Research Partnership for Sustainable Development,Japan
Science and Technology of Japan,Japan
"Science and Technology, Chiang Mai Rajabhat University",Thailand
Science of the Russian Federation,Russia
"Science, Research and Innovation National Council",Italy
ScienceresearchandInnovationFund ChulalongkornUniversity,Thailand
Scientific Challenge Project of China,China
Scientific Grant Agency VEGA,Slovakia
Scientific Grant Agency of the Slovak Republic,Slovakia
Scientific Research Foundation Project of Educational Commission of Yunnan Province,China
Scientific Research Fund of Hunan University of Science and Technology,China
Scientific Research Program of Hunan Provincial Health Commission,China
Scientific Research and Innovation Team Program of Sichuan University of Science and Technology,China
Scientific Research on Innovative Areas,Japan
Scientific Research–Flanders,Belgium
Scientific and Technical Research Council of Turkey,Turkey
Scientific and Technological Equipment Centre,Thailand
Scientific and Technological Instruments Center,Thailand
Scientific and Technological Research Council of Turkey,Turkey
Scientific and Technological Research Equipment Center,Thailand
Scientific and Technological Research Equipment Centre,Thailand
Scientific and Technological Research Project for Social Welfare of Zhongshan City of China,China
Scott Wilson (Monash University,Australia
Scottish Government,United Kingdom
Scottish Government’s Rural and Environmental Science and Analytical Services Division,United Kingdom
Scurlock Foundation,United States
"Seafresh Chitosan Lab Co., Ltd.",Thailand
Sec-retaría de Estado de Investigación,Spain
Second Century Found,United States
Second Century Foundation,United States
Second Century Fund,United States
Second Century Fund Project,Thailand
Second Century Fund of Chulalongkorn,Thailand
Second Century Fund of Sitthichai Kanokudom,Thailand
Second century Fund,United States
Secondary Century Fund,United States
Secretaria Nacional de Ciencia y Tecnologıa,Guatemala
"Secretariat for Higher Education, Science, Technology and Innovation",Ecuador
"Secretariat for Higher Education, Science, Technology, and Innovation",Ecuador
Secretaría de Educación Pública,Mexico
"Secretaría de Educación Superior, Ciencia, Tecnología e Innovación",Ecuador
Secretaría de Estado de Inves-tigación,Spain
Secretaría de Estado de Investigación,Spain
"Secretaría de Estado de Investigación, Desarrollo e Innovación",Spain
"Section of Adult and Pediatric Endocrinology, Diabetes, and Metabolism",United States
Secura Bio,United States
Seed and Innovation Fund,Thailand
Selah Genomics Inc.,United States
"Seneca Foundation of Murcia Region , Spain",Spain
"Seneca Foundation of Murcia Region, Spain",Spain
Seneca Foundation-Regional Agency for Science and Technology,Italy
Senhwa Biosciences,Taiwan
Senhwa Pharmaceuticals,Taiwan
Senju Pharmaceutical,Japan
Senju Pharmaceutical Company and M's Science Corporation,Japan
Seoul National University,South Korea
Seoul National University College of Veterinary Medicine,South Korea
Separation Laboratory,China
Serdang Hospital,Malaysia
Seres Health,United States
Seres Therapeutics,United States
Serra do Cipó National Park,Brazil
Servier,France
Seto Marine Biological Laboratory,United States
Seventh Framework Programme,European Union
Shaanxi Innovation Capability Support Plan,China
"Shaanxi Innovation Capability Support Plan, China",China
"Shaanxi Key Research and Development Plan, China",China
Shaanxi Key Research and development Plan,China
Shaanxi Natural Science Basic Research Project,China
"Shaanxi Natural Science Basic Research, China Project",China
Shaanxi Science Fund for Distinguished Young Scholars,China
Shahid Beheshti University,Iran
Shale Gas Plays in Western Canada,Canada
Shan-dong University,China
Shandong Provincial Key Science and Technology Program,China
Shandong Provincial Natural Science Foundation,China
Shandong University,China
Shanghai Academy of Spaceflight Technology,China
Shanghai General Hospital,China
Shanghai International Collaboration Research Project,China
Shanghai International Cooperation and Exchange Project,China
Shanghai Jiao Tong University,China
Shanghai Key Basic Research Project,China
Shanghai Municipal Health Commission,China
Shanghai Municipal Science and Technology Commission,China
Shanghai Natural Science Foundation,China
Shanghai Sailing Program,China
Shanghai Science and Technology Innovation Action Plan,China
Shanghai University,China
"Shanghai University of Traditional Chinese Medicine, Shanghai, China",China
Shanxi Yanchang Petroleum Group,China
Shell,The Netherlands
Shell Companies in Thailand,Thailand
Shell Global Solutions,Netherlands
Shenzhen Development & Reform Commission Foundation for Novel Nano-Material Sciences,China
Shenzhen Development and Reform Commission,China
Shenzhen Development and Reform Commission Foundation for Novel Nano-Material Sciences,China
Shenzhen Development and Reform Commission Foundation for Shenzhen Engineering Research Center for Frontier Materials Synthesis at High Pressure,China
Shenzhen Fundamental Research Program,China
Shenzhen Peacock Plan,China
Shenzhen Science and Technology Innovation Committee,China
Shenzhen Science and Technology Innovation Council,China
Shenzhen University,China
Shenzhen municipal government,China
Shera Public Company Limited,Thailand
Shimadzu Corp.,Japan
Shimane University,Japan
Shimizu Institute of Technology,Japan
Shinshu University,Japan
Shionogi and Pulmocide,Japan
Shire,Ireland
Shire Baxalta,United States
Shizuoka University,Japan
Showa Denko Materials,Japan
Showa University Hospital,Japan
Shriver National Institute of Child Health and Human Development,United States
Shuang Ho Hospital,Taiwan
Si Mum Sub-District Health Promoting Hospital,Thailand
Si Salaloeng Sub-District Health Promoting Hospital,Thailand
Siam Cement Group,Thailand
Siam Chemical Industry,Thailand
Siam Food Products Public Company Limited,Thailand
"Siam Frit Co., Ltd.",Thailand
Siam Herbal Innovation Company Limited,Thailand
Siam Pharmaceutical Co Ltd,Thailand
Siam Photon Laboratory,Thailand
Siam University,Taiwan
Sichuan Province Science and Technology,China
Sichuan Province Science and Technology Support Program,China
Sichuan Provincial Key Lab of Process Equipment and Control,China
Sichuan University,China
Sichuan University of Science and Engineering,China
Sichuan Youth Science & Technology Foundation,China
Sichuan Youth Science and Technology Foundation,China
Sida,Sweden
Siddha Kumwongwan,Thailand
Siemens,Germany
Siemens Healthcare,Germany
Siemens and Roche,Germany
Sigrid Juséliuksen Säätiö,Finland
Sigrid Jusélius Foundation,Finland
Silicon Craft Technology Co. Ltd,Thailand
"Silicon Craft Technology Co., Ltd.",Thailand
Silicon Craft Technology PLC,Thailand
Silpakorn University,Thailand
Silpakorn University Research and Development Institute,Thailand
"Silpakorn University Research, Innovation and Creative Fund",Thailand
Silpakorn University and Center of Excellence in Hepatitis and Liver Cancer,Thailand
Silver Jubilee Fund of CU,Bangladesh
Simons Autism Foundation,United States
Simons Foundation,United States
Simons foundation,United States
"Singapore Centre for Environmental Life Science Engineering , Nanyang Technological University Singapore",Singapore
"Singapore Centre for Environmental Life Science Engineering, Nanyang Technological University Singapore",Singapore
Singapore Health Manpower Development Plan,Singapore
Singapore Institute for Clinical Sciences,Singapore
Singapore Management University,Singapore
Singapore Ministry of Education,Singapore
Singapore Ministry of Education's Social Science Research Council,Singapore
Singapore Ministry of Health,Singapore
Singapore Ministry of Health’s,Singapore
Singapore National Research Foundation,Singapore
Singapore Social Science Research Council,Singapore
Singapore University of Technology and Design,Singapore
Singapore's Ministry of Education,Singapore
Sino-Thai Engineering and Construction Public Company Limited,Thailand
Sirindhorn College of Public Health,Thailand
"Sirindhorn College of Public Health, Trang and Praboromarajchanok Institute",Thailand
Sirindhorn International Institute of Technology,Thailand
Sirinya Teeraananchai,Thailand
Siriraj Clinical Research Center,Thailand
Siriraj Core Research Facility,Thailand
Siriraj Diabetes Center,Thailand
"Siriraj Diabetes Center, Faculty of Medicine Siriraj Hospital, Mahidol University",Thailand
Siriraj Foundation,Thailand
