Agency_Name,Mapped_Name,Country
Smallwood Foundation,Smallwood Foundation,United States
Smart Wireless Communication Ecosystem Research Group,Thailand National Organization,Thailand
Smithsonian Institution,Smithsonian Institution,United States
Smithsonian Institution Barcoding Opportunity,Smithsonian Institution Barcoding Opportunity,United States
Smithsonian Tropical Research Institute,Smithsonian Tropical Research Institute,United States
Smooth International Co. Ltd.,Thailand National Organization,Thailand
Social Development Project of Jiangsu Province,Social Development Project of Jiangsu Province,China
Social Research Institute,Chulalongkorn University,Thailand
Social Sciences and Humanities Research Council of Canada,Social Sciences and Humanities Research Council of Canada,Canada
Sociedad Española de Reumatología,Sociedad Española de Reumatología,Spain
Society for Anthropological Sciences,Society for Anthropological Sciences,The United States
Society for the Anthropology of Europe,Society for the Anthropology of Europe,The United States
Society of Resource Geology and University of Johannesburg,Society of Resource Geology and University,South Africa
Soft Science Research Planning Project of Henan Province,Soft Science Research Planning Project of Henan Province,China
Soft Square International Co. Ltd.,Thailand National Organization,Thailand
"Soft Square International Co., Ltd.",Thailand National Organization,Thailand
Soft and Hybrid Nanotechnology Experimental,Thailand National Organization,Thailand
Sofus Friis’ Foundation,Sofus Friis’ Foundation,Denmark
Sogang University,Sogang University,South Korea
Solar Energy Technology Office,Solar Energy Technology Office,United States
Solare Energie Umwandlung,Solare Energie Umwandlung,Germany
Solvay,Solvay,Belgium
Somdejprapinklao Hospital,Thailand National Organization,Thailand
Somdet Chaopraya Institute of Psychiatry in central Thailand,Somdet Chaopraya Institute,Thailand
Sompoch Endowment Fund,Thailand National Organization,Thailand
Sompote Endowment Fund for,Thailand National Organization,Thailand
Songkhla Hospital,Thailand National Organization,Thailand
Songkhla Rajabhat University,Songkhla Rajabhat University,Thailand
Songkla University,Songkla University,Thailand
Songklanagarind Hospital,Thailand National Organization,Thailand
Sonti Khamsanga,Thailand National Organization,Thailand
Sophia University,Sophia University,Japan
South African Medical Research Council,South African Medical Research Council,South Africa
South London and Maudsley NHS Foundation Trust,South London and Maudsley NHS Foundation,United Kingdom
South Ural State University,South Ural State University,Russia
South-Eastern Norway Regional Health Authority,South-Eastern Norway Regional Health Authority,Norway
Southeast Asia Biodiversity Research Institute,Southeast Asia Biodiversity Research Institute,China
Southeast Asia Engineering Education Development Network,ASEAN University,Thailand
Southeast Asian Fisheries Development Center,Southeast Asian Fisheries Development Center,Thailand
Southeast Asian Ministers of Education Tropical Medicine and Public Health Network,Thailand National Organization,Thailand
Southern Economic Association,Southern Economic Association,United States
Southern Economics Association,Southern Economics Association,United States
Southern Region of Asean Countries,Thailand National Organization,Thailand
Southern Sierra Critical Zone Observatory,Southern Sierra Critical Zone Observatory,United States
Southern Taiwan Science Park Bureau,Southern Taiwan Science Park Bureau,Taiwan
Southwest Petroleum University,Southwest Petroleum University,China
Space Medical Experiment Project of China Manned Space Program,Space Medical Experiment Project of China Manned Space Program,China
Space Telescope Science Institute,Space Telescope Science Institute,United States
Space and Naval Warfare Systems Command,Space and Naval Warfare Systems Command,The United States
Spanish FPI,Spanish FPI,Spain
Spanish Ministry for Science and Innovation,Spanish Ministry for Science and Innovation,Spain
Spanish Ministry of Economy and Competitiveness,Spanish Ministry of Economy and Competitiveness,Spain
"Spanish Ministry of Economy, Industry, and Competitiveness",Spanish Ministry of Economy and Competitiveness,Spain
Spanish Ministry of Science and Innovation,Spanish Ministry for Science and Innovation,Spain
"Spanish Ministry of Science, Innovation and Universities","Spanish Ministry of Science, Innovation and Universities",Spain
Spanish National HIV Paediatric Network,Spanish National HIV Paediatric Network,Spain
Spanish State Research Agency,Spanish State Research Agency,Spain
Special Fund for Basic Scientific Research of Central Colleges,Special Fund for Basic Scientific Research of Central Colleges,China
"Special Program in Tropical Diseases , Medicines for Malaria Venture","Special Program in Tropical Diseases , Medicines for Malaria Venture",Switzerland
"Special Research Fund for the Faculty of Dentistry, Chulalongkorn University","Special Research Fund for the Faculty of Dentistry, Chulalongkorn University",Thailand
Special Research Fund of Ghent University,Special Research Fund of Ghent University,Belgium
Special Task Force for Activating Research,Chulalongkorn University,Thailand
Special Task Force for Activating Research Ratchadaphiseksomphot Endowment Fund,Thailand National Organization,Thailand
Specialized Research Fund for the Doctoral Program of Higher Education of China,Specialized Research Fund for the Doctoral Program of Higher Education of China,China
Springer Medizin,Springer Medizin,Germany
Srina-kharinwirot University,Srina-kharinwirot University,Thailand
Srinagarind Hospital,Thailand National Organization,Thailand
Srinakharinwirot University,Srinakharinwirot University,Thailand
"Srinakharinwirot University, Thailand",Srinakharinwirot University,Thailand
Sripatum University,Sripatum University,Thailand
Sriphrae Uppamai,Thailand National Organization,Thailand
St John's Institute of Dermatology,St John's Institute,United Kingdom
St Vincent's Hospital,St Vincent's Hospital,Australia
St. Jude Medical,St. Jude Medical,United States
St. Louis Children’s Hospital,St. Louis Children’s Hospital,United States
St. Luke's International University,St. Luke's International University,Japan
St. Luke’s College of Medicine,St. Luke’s College of Medicine,Philippines
Stada Thailand Pharmaceuticals Limited,Thailand National Organization,Thailand
Stanford Center for Artificial Intelligence in Medicine and Imaging,Stanford Center,United States
Stanford Thailand Research Consortium,Thailand National Organization,Thailand
Stanford University,Stanford University,United States
Stanford Wellness Living Laboratory,Stanford Wellness Living Laboratory,United States
Stanley Medical Research Foundation,Stanley Medical Research Foundation,United States
Stanley Medical Research Institute,Stanley Medical Research Foundation,United States
Star Scientific Foundation,Star Scientific Foundation,Australia
Starmed,Starmed,South Korea
Starr International Foundation,Starr International Foundation,United States
Start-up Foundation of Nantong University,Start-up Foundation of Nantong University,China
State Administration of Traditional Chinese Medicine,State Administration of Traditional Chinese Medicine,China
State Atomic Energy Corporation ROSATOM,State Atomic Energy Corporation ROSATOM,Russian Federation
State Atomic Energy Corporation ROSATOM,State Atomic Energy Corporation ROSATOM,Russia
State Committee for Science and Technology of the Republic of Belarus,State Committee for Science and Technology of the Republic of Belarus,Belarus
State Forest Departments in India,State Forest Departments in India,India
State Fund for Fundamental Research of Ukraine,State Fund for Fundamental Research of Ukraine,Ukraine
State Fund for Fundamental Researches,State Fund for Fundamental Researches,Ukraine
State Key Laboratories of Estuaries and Coastal Research,State Key Laboratories of Estuaries and Coastal Research,China
State Key Laboratory Fund,State Key Laboratory Fund,China
"State Key Laboratory for Mechanical Behavior of Materials, Xi'an Jiaotong University","State Key Laboratory for Mechanical Behavior of Materials, Xi'an Jiaotong University",China
State Key Laboratory of Advanced Chemical Power Sources,State Key Laboratory of Advanced Chemical Power Sources,China
State Key Laboratory of Advanced Technology for Materials Synthesis and Processing,State Key Laboratory of Advanced Technology for Materials Synthesis and Processing,China
State Key Laboratory of Clean Energy Utilization,State Key Laboratory of Clean Energy Utilization,China
State Key Laboratory of Clean Energy Utilization at Zhejiang University,State Key Laboratory of Clean Energy Utilization at Zhejiang University,China
State Key Laboratory of Food Science and Technology,State Key Laboratory of Food Science and Technology,China
State Key Laboratory of Hydroscience and Engineering,State Key Laboratory of Hydroscience and Engineering,China
State Key Laboratory of Loess,State Key Laboratory of Loess,China
State Key Laboratory of Materials- Oriented Chemical Engineering,State Key Laboratory of Materials- Oriented Chemical Engineering,China
State Key Laboratory of Metastable Materials Science and Technology,State Key Laboratory of Metastable Materials Science and Technology,China
State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,China
State Key Laboratory of Power Grid Safety and Energy Conservation,Open Fund of State Key Laboratory of Power Grid Safety and Energy Conservation,China
State Key Laboratory of Separation Membranes and Membrane Processes,State Key Laboratory of Separation Membranes and Membrane Processes,China
State Key Project of Research and Development,State Key Project of Research and Development,China
"State Secretariat for Education, Research and Innovation","State Secretariat for Education, Research and Innovation",Switzerland
State University of Londrina,State University,Brazil
State University of New Jersey,State University,United States
State of Illinois,State of Illinois,United States
Stavros Niarchos Foundation,Stavros Niarchos Foundation,Greece
Steinbeis GmbH für Technologietransfer,Steinbeis GmbH für Technologietransfer,Germany
Stendahl and Gilead,Stendahl and Gilead,United States
Stendahl and Pfizer,Stendahl and Pfizer,United States
Stephen Mahony (university College Dublin,Stephen Mahony (university College Dublin,Ireland
Stichting Achmea Gezondheid,Stichting Achmea Gezondheid,Netherlands
Stichting Hanarth Fonds,Stichting Hanarth Fonds,Netherlands
Stichting tegen Kanker,Stichting tegen Kanker,Belgium
Stiftung zur Förderung,Stiftung zur Förderung,Germany
Stockholm County Council,Stockholm County Council,Sweden
Stockholm Environment Institute,Stockholm Environment Institute,Sweden
Stockholm Environment Institute for Doctoral Scholarship,Stockholm Environment Institute,Sweden
Stockholm Environmental Institute,Stockholm Environmental Institute,Sweden
Stockholm School of Economics,Stockholm School of Economics,Sweden
"Stockholm School of Economics, Sasin School of Management of Chulalongkorn University","Stockholm School of Economics, Sasin School of Management of Chulalongkorn University",Sweden
"Stockholm School of Economics, Sweden","Stockholm School of Economics, Sweden",Sweden
Stockholm University,Stockholm University,Sweden
Stop-Drink Network,Thailand National Organization,Thailand
Strategic Insight Research,Strategic Insight Research,United States
Strategic Wisdom and Research Institute,Strategic Wisdom and Research Institute,Thailand
Strategic Wisdom and Research Institute of Srinakharinwirot University,Strategic Wisdom and Research Institute of Srinakharinwirot University,Thailand
Strathmore University,Strathmore University,Kenya
Strengthen Chulalongkorn University,Strengthen Chulalongkorn University,Thailand
Stroke Association,Stroke Association,United Kingdom
Studienstiftung des Deutschen Volkes,Studienstiftung des Deutschen Volkes,Germany
Stupski Foundation,Stupski Foundation,United States
Styrelsen för Internationellt Utvecklingssamarbete,Styrelsen för Internationellt Utvecklingssamarbete,Sweden
Suan Sunandha Rajabhat University,Suan Sunandha Rajabhat University,Thailand
Sub-Department of Animal Health of Dong Thap Province,Sub-Department of Animal Health of Dong Thap Province,Vietnam
Suchai Sritippayawan,Thailand National Organization,Thailand
Sud Expert Plantes,Sud Expert Plantes,France
"Sugar Industries for Sustainable Management, Center of Excellence on Hazardous","Sugar Industries for Sustainable Management, Center",Thailand
"Sugar Industries for Sustainable Management, Center of Excellence on Hazardous Substance Management","Sugar Industries for Sustainable Management, Center",Thailand
Sukhothai Hospital,Thailand National Organization,Thailand
Sukhothai Thammathirat Open University,Sukhothai Thammathirat Open University,Thailand
Suksomboon Palm Oil Industry Co. Ltd.,Thailand National Organization,Thailand
Sumitomo Dainippon Pharmaceutical,Sumitomo Dainippon Pharmaceutical,Japan
Sumitomo Foundation,Sumitomo Foundation,Japan
Sumitomo foundation,Sumitomo Foundation,Japan
Sun Yat-Sen University,Sun Yat-Sen University,China
Sun Yat-sen University,Sun Yat-Sen University,China
Sunnybrook Health Sciences Centre,Sunnybrook Health Sciences Centre,Canada
Sunovion,Sunovion,United States
Sunovion Pharma,Sunovion Pharma,United States
Sunovion Pharmaceuticals,Sunovion Pharmaceuticals,United States
Sunpasitthiprasong Hospital,Thailand National Organization,Thailand
"Sunsea Plastics P.S. Co., Ltd.",Thailand National Organization,Thailand
Suomen Akatemia,Suomen Akatemia,Finland
Suparat Jaingam and Chutima Yaiyiam at Siriraj Hospital,Thailand National Organization,Thailand
Supawadee Ingsriswang,Thailand National Organization,Thailand
Supporting Research Funds for Industries,Thailand National Organization,Thailand
Suranaree University of Technology,Suranaree University,Thailand
Suranaree University of Technology in Thailand,Suranaree University,Thailand
Surapon Foods Public Co. Ltd.,Thailand National Organization,Thailand
"Surapon Foods Public Co., Ltd.",Thailand National Organization,Thailand
Surapong Narenpitak,Thailand National Organization,Thailand
Surface Coatings Technology for Metals and Materials Research Unit,Thailand National Organization,Thailand
"Surin Bran Oil Co., Ltd.",Thailand National Organization,Thailand
Surin Hospital,Thailand National Organization,Thailand
SusTEC,SusTEC,China
Susan Lindquist Laboratory,Susan Lindquist Laboratory,United States
Sustainable Agriculture Foundation,Sustainable Agriculture Foundation,Thailand
Sustainable Forestry Initiative,Sustainable Forestry Initiative,United States
Sustainable Infrastructure Research and Development Center,Sustainable Infrastructure Research and Development Center,Thailand
Sustainable Petroleum and Petrochemicals Research Unit,Thailand National Organization,Thailand
Suwara Kaewnuy,Thailand National Organization,Thailand
Svend Andersen Foundation,Svend Andersen Foundation,Denmark
Swedish Cancer Foundation,Swedish Cancer Foundation,Sweden
Swedish Cancer Society,Swedish Cancer Society,Sweden
Swedish Council for Working Life and Social Research,Swedish Council for Working Life and Social Research,Sweden
Swedish Energy Agency,Swedish Energy Agency,Sweden
Swedish Foundation for Strategic Environmental,Swedish Foundation,Sweden
Swedish Foundation for Strategic Environmental Research,Swedish Foundation,Sweden
"Swedish Foundation for Strategic Environmental Research (Mistra), Vetensskabsrådet",Swedish Foundation,Sweden
Swedish Foundation for Strategic Research,Swedish Foundation,Sweden
Swedish Governmental Agency for Innovation Systems,Swedish Governmental Agency for Innovation Systems,Sweden
Swedish Infrastructure for Ecosystem Science,Swedish Infrastructure for Ecosystem Science,Sweden
Swedish Integrated Carbon Observation System,Swedish Integrated Carbon Observation System,Sweden
Swedish International Development Cooperation Agency,Swedish International Development Cooperation Agency,Sweden
Swedish Probiotic Company BioGaia AB,Swedish Probiotic Company BioGaia AB,Sweden
Swedish Research Council,Swedish Research Council,Sweden
Swedish Research Council Formas,Swedish Research Council Formas,Sweden
"Swedish Research Council for Environment, Agricultural Sciences and Spatial Planning","Swedish Research Council for Environment, Agricultural Sciences and Spatial Planning",Sweden
Swedish Research Links,Swedish Research Links,Sweden
Swedish Science Foundation,Swedish Science Foundation,Sweden
Swedish Society of Medicine,Swedish Society of Medicine,Sweden
Swedish Taxonomy Initiative,Swedish Taxonomy Initiative,Sweden
Swedish University of Agricultural Sciences,Swedish University,Sweden
Swine Viral Evolution and Vaccine Research,Swine Viral Evolution and Vaccine Research,United States
Swiss Agency for Development and Cooperation,Swiss Agency for Development and Cooperation,Switzerland
Swiss Confederation,Swiss Confederation,Switzerland
Swiss Federal Food Safety and Veterinary Office FSVO,Swiss Federal Food Safety and Veterinary Office FSVO,Switzerland
Swiss Funding Agencies,Swiss Funding Agencies,Switzerland
Swiss Government Excellence Scholarship,Swiss Government Excellence Scholarship,Switzerland
Swiss Heart Foundation,Swiss Heart Foundation,Switzerland
Swiss NSF,Swiss NSF,Switzerland
Swiss National Center for Mycobacteria,Swiss National Center,Switzerland
Swiss National Foundation,Swiss National Foundation,Switzerland
Swiss National Science Foundation,Swiss National Foundation,Switzerland
Swiss National Supercomputing Centre,Swiss National Supercomputing Centre,Switzerland
"Swiss State Secretariat for Education, Research and Innovation","State Secretariat for Education, Research and Innovation",Switzerland
Switzerland Ophthalmology Society,Switzerland Ophthalmology Society,Switzerland
Sydney University,Sydney University,Australia
SymBio Pharmaceutical,SymBio Pharmaceutical,Japan
Synchrotron Light Research Institute,Synchrotron Light Research Institute,Thailand
Synchrotron Light Research Institute–Public Organization,Synchrotron Light Research Institute,Thailand
Synchrotron Research Institute,Synchrotron Research Institute,Thailand
Sysmex Corporation,Sysmex Corporation,Japan
São Paulo Research Foundation,São Paulo Research Foundation,Brazil
São Paulo Research Foundation – Fapesp,São Paulo Research Foundation,Brazil
São Paulo Research State Foundation,São Paulo Research Foundation,Brazil
São Paulo Research and Analysis Center,São Paulo Research and Analysis Center,Brazil
T hailand Research Fund,Thailand National Organization,Thailand
TAEK,TAEK,Turkey
TB national research University,TB national research University,Russia
TBRC-BIOTEC,Thailand National Organization,Thailand
TEM,TEM,Finland
TENMAK,TENMAK,Turkey
TESA,Thailand National Organization,Thailand
TFCT,Thailand National Organization,Thailand
TGIST,Thailand National Organization,Thailand
TGRI,Thailand National Organization,Thailand
THAILAND RESEARCH FUND,Thailand National Organization,Thailand
THE,Thailand National Organization,Thailand
TINT,Thailand National Organization,Thailand
TIO-UM Cooperation Fund,TIO-UM Cooperation Fund,Brazil
TJTTP-OECF,TJTTP-OECF,Japan
TNO,TNO,The Netherlands
TPBI,Thailand National Organization,Thailand
TPGHAI,Thailand National Organization,Thailand
TRC,TRC,Oman
TRC-ARC,TRC-ARC,Australia
TRCARC,Thailand National Organization,Thailand
TREAT Asia,Thailand National Organization,Thailand
"TREAT Asia, amfAR","TREAT Asia, amfAR",United States
TRF,Thailand National Organization,Thailand
TRF,TRF,United States
TRF Grant of New Scholar,Thailand National Organization,Thailand
"TRF Institute Fund for the Pediatric Department, Faculty of Medicine, Chula-longkorn University","TRF Institute Fund for the Pediatric Department, Faculty of Medicine, Chula-longkorn University",Thailand
TRF International Research Network Program,Thailand National Organization,Thailand
TRF Research Career Development,Thailand National Organization,Thailand
"TRF Research Career Development Grant, Thailand Research Fund",Thailand National Organization,Thailand
TRF Research Team Promotion,Thailand National Organization,Thailand
TRF Strategic Basic Research,Thailand National Organization,Thailand
"TRF, Chulalongkorn University","TRF, Chulalongkorn University",Thailand
"TRF, Thailand",Thailand National Organization,Thailand
TRF-CAS,Thailand National Organization,Thailand
TRF-CHE,Thailand National Organization,Thailand
TRF-IRN,TRF-IRN,Iran
TRF-NSFC,TRF-NSFC,China
TRF-Natural,Thailand National Organization,Thailand
TRF-OHEC-Chulalongkorn University,TRF-OHEC-Chulalongkorn University,Thailand
TRF-RTA,Thailand National Organization,Thailand
TRF-Rubber,Thailand National Organization,Thailand
TSRI,Chulalongkorn University,Thailand
TSRI,Chulalongkorn University,United States
TSRI Fund,TSRI Fund,United States
TSRI Research Team Promotion,Thailand National Organization,Thailand
TSRI Research Team Promotion Grant,Thailand National Organization,Thailand
TSRI-CU,TSRI-CU,United States
TU,Thailand National Organization,Thailand
TU Research Scholar,Thailand National Organization,Thailand
TU-CSEAR,Thailand National Organization,Thailand
TU-McMa,Thailand National Organization,Thailand
TU-NSTDA,Thailand National Organization,Thailand
TUBITAK,TUBITAK,Turkey
TU‐NSTDA Excellent Research,Thailand National Organization,Thailand
TWAD,TWAD,India
Taif University,Taif University,Saudi Arabia
Taiho,Taiho,Japan
Taiho Pharmaceutical,Taiho Pharmaceutical,Japan
Taipei City Hospital,Taipei City Hospital,Taiwan
Taipei Medical University,Taipei Medical University,Taiwan
Taipei Veterans General Hospital,Taipei Veterans General Hospital,Taiwan
Takahashi Industrial and Economic Research Foundation,Takahashi Industrial and Economic Research Foundation,Japan
Takeda,Takeda,Japan
Takeda,Takeda,United States
Takeda Pharmaceutical,Takeda Pharmaceutical,Japan
Takeda Pharmaceutical Company Limited,Takeda Pharmaceutical Company Limited,Japan
Takeda Science Foundation,Takeda Science Foundation,Japan
Takeda Vaccines Inc.,Takeda Vaccines Inc.,United States
Takeda/Shire,Takeda/Shire,Japan
Taksin Hospital,Thailand National Organization,Thailand
"Talaythong farm Chon Buri, department of fisheries, faculty of agriculture and technology",Thailand National Organization,Thailand
Talerngsak Kanjanabuch,Thailand National Organization,Thailand
Tan Tock Seng Hospital,Tan Tock Seng Hospital,Singapore
Task Force for Activating Research,Chulalongkorn University,Thailand
Task Force for Activating Research Funding in Wireless Network and Future Internet Research Unit,Thailand National Organization,Thailand
Tata Group,Tata Group,India
Tata Institute of Fundamental Research,Tata Institute,India
Tear Science and Coopervision,Tear Science and Coopervision,United States
Technische Universiteit Delft,Technische Universiteit Delft,The Netherlands
Technische Universität Dresden,Technische Universität Dresden,Germany
Technology North Bangkok,Thailand National Organization,Thailand
Technology Thonburi,Thailand National Organization,Thailand
Technology and Innovation-Based Enterprise Development Fund,Thailand National Organization,Thailand
Tejada Family Foundation,Tejada Family Foundation,United States
"Tejada Family Foundation, Inc.",Tejada Family Foundation,United States
Telethon Kids,Telethon Kids,Australia
Temasek Life Sciences Laboratory,Temasek Life Sciences Laboratory,Singapore
"Teppatana Paper Mill Co., Ltd.",Thailand National Organization,Thailand
Teradyne Inc,Teradyne Inc,United States
Terumo Life Science Foundation,Terumo Life Science Foundation,Japan
Teva,Teva,Israel
Teva Pharmaceuticals,Teva Pharmaceuticals,Israel
Texas A&M Pesca,Texas A&M Pesca,United States
Texas A&M University-Kingsville,Texas A&M University,United States
Texas Advanced Computing Center,Texas Advanced Computing Center,United States
Texas Children’s Hospital,Texas Children’s Hospital,United States
Texas Children’s Hospital Flow Cytometry Core Laboratory,Texas Children’s Hospital Flow Cytometry Core Laboratory,United States
Texas Children’s Hospital Small Animal Imaging Facility,Texas Children’s Hospital Small Animal Imaging Facility,United States
Texas Medical Center Digestive Disease Center,Texas Medical Center,United States
Texas Neurological Society,Texas Neurological Society,United States
"Texas Sea Grant, Texas A and M University","Texas Sea Grant, Texas A and M University",United States
ThEP Center,ThEP Center,Thailand
ThEP-Center,ThEP Center,Thailand
ThEPCenter,ThEPCenter,Thailand
Tha Khai Land Development Project,Thailand National Organization,Thailand
Tha Song Yang District,Thailand National Organization,Thailand
Thai Association,Thailand National Organization,Thailand
Thai Association for the Study of Liver,Thailand National Organization,Thailand
Thai DPST Talents Project,Thailand National Organization,Thailand
Thai Department of National Parks,Thailand National Organization,Thailand
Thai Edible Oil Co. Ltd,Thailand National Organization,Thailand
"Thai Edible Oil Co., Ltd.",Thailand National Organization,Thailand
Thai FDA,Thailand National Organization,Thailand
Thai Fish Sauce Factory,Thailand National Organization,Thailand
Thai Fogarty Center,Thai Fogarty Center,Thailand
"Thai Food Swine International Co., Ltd.",Thailand National Organization,Thailand
Thai Food and Drug Administration,Thai Food and Drug Administration,Taiwan
Thai Frozen Food Association,Thailand National Organization,Thailand
Thai Government,Thailand National Organization,Thailand
Thai Government Budget,Thailand National Organization,Thailand
Thai Government Fund,Thailand National Organization,Thailand
Thai Government Pharmaceutical Organization,Government Pharmaceutical Organization,Thailand
Thai Government Research Budgets,Thailand National Organization,Thailand
Thai Health Promotion Foundation,Thai Health Promotion Foundation,Thailand
Thai Heart Association,Thailand National Organization,Thailand
Thai Institute for Animals for Scientific Purpose Development,Institute,Thailand
"Thai Marine Protection Co., Ltd.",Thailand National Organization,Thailand
Thai Meteorological Department,Thailand National Organization,Thailand
"Thai Nippon Chemical Industry Co., Ltd.",Thailand National Organization,Thailand
"Thai Pediatric Gastroenterology, Hepatology and Immunology",Thailand National Organization,Thailand
Thai Red Cross AIDS Research Centre,Thailand National Organization,Thailand
Thai Red Cross Emerging Infectious Diseases,Thailand National Organization,Thailand
Thai Red Cross Society,Thailand National Organization,Thailand
Thai Research Fund,Thailand National Organization,Thailand
Thai Research Funding,Thailand National Organization,Thailand
Thai Rheumatism Association,Thailand National Organization,Thailand
Thai Samsung Electronics Co. Ltd,Thailand National Organization,Thailand
Thai Science Research and Innovation,Thailand National Organization,Thailand
Thai Society for Pediatric Endocrinology,Thailand National Organization,Thailand
Thai Society of Hematology,Thailand National Organization,Thailand
Thai Society of Pediatric Respiratory and Critical Care Medicine,Thailand National Organization,Thailand
Thai Super Computer Center,Thai Super Computer Center,Thailand
Thai government,Thailand National Organization,Thailand
ThaiHealth,Thailand National Organization,Thailand
ThaiSC,Thailand National Organization,Thailand
Thailand,Thailand National Organization,Thailand
Thailand 2Northern Thai Research Group of Radiation Oncology,Thailand National Organization,Thailand
Thailand 9Hirosaki University Graduate School of Health Science,Thailand 9Hirosaki University,Japan
Thailand Center of Excellence,Thailand Center,Thailand
Thailand Center of Excellence for Life Sciences,Thailand Center,Thailand
Thailand Center of Excellence in Physics,Thailand Center,Thailand
"Thailand Center of Excellence, Thailand",Thailand Center,Thailand
Thailand Convention and Exhibition Bureau,Thailand National Organization,Thailand
"Thailand Department of Agriculture, Thailand Department of Mineral Resource",Thailand National Organization,Thailand
Thailand Department of Groundwater Resources,Thailand National Organization,Thailand
Thailand Department of Provincial Administration,Thailand National Organization,Thailand
Thailand Development Research Institute,Thailand Development Research Institute,Thailand
Thailand Development and Promotion of Science and Technology Talents,Thailand National Organization,Thailand
Thailand Energy Conservation Fund,Thailand National Organization,Thailand
Thailand Excellence Center for Tissue Engineering and Stem Cells,Thailand Excellence Center,Thailand
Thailand Government,Thailand National Organization,Thailand
Thailand Government Fund,Thailand National Organization,Thailand
Thailand Government's Development and Promotion of Science and Technology Talents Project,Thailand National Organization,Thailand
Thailand Government’s Development and Promotion of Science and Technology Talents,Thailand National Organization,Thailand
Thailand Government’s Development and Promotion of Science and Technology Talents Project,Thailand National Organization,Thailand
Thailand Graduate Insti-tute of Science and Technology,Thailand National Organization,Thailand
Thailand Graduate Institute of Science and Technology,Thailand Graduate Institute,Thailand
Thailand Graduate Institute of Science and Technology Scholarship,Graduate Institute,Thailand
Thailand Grand Challenges,Thailand National Organization,Thailand
Thailand Health Promotion Foundation,Thailand Health Promotion Foundation,Thailand
Thailand Institute of Nuclear Technology,Thailand Institute,Thailand
Thailand Institute of Scientific and Technological Research,Thailand Institute,Thailand
Thailand International Cooperation Agency,Thailand National Organization,Thailand
Thailand Joint Authority,Thailand National Organization,Thailand
Thailand Meteorological Department,Thailand National Organization,Thailand
"Thailand Ministry of Higher Education, Science, Research and Innovation",Thailand National Organization,Thailand
Thailand Ministry of Public Health,Thailand National Organization,Thailand
Thailand NSRF,Thailand National Organization,Thailand
Thailand National Center for Genetic Engineering and Biotechnology,National Center,Thailand
Thailand National Nanotechnology Center,National Nanotechnology Center,Thailand
Thailand National Nanotechnology Centre,Thailand National Organization,Thailand
Thailand National Research Fund,Thailand National Organization,Thailand
Thailand National Research Fund and Center of Excellence in Applied Thai Traditional Research,Thailand National Research Fund and Center,Thailand
Thailand National Science and Technology Development Agency,Thailand National Organization,Thailand
"Thailand National Science, Research and Innovation Fund",Thailand National Organization,Thailand
Thailand National Sports University Lampang Campus Fund,Thailand National Sports University,Thailand
Thailand National and Materials Technology Center,Thailand National and Materials Technology Center,Thailand
Thailand Natural History Museum,Chulalongkorn University,United States
Thailand Office of the Higher Education Commission,Thailand National Organization,Thailand
Thailand Program Management Unit-B,Thailand National Organization,Thailand
Thailand Reseach Fund,Thailand National Organization,Thailand
Thailand Research Center for Health Services System,Thailand Research Center,Thailand
Thailand Research Foundation,Thailand Research Foundation,Thailand
Thailand Research Fund,Thailand National Organization,Thailand
"Thailand Research Fund , Thailand",Thailand National Organization,Thailand
Thailand Research Fund Career Development,Thailand National Organization,Thailand
Thailand Research Fund RSA5780047,Thailand National Organization,Thailand
Thailand Research Fund RTA 5880002,Thailand National Organization,Thailand
Thailand Research Fund Research Career Development,Thailand National Organization,Thailand
Thailand Research Fund Thailand Science Research and Innovation,Thailand National Organization,Thailand
Thailand Research Fund and Chulalongkorn University,Chulalongkorn University,Thailand
Thailand Research Fund and Oﬃce of the Higher Education Commission,Thailand National Organization,Thailand
Thailand Research Fund and University of Phayao,Thailand Research Fund and University,Thailand
Thailand Research Fund for Patcharaporn Weerachawanasak,Thailand National Organization,Thailand
Thailand Research Fund schemes ‘Thailand Research Fund,Thailand National Organization,Thailand
Thailand Research Fund via the Research Team Promotion Grant,Thailand National Organization,Thailand
Thailand Research Fund ‐ TRF,Thailand National Organization,Thailand
"Thailand Research Fund, Bangkok, Thailand",Thailand National Organization,Thailand
"Thailand Research Fund, Chulalongkorn",Chulalongkorn University,Thailand
"Thailand Research Fund, Thailand",Thailand National Organization,Thailand
Thailand Research Fund-Chinese Academic of Sciences,Thailand National Organization,Thailand
Thailand Research Fund-Chinese Academy of Science,Chinese Academy,Thailand
Thailand Research Fund/National Research Council of Thailand,Thailand National Organization,Thailand
Thailand Research Fund/Office of the Higher Education Commission,Thailand National Organization,Thailand
Thailand Research Funding,Thailand National Organization,Thailand
Thailand Research Funds,Thailand National Organization,Thailand
Thailand Research Fundviathe International Research Network,Thailand National Organization,Thailand
Thailand Research Fundviathe Research,Thailand National Organization,Thailand
Thailand Research Fund‐Chinese Academy of Science,Chinese Academy,Thailand
Thailand Research Organizations Network,Thailand Research Organization,Thailand
Thailand Research Science and Innovation,Thailand National Organization,Thailand
Thailand Research and Innovation Fund Chulalongkorn University,Thailand Research and Innovation Fund Chulalongkorn University,Thailand
Thailand Research and Technology,Thailand National Organization,Thailand
