,Eid,Funding_Count,Has_Funding,Has_Cite-By,Subtype,Publish_year,Publish_month,Cite-By_Count
11690,2-s2.0-85124742643,0,0,0,Article,2022.0,5.0,2.0
11691,2-s2.0-85138851306,27,1,1,Article,2022.0,12.0,14.0
11692,2-s2.0-85138447498,0,0,1,Article,2022.0,9.0,2.0
11693,2-s2.0-85130425845,2,1,1,Article,2022.0,8.0,6.0
11694,2-s2.0-85123355133,0,0,1,Article,2022.0,7.0,4.0
11695,2-s2.0-85131716420,2,1,0,Article,2022.0,9.0,5.0
11696,2-s2.0-85137174053,5,1,1,Article,2022.0,7.0,24.0
11697,2-s2.0-85143501500,5,1,1,Article,2022.0,12.0,2.0
11698,2-s2.0-85126690661,5,1,1,Article,2022.0,12.0,15.0
11699,2-s2.0-85143644724,2,1,1,Article,2022.0,12.0,2.0
11700,2-s2.0-85132246617,0,0,1,Article,2022.0,5.0,15.0
11701,2-s2.0-85124604065,3,1,1,Article,2022.0,12.0,11.0
11702,2-s2.0-85124275051,7,1,1,Article,2022.0,2.0,34.0
11703,2-s2.0-85121996237,4,1,1,Article,2022.0,1.0,18.0
11704,2-s2.0-85130123251,2,1,1,Article,2022.0,9.0,4.0
11705,2-s2.0-85141740767,3,1,1,Article,2022.0,12.0,14.0
11706,2-s2.0-85120580810,6,1,1,Article,2022.0,3.0,14.0
11707,2-s2.0-85142849542,2,1,1,Article,2022.0,11.0,4.0
11708,2-s2.0-85119248310,3,1,0,Article,2022.0,3.0,2.0
11709,2-s2.0-85132821163,0,0,1,Article,2022.0,6.0,5.0
11710,2-s2.0-85135067700,2,1,0,Article,2022.0,8.0,2.0
11711,2-s2.0-85115086847,2,1,1,Article,2022.0,2.0,4.0
11712,2-s2.0-85133192004,2,1,1,Article,2022.0,10.0,5.0
11713,2-s2.0-85129917651,5,1,1,Article,2022.0,8.0,23.0
11714,2-s2.0-85138719937,3,1,1,Article,2022.0,9.0,2.0
11715,2-s2.0-85139441440,4,1,1,Article,2022.0,12.0,5.0
11716,2-s2.0-85122706738,8,1,1,Article,2022.0,5.0,14.0
11717,2-s2.0-85134346860,6,1,0,Article,2022.0,11.0,2.0
11718,2-s2.0-85124580208,4,1,1,Article,2022.0,6.0,22.0
11719,2-s2.0-85159921141,6,1,1,Article,2022.0,11.0,6.0
11720,2-s2.0-85124468334,5,1,1,Article,2022.0,2.0,28.0
11721,2-s2.0-85108944484,5,1,1,Article,2022.0,1.0,12.0
11722,2-s2.0-85137561320,3,1,0,Article,2022.0,8.0,4.0
11723,2-s2.0-85142819851,3,1,0,Article,2022.0,10.0,0.0
11724,2-s2.0-85134369004,6,1,1,Article,2022.0,10.0,3.0
11725,2-s2.0-85113520020,4,1,1,Article,2022.0,1.0,11.0
11726,2-s2.0-85134502685,3,1,0,Article,2022.0,7.0,0.0
11727,2-s2.0-85128235241,5,1,1,Article,2022.0,5.0,8.0
11728,2-s2.0-85145582943,0,0,0,Article,2022.0,12.0,0.0
11729,2-s2.0-85088874772,1,1,1,Article,2022.0,4.0,5.0
11730,2-s2.0-85138041925,4,1,1,Article,2022.0,9.0,7.0
11731,2-s2.0-85137374755,0,0,1,Article,2022.0,8.0,2.0
11732,2-s2.0-85130323843,5,1,1,Article,2022.0,4.0,3.0
11733,2-s2.0-85141894675,0,0,0,Article,2022.0,11.0,5.0
11734,2-s2.0-85131689539,2,1,1,Article,2022.0,6.0,10.0
11735,2-s2.0-85142727574,4,1,1,Article,2022.0,12.0,3.0
11736,2-s2.0-85139346902,8,1,1,Article,2022.0,11.0,15.0
11737,2-s2.0-85085510280,3,1,1,Article,2022.0,7.0,3.0
11738,2-s2.0-85136561970,4,1,1,Article,2022.0,12.0,3.0
11739,2-s2.0-85127030881,0,0,1,Article,2022.0,3.0,2.0
11740,2-s2.0-85140246307,0,0,0,Article,2022.0,9.0,3.0
11741,2-s2.0-85109130154,2,1,1,Article,2022.0,8.0,11.0
11742,2-s2.0-85141832716,0,0,0,Article,2022.0,10.0,3.0
11743,2-s2.0-85130750054,0,0,1,Article,2022.0,7.0,8.0
11744,2-s2.0-85121231590,0,0,1,Article,2022.0,1.0,10.0
11745,2-s2.0-85126009629,5,1,1,Article,2022.0,9.0,5.0
11746,2-s2.0-85124898073,5,1,1,Article,2022.0,4.0,3.0
11747,2-s2.0-85144512039,4,1,1,Article,2022.0,12.0,5.0
11748,2-s2.0-85123070698,11,1,1,Article,2022.0,12.0,3.0
11749,2-s2.0-85124887035,2,1,1,Article,2022.0,6.0,16.0
11750,2-s2.0-85144072812,2,1,1,Article,2022.0,12.0,3.0
11751,2-s2.0-85126027363,2,1,1,Article,2022.0,4.0,2.0
11752,2-s2.0-85128901436,4,1,0,Article,2022.0,12.0,4.0
11753,2-s2.0-85130341355,2,1,0,Article,2022.0,5.0,0.0
11754,2-s2.0-85139865927,5,1,1,Article,2022.0,10.0,5.0
11755,2-s2.0-85148282851,6,1,0,Article,2022.0,7.0,0.0
11756,2-s2.0-85135597215,5,1,0,Article,2022.0,1.0,3.0
11757,2-s2.0-85133964504,3,1,0,Article,2022.0,9.0,1.0
11758,2-s2.0-85124295125,5,1,1,Article,2022.0,3.0,11.0
11759,2-s2.0-85140209480,4,1,1,Article,2022.0,12.0,18.0
11760,2-s2.0-85111810698,3,1,1,Article,2022.0,5.0,19.0
11761,2-s2.0-85119528900,0,0,0,Article,2022.0,2.0,0.0
11762,2-s2.0-85089856822,0,0,1,Article,2022.0,10.0,2.0
11763,2-s2.0-85137721382,2,1,0,Article,2022.0,9.0,0.0
11764,2-s2.0-85132885257,0,0,0,Article,2022.0,8.0,3.0
11765,2-s2.0-85141967065,6,1,0,Article,2022.0,11.0,1.0
11766,2-s2.0-85140261875,0,0,0,Article,2022.0,6.0,1.0
11767,2-s2.0-85140912627,3,1,1,Article,2022.0,12.0,3.0
11768,2-s2.0-85127470253,8,1,1,Article,2022.0,5.0,9.0
11769,2-s2.0-85143528016,2,1,1,Article,2022.0,11.0,3.0
11770,2-s2.0-85129673810,6,1,1,Article,2022.0,5.0,10.0
11771,2-s2.0-85144719058,3,1,1,Article,2022.0,12.0,9.0
11772,2-s2.0-85135507410,4,1,1,Article,2022.0,8.0,5.0
11773,2-s2.0-85123247593,4,1,1,Article,2022.0,2.0,15.0
11774,2-s2.0-85115891956,2,1,1,Article,2022.0,1.0,24.0
11775,2-s2.0-85104962177,0,0,1,Article,2022.0,3.0,4.0
11776,2-s2.0-85139259417,7,1,1,Article,2022.0,10.0,18.0
11777,2-s2.0-85133374368,1,1,1,Article,2022.0,7.0,3.0
11778,2-s2.0-85124178091,2,1,1,Article,2022.0,1.0,5.0
11779,2-s2.0-85136734883,0,0,1,Article,2022.0,9.0,11.0
11780,2-s2.0-85138055986,6,1,1,Article,2022.0,10.0,8.0
11781,2-s2.0-85136479357,0,0,1,Article,2022.0,7.0,7.0
11782,2-s2.0-85132989368,0,0,1,Article,2022.0,12.0,7.0
11783,2-s2.0-85145060380,3,1,0,Article,2022.0,12.0,10.0
11784,2-s2.0-85138265057,5,1,1,Article,2022.0,9.0,2.0
11785,2-s2.0-85086929838,5,1,0,Article,2022.0,1.0,3.0
11786,2-s2.0-85141190299,1,1,0,Article,2022.0,11.0,3.0
11787,2-s2.0-85128639915,2,1,1,Article,2022.0,6.0,36.0
11788,2-s2.0-85128764080,2,1,1,Article,2022.0,4.0,5.0
11789,2-s2.0-85126076000,0,0,1,Article,2022.0,3.0,300.0
11790,2-s2.0-85130465354,2,1,1,Article,2022.0,3.0,3.0
11791,2-s2.0-85134256719,0,0,0,Article,2022.0,12.0,4.0
11792,2-s2.0-85140929819,2,1,1,Article,2022.0,1.0,9.0
11793,2-s2.0-85113638545,2,1,1,Article,2022.0,2.0,14.0
11794,2-s2.0-85127091197,4,1,1,Article,2022.0,7.0,49.0
11795,2-s2.0-85139343905,6,1,1,Article,2022.0,10.0,43.0
11796,2-s2.0-85122234451,6,1,1,Article,2022.0,2.0,8.0
11797,2-s2.0-85131457881,4,1,1,Article,2022.0,8.0,14.0
11798,2-s2.0-85144998199,5,1,1,Article,2022.0,12.0,6.0
11799,2-s2.0-85131736588,2,1,1,Article,2022.0,5.0,7.0
11800,2-s2.0-85140933331,6,1,1,Article,2022.0,11.0,4.0
11801,2-s2.0-85138520233,9,1,1,Article,2022.0,12.0,12.0
11802,2-s2.0-85131264426,4,1,0,Article,2022.0,5.0,1.0
11803,2-s2.0-85132082853,8,1,0,Article,2022.0,12.0,0.0
11804,2-s2.0-85128230741,5,1,1,Article,2022.0,4.0,14.0
11805,2-s2.0-85135447043,101,1,1,Article,2022.0,7.0,3.0
11806,2-s2.0-85138263919,4,1,1,Article,2022.0,10.0,6.0
11807,2-s2.0-85137002138,0,0,1,Article,2022.0,9.0,20.0
11808,2-s2.0-85126690757,0,0,0,Article,2022.0,3.0,1.0
11809,2-s2.0-85126984243,14,1,1,Article,2022.0,4.0,8.0
11810,2-s2.0-85129374339,3,1,1,Article,2022.0,6.0,10.0
11811,2-s2.0-85140272565,5,1,0,Article,2022.0,11.0,3.0
11812,2-s2.0-85118499562,0,0,1,Article,2022.0,1.0,41.0
11813,2-s2.0-85137737824,4,1,0,Article,2022.0,9.0,1.0
11814,2-s2.0-85134706502,1,1,1,Article,2022.0,7.0,2.0
11815,2-s2.0-85131715851,9,1,1,Article,2022.0,9.0,80.0
11816,2-s2.0-85107206889,0,0,1,Article,2022.0,2.0,7.0
11817,2-s2.0-85135949878,0,0,1,Article,2022.0,8.0,2.0
11818,2-s2.0-85135306273,6,1,1,Article,2022.0,12.0,3.0
11819,2-s2.0-85142201274,0,0,0,Article,2022.0,3.0,0.0
11820,2-s2.0-85141562750,2,1,0,Article,2022.0,11.0,3.0
11821,2-s2.0-85129709996,2,1,0,Article,2022.0,5.0,7.0
11822,2-s2.0-85142168042,5,1,0,Article,2022.0,12.0,0.0
11823,2-s2.0-85123466103,6,1,1,Article,2022.0,12.0,8.0
11824,2-s2.0-85124573325,2,1,0,Article,2022.0,4.0,2.0
11825,2-s2.0-85107350224,0,0,1,Article,2022.0,9.0,1.0
11826,2-s2.0-85120043659,5,1,1,Article,2022.0,1.0,3.0
11827,2-s2.0-85140900851,2,1,0,Article,2022.0,10.0,0.0
11828,2-s2.0-85123066555,2,1,1,Article,2022.0,1.0,5.0
11829,2-s2.0-85133182420,3,1,0,Article,2022.0,9.0,0.0
11830,2-s2.0-85134495255,5,1,0,Article,2022.0,7.0,11.0
11831,2-s2.0-85139785389,5,1,0,Article,2022.0,10.0,1.0
11832,2-s2.0-85130707113,6,1,1,Article,2022.0,5.0,5.0
11833,2-s2.0-85129989403,8,1,1,Article,2022.0,12.0,13.0
11834,2-s2.0-85147045157,0,0,1,Article,2022.0,12.0,13.0
11835,2-s2.0-85132859514,3,1,1,Article,2022.0,8.0,2.0
11836,2-s2.0-85116037233,5,1,1,Article,2022.0,5.0,8.0
11837,2-s2.0-85140016893,0,0,1,Article,2022.0,12.0,17.0
11838,2-s2.0-85142110387,0,0,0,Article,2022.0,6.0,3.0
11839,2-s2.0-85128515254,2,1,0,Article,2022.0,5.0,3.0
11840,2-s2.0-85133545604,5,1,1,Article,2022.0,6.0,1.0
11841,2-s2.0-85139550560,7,1,1,Article,2022.0,10.0,3.0
11842,2-s2.0-85128024240,5,1,1,Article,2022.0,1.0,2.0
11843,2-s2.0-85137193266,0,0,0,Article,2022.0,9.0,0.0
11844,2-s2.0-85134999175,2,1,0,Article,2022.0,10.0,2.0
11845,2-s2.0-85133779197,0,0,0,Article,2022.0,7.0,3.0
11846,2-s2.0-85115621094,5,1,1,Article,2022.0,3.0,9.0
11847,2-s2.0-85119823896,6,1,1,Article,2022.0,4.0,2.0
11848,2-s2.0-85146788270,2,1,0,Article,2022.0,12.0,0.0
11849,2-s2.0-85123243043,0,0,1,Article,2022.0,5.0,4.0
11850,2-s2.0-85128629302,0,0,1,Article,2022.0,4.0,8.0
11851,2-s2.0-85149537486,3,1,0,Article,2022.0,11.0,1.0
11852,2-s2.0-85119043863,4,1,1,Article,2022.0,6.0,6.0
11853,2-s2.0-85123651982,5,1,0,Article,2022.0,1.0,0.0
11854,2-s2.0-85130358802,5,1,1,Article,2022.0,8.0,5.0
11855,2-s2.0-85136694847,1,1,1,Article,2022.0,10.0,8.0
11856,2-s2.0-85124208987,5,1,1,Article,2022.0,2.0,8.0
11857,2-s2.0-85127430170,0,0,1,Article,2022.0,3.0,6.0
11858,2-s2.0-85124647226,0,0,0,Article,2022.0,1.0,0.0
11859,2-s2.0-85121426662,6,1,1,Article,2022.0,7.0,2.0
11860,2-s2.0-85123710396,102,1,1,Article,2022.0,1.0,52.0
11861,2-s2.0-85132335436,4,1,1,Article,2022.0,7.0,28.0
11862,2-s2.0-85143231242,2,1,0,Article,2022.0,9.0,0.0
11863,2-s2.0-85137124557,2,1,1,Article,2022.0,8.0,5.0
11864,2-s2.0-85142024200,0,0,1,Article,2022.0,9.0,4.0
11865,2-s2.0-85142939910,2,1,1,Article,2022.0,12.0,34.0
11866,2-s2.0-85141808471,0,0,0,Article,2022.0,11.0,0.0
11867,2-s2.0-85131791907,3,1,1,Article,2022.0,6.0,4.0
11868,2-s2.0-85129909978,6,1,0,Article,2022.0,4.0,1.0
11869,2-s2.0-85126219989,3,1,1,Article,2022.0,12.0,6.0
11870,2-s2.0-85143531368,0,0,1,Article,2022.0,12.0,4.0
11871,2-s2.0-85139344482,2,1,1,Article,2022.0,11.0,7.0
11872,2-s2.0-85128599689,0,0,0,Article,2022.0,9.0,2.0
11873,2-s2.0-85124663223,4,1,1,Article,2022.0,2.0,3.0
11874,2-s2.0-85129580027,0,0,1,Article,2022.0,7.0,16.0
11875,2-s2.0-85138668571,1,1,1,Article,2022.0,8.0,9.0
11876,2-s2.0-85126351081,5,1,0,Article,2022.0,2.0,0.0
11877,2-s2.0-85140236571,6,1,1,Article,2022.0,10.0,15.0
11878,2-s2.0-85126555684,0,0,1,Article,2022.0,7.0,54.0
11879,2-s2.0-85128191927,0,0,1,Article,2022.0,6.0,7.0
11880,2-s2.0-85127367516,8,1,0,Article,2022.0,4.0,0.0
11881,2-s2.0-85143184571,6,1,1,Article,2022.0,12.0,1.0
11882,2-s2.0-85138458285,2,1,0,Article,2022.0,9.0,0.0
11883,2-s2.0-85130499006,4,1,1,Article,2022.0,8.0,8.0
11884,2-s2.0-85120825811,3,1,1,Article,2022.0,3.0,21.0
11885,2-s2.0-85135495353,6,1,1,Article,2022.0,11.0,2.0
11886,2-s2.0-85125641995,5,1,1,Article,2022.0,6.0,6.0
11887,2-s2.0-85124603083,0,0,1,Article,2022.0,5.0,25.0
11888,2-s2.0-85139030836,3,1,1,Article,2022.0,12.0,20.0
11889,2-s2.0-85145168470,0,0,0,Article,2022.0,11.0,0.0
11890,2-s2.0-85132688631,10,1,1,Article,2022.0,6.0,2.0
11891,2-s2.0-85119414510,4,1,1,Article,2022.0,3.0,21.0
11892,2-s2.0-85128449257,5,1,0,Article,2022.0,1.0,1.0
11893,2-s2.0-85141465994,3,1,1,Article,2022.0,12.0,3.0
11894,2-s2.0-85104842706,4,1,1,Article,2022.0,1.0,11.0
11895,2-s2.0-85132213409,7,1,1,Article,2022.0,10.0,7.0
11896,2-s2.0-85135902292,3,1,1,Article,2022.0,8.0,3.0
11897,2-s2.0-85121864198,2,1,1,Article,2022.0,1.0,19.0
11898,2-s2.0-85130127140,2,1,1,Article,2022.0,9.0,14.0
11899,2-s2.0-85123715692,0,0,1,Article,2022.0,4.0,22.0
11900,2-s2.0-85131826841,1,1,1,Article,2022.0,5.0,5.0
11901,2-s2.0-85124779741,6,1,1,Article,2022.0,12.0,18.0
11902,2-s2.0-85143512551,5,1,1,Article,2022.0,12.0,5.0
11903,2-s2.0-85127442107,0,0,1,Article,2022.0,4.0,1.0
11904,2-s2.0-85125891549,0,0,1,Article,2022.0,7.0,27.0
11905,2-s2.0-85122724236,3,1,1,Article,2022.0,1.0,6.0
11906,2-s2.0-85140446464,0,0,1,Article,2022.0,10.0,4.0
11907,2-s2.0-85125188625,5,1,1,Article,2022.0,2.0,7.0
11908,2-s2.0-85139376881,5,1,0,Article,2022.0,10.0,0.0
11909,2-s2.0-85139383120,5,1,1,Article,2022.0,12.0,19.0
11910,2-s2.0-85122778844,2,1,1,Article,2022.0,5.0,16.0
11911,2-s2.0-85126747347,2,1,1,Article,2022.0,6.0,7.0
11912,2-s2.0-85134311942,0,0,1,Article,2022.0,11.0,3.0
11913,2-s2.0-85129394400,4,1,1,Article,2022.0,8.0,4.0
11914,2-s2.0-85138698627,1,1,0,Article,2022.0,9.0,2.0
11915,2-s2.0-85134886069,2,1,0,Article,2022.0,8.0,3.0
11916,2-s2.0-85133013076,8,1,1,Article,2022.0,10.0,1.0
11917,2-s2.0-85141703932,5,1,1,Article,2022.0,12.0,84.0
11918,2-s2.0-85120718975,2,1,1,Article,2022.0,3.0,11.0
11919,2-s2.0-85132836782,5,1,1,Article,2022.0,6.0,9.0
11920,2-s2.0-85130737123,0,0,0,Article,2022.0,5.0,0.0
11921,2-s2.0-85144530385,0,0,1,Article,2022.0,12.0,13.0
11922,2-s2.0-85145425951,2,1,0,Article,2022.0,12.0,4.0
11923,2-s2.0-85100330463,6,1,1,Article,2022.0,4.0,5.0
11924,2-s2.0-85144067422,4,1,1,Article,2022.0,11.0,34.0
11925,2-s2.0-85132372582,3,1,1,Article,2022.0,7.0,49.0
11926,2-s2.0-85134487146,6,1,1,Article,2022.0,7.0,5.0
11927,2-s2.0-85134611691,6,1,1,Article,2022.0,10.0,16.0
11928,2-s2.0-85135423566,10,1,1,Article,2022.0,8.0,19.0
11929,2-s2.0-85109378312,6,1,1,Article,2022.0,1.0,26.0
11930,2-s2.0-85124436643,3,1,0,Article,2022.0,2.0,4.0
11931,2-s2.0-85137403166,1,1,1,Article,2022.0,8.0,4.0
11932,2-s2.0-85124669117,6,1,1,Article,2022.0,6.0,40.0
11933,2-s2.0-85151276961,2,1,1,Article,2022.0,11.0,6.0
11934,2-s2.0-85128546919,6,1,1,Article,2022.0,4.0,7.0
11935,2-s2.0-85140311013,2,1,0,Article,2022.0,9.0,0.0
11936,2-s2.0-85118498186,0,0,0,Article,2022.0,8.0,8.0
11937,2-s2.0-85124544842,8,1,1,Article,2022.0,1.0,23.0
11938,2-s2.0-85125653656,4,1,1,Article,2022.0,6.0,9.0
11939,2-s2.0-85139418659,9,1,1,Article,2022.0,11.0,24.0
11940,2-s2.0-85124426063,0,0,1,Article,2022.0,3.0,13.0
11941,2-s2.0-85136873049,5,1,1,Article,2022.0,12.0,4.0
11942,2-s2.0-85124651163,9,1,0,Article,2022.0,4.0,3.0
11943,2-s2.0-85127001899,6,1,1,Article,2022.0,3.0,19.0
11944,2-s2.0-85130260327,5,1,1,Article,2022.0,4.0,26.0
11945,2-s2.0-85141948983,8,1,0,Article,2022.0,11.0,2.0
11946,2-s2.0-85142810873,4,1,1,Article,2022.0,12.0,6.0
11947,2-s2.0-85140336591,5,1,1,Article,2022.0,9.0,3.0
11948,2-s2.0-85137379298,1,1,0,Article,2022.0,8.0,0.0
11949,2-s2.0-85148279821,0,0,0,Article,2022.0,7.0,1.0
11950,2-s2.0-85124489228,2,1,1,Article,2022.0,2.0,21.0
11951,2-s2.0-85139914714,4,1,1,Article,2022.0,10.0,4.0
11952,2-s2.0-85124746426,5,1,1,Article,2022.0,2.0,11.0
11953,2-s2.0-85116427136,2,1,1,Article,2022.0,12.0,28.0
11954,2-s2.0-85128645726,3,1,1,Article,2022.0,12.0,5.0
11955,2-s2.0-85130556550,5,1,1,Article,2022.0,5.0,9.0
11956,2-s2.0-85124946508,0,0,1,Article,2022.0,4.0,11.0
11957,2-s2.0-85144508125,6,1,0,Article,2022.0,12.0,2.0
11958,2-s2.0-85122978976,3,1,1,Article,2022.0,12.0,39.0
11959,2-s2.0-85130450415,5,1,1,Article,2022.0,7.0,28.0
11960,2-s2.0-85141847385,6,1,0,Article,2022.0,10.0,1.0
11961,2-s2.0-85121304499,2,1,1,Article,2022.0,1.0,3.0
11962,2-s2.0-85123839233,8,1,1,Article,2022.0,9.0,14.0
11963,2-s2.0-85132203407,3,1,1,Article,2022.0,6.0,19.0
11964,2-s2.0-85134834588,5,1,1,Article,2022.0,6.0,9.0
11965,2-s2.0-85149132434,2,1,1,Article,2022.0,10.0,4.0
11966,2-s2.0-85127359463,0,0,1,Article,2022.0,5.0,4.0
11967,2-s2.0-85138278076,0,0,0,Article,2022.0,1.0,3.0
11968,2-s2.0-85124158801,5,1,1,Article,2022.0,3.0,2.0
11969,2-s2.0-85140303211,3,1,1,Article,2022.0,12.0,13.0
11970,2-s2.0-85105931971,3,1,1,Article,2022.0,5.0,24.0
11971,2-s2.0-85133508320,5,1,1,Article,2022.0,12.0,30.0
11972,2-s2.0-85136778823,6,1,1,Article,2022.0,9.0,3.0
11973,2-s2.0-85136956423,0,0,0,Article,2022.0,7.0,0.0
11974,2-s2.0-85137671054,0,0,1,Article,2022.0,10.0,17.0
11975,2-s2.0-85136080497,4,1,1,Article,2022.0,8.0,7.0
11976,2-s2.0-85133541118,4,1,1,Article,2022.0,1.0,1.0
11977,2-s2.0-85133446365,5,1,1,Article,2022.0,7.0,16.0
11978,2-s2.0-85132627921,4,1,1,Article,2022.0,1.0,4.0
11979,2-s2.0-85144991968,3,1,0,Article,2022.0,10.0,1.0
11980,2-s2.0-85134628479,3,1,1,Article,2022.0,11.0,17.0
11981,2-s2.0-85129338385,16,1,1,Article,2022.0,5.0,8.0
11982,2-s2.0-85137878285,2,1,0,Article,2022.0,5.0,1.0
11983,2-s2.0-85144740416,5,1,1,Article,2022.0,12.0,18.0
11984,2-s2.0-85114667376,3,1,1,Article,2022.0,2.0,21.0
11985,2-s2.0-85124178988,2,1,1,Article,2022.0,7.0,15.0
11986,2-s2.0-85130131100,2,1,1,Article,2022.0,5.0,4.0
11987,2-s2.0-85130518053,3,1,0,Article,2022.0,3.0,0.0
11988,2-s2.0-85134244670,7,1,1,Article,2022.0,12.0,6.0
11989,2-s2.0-85128753697,5,1,1,Article,2022.0,6.0,3.0
11990,2-s2.0-85135449829,11,1,1,Article,2022.0,12.0,8.0
11991,2-s2.0-85120743756,3,1,1,Article,2022.0,4.0,39.0
11992,2-s2.0-85137650056,5,1,0,Article,2022.0,11.0,0.0
11993,2-s2.0-85126173538,2,1,1,Article,2022.0,3.0,4.0
11994,2-s2.0-84906924652,0,0,1,Article,2022.0,9.0,1.0
11995,2-s2.0-85134855357,2,1,1,Article,2022.0,7.0,6.0
11996,2-s2.0-85120469879,5,1,1,Article,2022.0,1.0,74.0
11997,2-s2.0-85138350727,0,0,0,Article,2022.0,10.0,2.0
11998,2-s2.0-85123391828,6,1,1,Article,2022.0,2.0,3.0
11999,2-s2.0-85135279828,18,1,0,Article,2022.0,7.0,0.0
12000,2-s2.0-85132082727,2,1,1,Article,2022.0,12.0,5.0
12001,2-s2.0-85144940741,2,1,0,Article,2022.0,12.0,0.0
12002,2-s2.0-85129080951,4,1,1,Article,2022.0,5.0,15.0
12003,2-s2.0-85136862031,3,1,0,Article,2022.0,11.0,3.0
12004,2-s2.0-85141239749,4,1,0,Article,2022.0,10.0,1.0
12005,2-s2.0-85133100732,1,1,0,Article,2022.0,7.0,2.0
12006,2-s2.0-85121465551,7,1,1,Article,2022.0,2.0,24.0
12007,2-s2.0-85133704769,6,1,1,Article,2022.0,1.0,1.0
12008,2-s2.0-85129979592,5,1,1,Article,2022.0,8.0,7.0
12009,2-s2.0-85135428496,6,1,1,Article,2022.0,12.0,8.0
12010,2-s2.0-85129654127,0,0,1,Article,2022.0,5.0,8.0
12011,2-s2.0-85134925276,5,1,0,Article,2022.0,7.0,1.0
12012,2-s2.0-85105281371,4,1,0,Article,2022.0,2.0,0.0
12013,2-s2.0-85108798441,5,1,1,Article,2022.0,1.0,32.0
12014,2-s2.0-85138789451,2,1,1,Article,2022.0,9.0,6.0
12015,2-s2.0-85126601047,4,1,1,Article,2022.0,3.0,11.0
12016,2-s2.0-85126859482,3,1,1,Article,2022.0,4.0,6.0
12017,2-s2.0-85140274210,13,1,0,Article,2022.0,11.0,3.0
12018,2-s2.0-85129073305,0,0,1,Article,2022.0,6.0,2.0
12019,2-s2.0-85130688069,2,1,1,Article,2022.0,5.0,14.0
12020,2-s2.0-85130068568,5,1,1,Article,2022.0,12.0,8.0
12021,2-s2.0-85122999047,2,1,1,Article,2022.0,1.0,7.0
12022,2-s2.0-85133717103,2,1,1,Article,2022.0,9.0,2.0
12024,2-s2.0-85134023629,78,1,1,Article,2022.0,7.0,6.0
12025,2-s2.0-85112491014,3,1,0,Article,2022.0,9.0,2.0
12026,2-s2.0-85119699159,3,1,1,Article,2022.0,1.0,13.0
12027,2-s2.0-85140881162,3,1,1,Article,2022.0,10.0,3.0
12028,2-s2.0-85130941307,0,0,1,Article,2022.0,7.0,19.0
12029,2-s2.0-85123974771,5,1,1,Article,2022.0,12.0,4.0
12030,2-s2.0-85120410362,3,1,1,Article,2022.0,4.0,1.0
12031,2-s2.0-85144127440,4,1,0,Article,2022.0,12.0,1.0
12032,2-s2.0-85124491986,4,1,1,Article,2022.0,4.0,14.0
12033,2-s2.0-85121299978,2,1,1,Article,2022.0,2.0,6.0
12034,2-s2.0-85128749598,3,1,1,Article,2022.0,5.0,13.0
12035,2-s2.0-85147693602,2,1,1,Article,2022.0,10.0,2.0
12036,2-s2.0-85133556377,0,0,0,Article,2022.0,6.0,0.0
12037,2-s2.0-85125426099,2,1,1,Article,2022.0,3.0,13.0
12038,2-s2.0-85118215762,0,0,1,Article,2022.0,5.0,4.0
12039,2-s2.0-85137930747,3,1,0,Article,2022.0,12.0,2.0
12040,2-s2.0-85139889330,2,1,1,Article,2022.0,12.0,2.0
12041,2-s2.0-85127271041,3,1,1,Article,2022.0,11.0,49.0
12042,2-s2.0-85127183557,2,1,1,Article,2022.0,8.0,4.0
12043,2-s2.0-85132653582,0,0,1,Article,2022.0,8.0,1.0
12044,2-s2.0-85137810304,3,1,1,Article,2022.0,9.0,8.0
12045,2-s2.0-85122314169,4,1,1,Article,2022.0,1.0,7.0
12046,2-s2.0-85113703236,5,1,1,Article,2022.0,1.0,14.0
12047,2-s2.0-85125690843,0,0,1,Article,2022.0,3.0,2.0
12048,2-s2.0-85127235116,13,1,0,Article,2022.0,3.0,1.0
12049,2-s2.0-85128001702,1,1,1,Article,2022.0,3.0,21.0
12050,2-s2.0-85131739522,22,1,1,Article,2022.0,6.0,11.0
12051,2-s2.0-85129012329,0,0,1,Article,2022.0,5.0,4.0
12052,2-s2.0-85144673826,3,1,1,Article,2022.0,12.0,9.0
12053,2-s2.0-85145820133,2,1,0,Article,2022.0,12.0,0.0
12054,2-s2.0-85141545964,3,1,1,Article,2022.0,10.0,17.0
12055,2-s2.0-85131872754,6,1,0,Article,2022.0,7.0,2.0
12056,2-s2.0-85133668071,2,1,1,Article,2022.0,7.0,8.0
12057,2-s2.0-85115677635,2,1,1,Article,2022.0,1.0,6.0
12058,2-s2.0-85135904518,2,1,1,Article,2022.0,8.0,10.0
12059,2-s2.0-85137033983,3,1,1,Article,2022.0,10.0,11.0
12060,2-s2.0-85134585747,0,0,1,Article,2022.0,7.0,4.0
12061,2-s2.0-85135635451,0,0,0,Article,2022.0,9.0,0.0
12062,2-s2.0-85130419022,2,1,1,Article,2022.0,12.0,23.0
12063,2-s2.0-85135135656,0,0,0,Article,2022.0,11.0,2.0
12064,2-s2.0-85121275281,4,1,1,Article,2022.0,3.0,12.0
12065,2-s2.0-85129953708,3,1,0,Article,2022.0,8.0,0.0
12066,2-s2.0-85138419529,4,1,1,Article,2022.0,9.0,11.0
